endpoint,data_size,time
server,1048576,101548
client,1048576,101741
server,1048576,94220
client,1048576,94385
server,1048576,88987
client,1048576,89129
server,1048576,85522
client,1048576,90407
server,1048576,85067
client,1048576,89497
server,1048576,86144
client,1048576,86314
server,1048576,85861
client,1048576,90224
server,1048576,85651
client,1048576,90385
server,1048576,85677
client,1048576,85859
server,1048576,85272
client,1048576,85438
server,1048576,84653
client,1048576,84846
server,1048576,85757
client,1048576,85941
server,1048576,85047
client,1048576,85238
server,1048576,85208
client,1048576,85396
server,1048576,85644
client,1048576,85833
server,1048576,85770
client,1048576,90183
server,1048576,85928
client,1048576,90362
server,1048576,85574
client,1048576,85736
server,1048576,84958
client,1048576,85155
server,1048576,85892
client,1048576,90354
server,1048576,85783
client,1048576,86007
server,1048576,85072
client,1048576,85284
server,1048576,85954
client,1048576,86229
server,1048576,86407
client,1048576,86627
server,1048576,85165
client,1048576,85448
server,1048576,85706
client,1048576,85901
server,1048576,85128
client,1048576,85378
server,1048576,85966
client,1048576,86195
server,1048576,85902
client,1048576,86120
server,1048576,85730
client,1048576,85938
server,1048576,85092
client,1048576,85315
server,1048576,85593
client,1048576,85829
server,1048576,85523
client,1048576,85728
server,1048576,84833
client,1048576,85043
server,1048576,85913
client,1048576,86152
server,1048576,85077
client,1048576,85278
server,1048576,85495
client,1048576,85734
server,1048576,85022
client,1048576,85225
server,1048576,84964
client,1048576,85182
server,1048576,85154
client,1048576,85399
server,1048576,85504
client,1048576,85709
server,1048576,85999
client,1048576,86213
server,1048576,85741
client,1048576,86037
server,1048576,85607
client,1048576,85820
server,1048576,85379
client,1048576,90457
server,1048576,86025
client,1048576,91153
server,1048576,84835
client,1048576,85045
server,1048576,85015
client,1048576,85224
server,1048576,85097
client,1048576,90012
server,1048576,85591
client,1048576,85806
server,1048576,85250
client,1048576,90287
server,1048576,85807
client,1048576,86040
server,1048576,86222
client,1048576,91239
server,1048576,85179
client,1048576,85359
server,1048576,85090
client,1048576,85295
server,1048576,86276
client,1048576,86481
server,1048576,85937
client,1048576,86114
server,1048576,85870
client,1048576,86043
server,1048576,86458
client,1048576,91663
server,1048576,86571
client,1048576,86791
server,1048576,85957
client,1048576,86173
server,1048576,84976
client,1048576,85176
server,1048576,86356
client,1048576,91425
server,1048576,85680
client,1048576,90921
server,1048576,85950
client,1048576,86145
server,1048576,87554
client,1048576,87741
server,1048576,85394
client,1048576,85608
server,1048576,85387
client,1048576,85587
server,1048576,85055
client,1048576,85259
server,1048576,86075
client,1048576,86246
server,1048576,85691
client,1048576,85862
server,1048576,85396
client,1048576,90570
server,1048576,84998
client,1048576,90226
client,1048576,85366
server,1048576,85180
server,1048576,85727
client,1048576,85900
server,1048576,85823
client,1048576,91227
server,1048576,85918
client,1048576,86125
client,1048576,90735
server,1048576,85397
server,1048576,85108
client,1048576,85306
server,1048576,85358
client,1048576,90649
server,1048576,85825
client,1048576,91110
server,1048576,85695
client,1048576,85910
server,1048576,84890
client,1048576,85084
client,1048576,85748
server,1048576,85529
server,1048576,86095
client,1048576,86271
server,1048576,85859
client,1048576,86073
server,1048576,85557
client,1048576,85751
server,1048576,85639
client,1048576,85867
server,1048576,85686
client,1048576,85906
server,1048576,85408
client,1048576,85613
server,1048576,86068
client,1048576,86274
server,1048576,85725
client,1048576,91154
server,1048576,85854
client,1048576,91157
server,1048576,85434
client,1048576,90888
server,1048576,85340
client,1048576,85598
server,1048576,86101
client,1048576,86352
server,1048576,85674
client,1048576,85954
server,1048576,86176
client,1048576,91606
server,1048576,85731
client,1048576,85996
server,1048576,85340
client,1048576,85612
server,1048576,85963
client,1048576,86235
server,1048576,85978
client,1048576,86222
server,1048576,85668
client,1048576,85876
server,1048576,85728
client,1048576,91171
server,1048576,84795
client,1048576,85024
server,1048576,85269
client,1048576,85516
server,1048576,84941
client,1048576,85150
server,1048576,85544
client,1048576,85765
server,1048576,85672
client,1048576,85935
server,1048576,84972
client,1048576,85194
server,1048576,84893
client,1048576,85159
server,1048576,85049
client,1048576,85264
server,1048576,85603
client,1048576,91040
server,1048576,85135
client,1048576,85357
server,1048576,85187
client,1048576,90595
server,1048576,85347
client,1048576,91009
server,1048576,85717
client,1048576,91106
server,1048576,85497
client,1048576,91024
server,1048576,86056
client,1048576,86261
server,1048576,85738
client,1048576,91146
server,1048576,84704
client,1048576,84916
server,1048576,85894
client,1048576,91315
server,1048576,86066
client,1048576,86276
server,1048576,85535
client,1048576,85710
server,1048576,85981
client,1048576,91492
server,1048576,85666
client,1048576,91079
server,1048576,85682
client,1048576,91113
server,1048576,85485
client,1048576,85657
server,1048576,85881
client,1048576,91337
server,1048576,85705
client,1048576,91205
server,1048576,85701
client,1048576,85901
server,1048576,85890
client,1048576,86091
server,1048576,85269
client,1048576,85465
server,1048576,85762
client,1048576,85953
server,1048576,84824
client,1048576,85080
server,1048576,85504
client,1048576,85689
server,1048576,85482
client,1048576,90903
server,1048576,86208
client,1048576,91756
server,1048576,85823
client,1048576,91336
server,1048576,85493
client,1048576,85715
server,1048576,85479
client,1048576,85675
server,1048576,85303
client,1048576,90700
server,1048576,85382
client,1048576,85559
server,1048576,87905
client,1048576,93579
server,1048576,86476
client,1048576,92187
server,1048576,85681
client,1048576,91195
server,1048576,85771
client,1048576,91253
server,1048576,86411
client,1048576,92146
server,1048576,86489
client,1048576,86692
server,1048576,86053
client,1048576,91649
server,1048576,85761
client,1048576,86019
server,1048576,86962
client,1048576,87244
server,1048576,85205
client,1048576,90637
server,1048576,85712
client,1048576,91223
server,1048576,85491
client,1048576,85738
server,1048576,85751
client,1048576,91329
server,1048576,85388
client,1048576,91024
server,1048576,85437
client,1048576,85688
server,1048576,85318
client,1048576,90869
server,1048576,85781
client,1048576,91245
server,1048576,86596
client,1048576,86851
server,1048576,84909
client,1048576,85137
server,1048576,85488
client,1048576,85748
server,1048576,85634
client,1048576,91421
server,1048576,85228
client,1048576,90875
server,1048576,86585
client,1048576,92156
server,1048576,85763
client,1048576,86027
server,1048576,85601
client,1048576,85874
server,1048576,85553
client,1048576,91223
server,1048576,85837
client,1048576,86047
server,1048576,85778
client,1048576,91340
server,1048576,85558
client,1048576,91295
server,1048576,85533
client,1048576,91082
server,1048576,85681
client,1048576,85896
server,1048576,86124
client,1048576,86337
server,1048576,85079
client,1048576,85318
server,1048576,85421
client,1048576,90923
server,1048576,85063
client,1048576,85308
server,1048576,85366
client,1048576,85612
server,1048576,85882
client,1048576,91576
server,1048576,85429
client,1048576,85635
server,1048576,86010
client,1048576,91591
server,1048576,85562
client,1048576,85762
server,1048576,86411
client,1048576,92082
server,1048576,85612
client,1048576,91181
server,1048576,84951
client,1048576,85164
server,1048576,85190
client,1048576,85380
server,1048576,85992
client,1048576,91646
server,1048576,85269
client,1048576,91079
server,1048576,85796
client,1048576,91364
server,1048576,85322
client,1048576,91006
server,1048576,85360
client,1048576,90944
server,1048576,85606
client,1048576,91239
server,1048576,85676
client,1048576,85885
server,1048576,85311
