endpoint,data_size,time
client,1048576,134550
server,1048576,133979
server,1048576,130136
client,1048576,134639
server,1048576,130607
client,1048576,131131
server,1048576,132760
client,1048576,133327
server,1048576,128998
client,1048576,129563
server,1048576,129166
client,1048576,129747
server,1048576,131507
client,1048576,132093
server,1048576,128269
client,1048576,128810
server,1048576,130705
client,1048576,131236
server,1048576,132322
client,1048576,132878
server,1048576,130700
client,1048576,131236
server,1048576,133259
client,1048576,133802
server,1048576,130624
client,1048576,131168
server,1048576,127771
client,1048576,128323
server,1048576,130639
client,1048576,131209
server,1048576,130965
client,1048576,131536
server,1048576,128553
client,1048576,129118
server,1048576,131835
client,1048576,132409
server,1048576,127881
client,1048576,128440
server,1048576,131214
client,1048576,131746
server,1048576,130754
client,1048576,131274
server,1048576,129156
client,1048576,129725
server,1048576,128291
client,1048576,129005
server,1048576,128671
client,1048576,129248
server,1048576,128112
client,1048576,128723
server,1048576,128823
client,1048576,129366
server,1048576,129283
client,1048576,129835
server,1048576,130935
client,1048576,131504
server,1048576,132846
client,1048576,133427
server,1048576,131882
client,1048576,132504
server,1048576,130469
client,1048576,131110
server,1048576,130131
client,1048576,130724
server,1048576,130437
client,1048576,131015
server,1048576,130143
client,1048576,130728
server,1048576,129652
client,1048576,130237
server,1048576,131231
client,1048576,131794
server,1048576,130637
client,1048576,131224
server,1048576,129117
client,1048576,129670
server,1048576,128322
client,1048576,128860
server,1048576,132504
client,1048576,133180
server,1048576,128262
client,1048576,128841
server,1048576,128943
client,1048576,129988
server,1048576,130574
client,1048576,131197
server,1048576,130765
client,1048576,131342
server,1048576,131791
client,1048576,132395
server,1048576,129718
client,1048576,130271
server,1048576,129768
client,1048576,130331
server,1048576,131651
client,1048576,132220
server,1048576,128580
client,1048576,129123
server,1048576,128622
client,1048576,129175
server,1048576,129357
client,1048576,129981
server,1048576,131822
client,1048576,132397
server,1048576,132501
client,1048576,133078
server,1048576,130508
client,1048576,131215
server,1048576,127755
client,1048576,128331
server,1048576,128818
client,1048576,129346
server,1048576,129669
client,1048576,130223
server,1048576,132670
client,1048576,133265
server,1048576,130277
client,1048576,130839
server,1048576,130134
client,1048576,130641
server,1048576,130585
client,1048576,131171
server,1048576,129922
client,1048576,130516
server,1048576,128575
client,1048576,129096
server,1048576,131791
client,1048576,132365
server,1048576,136152
client,1048576,136686
server,1048576,128715
client,1048576,129257
server,1048576,130982
client,1048576,131545
server,1048576,131651
client,1048576,132220
server,1048576,130137
client,1048576,130676
server,1048576,130141
client,1048576,130708
server,1048576,128646
client,1048576,129188
server,1048576,129577
client,1048576,130169
server,1048576,128706
client,1048576,129227
server,1048576,129215
client,1048576,129759
server,1048576,131892
client,1048576,132411
server,1048576,128534
client,1048576,129100
server,1048576,128027
client,1048576,128669
server,1048576,130518
client,1048576,131071
server,1048576,131028
client,1048576,131551
server,1048576,130082
client,1048576,130707
server,1048576,129922
client,1048576,130477
server,1048576,129891
client,1048576,130410
server,1048576,129350
client,1048576,129900
server,1048576,133374
client,1048576,133949
server,1048576,129235
client,1048576,129907
server,1048576,130479
client,1048576,131013
server,1048576,129171
client,1048576,129760
server,1048576,128365
client,1048576,128978
server,1048576,130176
client,1048576,130773
server,1048576,130345
client,1048576,130985
server,1048576,127323
client,1048576,127901
server,1048576,128688
client,1048576,129259
server,1048576,129398
client,1048576,130132
server,1048576,128841
client,1048576,129443
server,1048576,131022
client,1048576,131592
server,1048576,130257
client,1048576,130832
server,1048576,129942
client,1048576,130597
server,1048576,128077
client,1048576,128909
server,1048576,131928
client,1048576,132577
server,1048576,128790
client,1048576,129438
server,1048576,128759
client,1048576,129409
server,1048576,130710
client,1048576,131247
server,1048576,130255
client,1048576,130865
server,1048576,128999
client,1048576,129606
server,1048576,127838
client,1048576,128827
server,1048576,130031
client,1048576,130633
server,1048576,129331
client,1048576,129934
server,1048576,129942
client,1048576,130566
server,1048576,131240
client,1048576,131825
server,1048576,131442
client,1048576,132091
server,1048576,128938
client,1048576,129514
server,1048576,130317
client,1048576,131390
server,1048576,129232
client,1048576,129900
server,1048576,129980
client,1048576,130561
server,1048576,129177
client,1048576,129763
server,1048576,134840
client,1048576,135426
server,1048576,128304
client,1048576,128892
server,1048576,130936
client,1048576,131521
server,1048576,129019
client,1048576,129638
server,1048576,133506
client,1048576,134299
server,1048576,128997
client,1048576,129529
server,1048576,130454
client,1048576,131030
server,1048576,129740
client,1048576,130263
server,1048576,129903
client,1048576,130448
server,1048576,129838
client,1048576,130598
server,1048576,128729
client,1048576,129295
server,1048576,130382
client,1048576,130927
server,1048576,129392
client,1048576,130141
server,1048576,130545
client,1048576,131111
server,1048576,129599
client,1048576,130124
server,1048576,129634
client,1048576,130187
server,1048576,128782
client,1048576,129320
server,1048576,130061
client,1048576,130611
server,1048576,129868
client,1048576,130489
server,1048576,129704
client,1048576,130231
server,1048576,130968
client,1048576,131542
server,1048576,128641
client,1048576,129208
server,1048576,130714
client,1048576,131304
server,1048576,128414
client,1048576,129009
server,1048576,128563
client,1048576,129191
server,1048576,129039
client,1048576,129636
server,1048576,128715
client,1048576,129241
