endpoint,data_size,time
client,1048576,90538
server,1048576,89538
server,1048576,86322
client,1048576,91116
server,1048576,87705
client,1048576,88555
server,1048576,87890
client,1048576,88736
server,1048576,85802
client,1048576,86639
server,1048576,86249
client,1048576,87102
server,1048576,87076
client,1048576,87899
server,1048576,86616
client,1048576,87441
server,1048576,86374
client,1048576,87189
server,1048576,86290
client,1048576,87115
server,1048576,85939
client,1048576,86765
server,1048576,86459
client,1048576,87306
server,1048576,86343
client,1048576,87175
server,1048576,86037
client,1048576,86866
server,1048576,86966
client,1048576,87807
server,1048576,86257
client,1048576,87084
server,1048576,86703
client,1048576,87525
server,1048576,339639
client,1048576,340484
server,1048576,86630
client,1048576,87464
server,1048576,86381
client,1048576,87185
server,1048576,86394
client,1048576,87209
server,1048576,85577
client,1048576,86418
server,1048576,86640
client,1048576,87463
server,1048576,86205
client,1048576,87068
server,1048576,86667
client,1048576,87504
server,1048576,85878
client,1048576,86708
server,1048576,86091
client,1048576,86902
server,1048576,86096
client,1048576,86942
server,1048576,86767
client,1048576,87605
server,1048576,86571
client,1048576,87369
server,1048576,86235
client,1048576,87057
server,1048576,86111
client,1048576,86941
server,1048576,86625
client,1048576,87468
server,1048576,85859
client,1048576,86684
server,1048576,87114
client,1048576,87940
server,1048576,86728
client,1048576,87562
server,1048576,86698
client,1048576,87499
server,1048576,86144
client,1048576,86988
server,1048576,86723
client,1048576,87573
server,1048576,86720
client,1048576,87614
server,1048576,89292
client,1048576,90144
server,1048576,86120
client,1048576,86962
server,1048576,85952
client,1048576,86827
server,1048576,85934
client,1048576,86826
server,1048576,86435
client,1048576,87275
server,1048576,86527
client,1048576,87404
server,1048576,86183
client,1048576,87019
server,1048576,86772
client,1048576,87710
server,1048576,86889
client,1048576,87738
server,1048576,86502
client,1048576,87347
server,1048576,86830
client,1048576,87681
server,1048576,86210
client,1048576,87057
server,1048576,86212
client,1048576,87063
server,1048576,86007
client,1048576,86849
server,1048576,86033
client,1048576,86924
server,1048576,86964
client,1048576,87827
server,1048576,86107
client,1048576,86980
server,1048576,86341
client,1048576,87237
server,1048576,87016
client,1048576,87876
server,1048576,86037
client,1048576,86917
server,1048576,87296
client,1048576,88149
server,1048576,86839
client,1048576,87665
server,1048576,86624
client,1048576,87485
server,1048576,86405
client,1048576,87254
server,1048576,86168
client,1048576,87012
server,1048576,340628
client,1048576,341550
server,1048576,86765
client,1048576,87618
server,1048576,86300
client,1048576,87136
server,1048576,86324
client,1048576,87161
server,1048576,86350
client,1048576,87237
server,1048576,86482
client,1048576,87308
server,1048576,86705
client,1048576,87557
server,1048576,86843
client,1048576,87656
server,1048576,86502
client,1048576,87315
server,1048576,86442
client,1048576,87250
server,1048576,85915
client,1048576,86731
server,1048576,86536
client,1048576,87416
server,1048576,86651
client,1048576,87460
server,1048576,86589
client,1048576,87424
server,1048576,86764
client,1048576,87594
server,1048576,86404
client,1048576,87247
server,1048576,86083
client,1048576,87007
server,1048576,86588
client,1048576,87423
server,1048576,86704
client,1048576,87546
server,1048576,86508
client,1048576,87367
server,1048576,85866
client,1048576,86704
server,1048576,86500
client,1048576,87328
server,1048576,86924
client,1048576,87785
server,1048576,86406
client,1048576,87249
server,1048576,86321
client,1048576,87142
server,1048576,86542
client,1048576,87355
server,1048576,86635
client,1048576,87475
server,1048576,86040
client,1048576,86863
server,1048576,86244
client,1048576,87082
server,1048576,86511
client,1048576,87326
server,1048576,86516
client,1048576,87396
server,1048576,86742
client,1048576,87604
server,1048576,87300
client,1048576,88132
server,1048576,86025
client,1048576,86854
server,1048576,86671
client,1048576,87518
server,1048576,86205
client,1048576,87055
server,1048576,86389
client,1048576,87218
server,1048576,86064
client,1048576,86930
server,1048576,86139
client,1048576,86998
server,1048576,86622
client,1048576,87505
server,1048576,86127
client,1048576,86973
server,1048576,86630
client,1048576,87477
server,1048576,85696
client,1048576,86565
server,1048576,86759
client,1048576,87629
server,1048576,86534
client,1048576,87421
server,1048576,86787
client,1048576,87657
server,1048576,86381
client,1048576,87241
server,1048576,87135
client,1048576,88018
server,1048576,86948
client,1048576,87784
server,1048576,86396
client,1048576,87290
server,1048576,86345
client,1048576,87247
server,1048576,85742
client,1048576,86626
server,1048576,86342
client,1048576,87242
server,1048576,86968
client,1048576,87796
server,1048576,86588
client,1048576,87477
server,1048576,86310
client,1048576,87149
server,1048576,86751
client,1048576,87639
server,1048576,86089
client,1048576,86965
server,1048576,86188
client,1048576,87023
server,1048576,86561
client,1048576,87418
server,1048576,86168
client,1048576,87007
