sec_lvl,test_id,operation,cycles,time
1,0,get_ecdh_params_from_cert,10376,5
1,0,ecdh_read_public,15564,5
1,0,ecdh_calc_secret,58837108,22684
1,0,sha256_hash_master_secret,57068,22
1,0,sha256_hash_key_expansion,137482,53
1,0,ecdsa_verify_with_sha256,114473220,44132
1,1,get_ecdh_params_from_cert,12970,6
1,1,ecdh_read_public,10376,4
1,1,ecdh_calc_secret,54354676,20954
1,1,sha256_hash_master_secret,49286,19
1,1,sha256_hash_key_expansion,132294,51
1,1,ecdsa_verify_with_sha256,111233314,42882
1,2,get_ecdh_params_from_cert,12970,6
1,2,ecdh_read_public,18158,6
1,2,ecdh_calc_secret,54860506,21150
1,2,sha256_hash_master_secret,49286,19
1,2,sha256_hash_key_expansion,132294,52
1,2,ecdsa_verify_with_sha256,112232004,43266
1,3,get_ecdh_params_from_cert,10376,4
1,3,ecdh_read_public,7782,3
1,3,ecdh_calc_secret,55685398,21468
1,3,sha256_hash_master_secret,46692,19
1,3,sha256_hash_key_expansion,132294,51
1,3,ecdsa_verify_with_sha256,112224222,43264
1,4,get_ecdh_params_from_cert,12970,5
1,4,ecdh_read_public,5188,3
1,4,ecdh_calc_secret,55345584,21338
1,4,sha256_hash_master_secret,49286,19
1,4,sha256_hash_key_expansion,134888,51
1,4,ecdsa_verify_with_sha256,116841542,45046
1,5,get_ecdh_params_from_cert,10376,4
1,5,ecdh_read_public,7782,4
1,5,ecdh_calc_secret,55592014,21432
1,5,sha256_hash_master_secret,46692,18
1,5,sha256_hash_key_expansion,132294,51
1,5,ecdsa_verify_with_sha256,112190500,43250
1,6,get_ecdh_params_from_cert,12970,5
1,6,ecdh_read_public,7782,3
1,6,ecdh_calc_secret,55114718,21249
1,6,sha256_hash_master_secret,46692,18
1,6,sha256_hash_key_expansion,129700,50
1,6,ecdsa_verify_with_sha256,111412300,42950
1,7,get_ecdh_params_from_cert,10376,4
1,7,ecdh_read_public,18158,7
1,7,ecdh_calc_secret,56479162,21774
1,7,sha256_hash_master_secret,49286,18
1,7,sha256_hash_key_expansion,129700,50
1,7,ecdsa_verify_with_sha256,112532908,43383
1,8,get_ecdh_params_from_cert,12970,5
1,8,ecdh_read_public,7782,3
1,8,ecdh_calc_secret,56388372,21738
1,8,sha256_hash_master_secret,49286,19
1,8,sha256_hash_key_expansion,134888,52
1,8,ecdsa_verify_with_sha256,111547188,43002
1,9,get_ecdh_params_from_cert,12970,5
1,9,ecdh_read_public,10376,3
1,9,ecdh_calc_secret,55389682,21354
1,9,sha256_hash_master_secret,49286,19
1,9,sha256_hash_key_expansion,132294,51
1,9,ecdsa_verify_with_sha256,112032266,43191
1,10,get_ecdh_params_from_cert,12970,5
1,10,ecdh_read_public,7782,3
1,10,ecdh_calc_secret,57342964,22106
1,10,sha256_hash_master_secret,49286,19
1,10,sha256_hash_key_expansion,194550,76
1,10,ecdsa_verify_with_sha256,111593880,43020
1,11,get_ecdh_params_from_cert,10376,5
1,11,ecdh_read_public,15564,6
1,11,ecdh_calc_secret,55361148,21343
1,11,sha256_hash_master_secret,46692,19
1,11,sha256_hash_key_expansion,129700,49
1,11,ecdsa_verify_with_sha256,113944044,43926
1,12,get_ecdh_params_from_cert,12970,13
1,12,ecdh_read_public,7782,3
1,12,ecdh_calc_secret,51021386,19669
1,12,sha256_hash_master_secret,0,0
1,12,sha256_hash_key_expansion,0,0
1,12,ecdsa_verify_with_sha256,115554918,44548
1,13,get_ecdh_params_from_cert,12970,5
1,13,ecdh_read_public,10376,3
1,13,ecdh_calc_secret,55171786,21271
1,13,sha256_hash_master_secret,46692,19
1,13,sha256_hash_key_expansion,129700,50
1,13,ecdsa_verify_with_sha256,109858494,42351
1,14,get_ecdh_params_from_cert,10376,4
1,14,ecdh_read_public,7782,4
1,14,ecdh_calc_secret,56865668,21923
1,14,sha256_hash_master_secret,51880,19
1,14,sha256_hash_key_expansion,129700,49
1,14,ecdsa_verify_with_sha256,112244974,43271
1,15,get_ecdh_params_from_cert,10376,5
1,15,ecdh_read_public,7782,3
1,15,ecdh_calc_secret,54839754,21142
1,15,sha256_hash_master_secret,75226,29
1,15,sha256_hash_key_expansion,189362,74
1,15,ecdsa_verify_with_sha256,112172342,43244
1,16,get_ecdh_params_from_cert,12970,4
1,16,ecdh_read_public,7782,3
1,16,ecdh_calc_secret,55104342,21245
1,16,sha256_hash_master_secret,46692,19
1,16,sha256_hash_key_expansion,132294,52
1,16,ecdsa_verify_with_sha256,113075054,43592
1,17,get_ecdh_params_from_cert,10376,4
1,17,ecdh_read_public,7782,3
1,17,ecdh_calc_secret,54930544,21177
1,17,sha256_hash_master_secret,46692,18
1,17,sha256_hash_key_expansion,129700,50
1,17,ecdsa_verify_with_sha256,112870128,43513
1,18,get_ecdh_params_from_cert,12970,5
1,18,ecdh_read_public,7782,3
1,18,ecdh_calc_secret,55265170,21306
1,18,sha256_hash_master_secret,49286,19
1,18,sha256_hash_key_expansion,129700,50
1,18,ecdsa_verify_with_sha256,109975224,42397
1,19,get_ecdh_params_from_cert,10376,5
1,19,ecdh_read_public,10376,5
1,19,ecdh_calc_secret,55192538,21278
1,19,sha256_hash_master_secret,49286,18
1,19,sha256_hash_key_expansion,127106,50
1,19,ecdsa_verify_with_sha256,111228126,42881
1,20,get_ecdh_params_from_cert,10376,4
1,20,ecdh_read_public,7782,3
1,20,ecdh_calc_secret,55464908,21383
