endpoint,keylen,time
server,192,32827
client,192,27075
server,192,33615
server,192,33641
client,192,27001
client,192,26691
server,192,33350
client,192,27414
server,192,33959
client,224,40190
server,224,50792
client,224,40724
server,224,51365
client,224,39940
server,224,50449
client,224,39864
server,224,50072
client,224,40005
server,224,54110
server,384,147231
client,384,116459
client,384,127498
server,384,154893
client,384,111942
server,384,138827
client,384,111233
server,384,138429
server,384,147697
client,384,117562
client,521,288828
server,521,364141
client,521,277724
server,521,347994
client,521,279259
server,521,346110
client,521,272266
server,521,339859
client,521,285741
server,521,351051
