sec_lvl,test_id,cycles,time
1,0,23346,7
1,0,0,1
1,0,85602,32
1,0,2594,0
1,0,2594,1
1,0,3600472,1388
1,0,0,0
1,1,20752,7
1,1,2594,1
1,1,10376,3
1,1,2594,0
1,1,2594,1
1,1,5551160,2140
1,1,215302,83
1,2,20752,7
1,2,2594,0
1,2,7782,3
1,2,2594,1
1,2,2594,1
1,2,6414962,2473
1,2,202332,77
1,3,18158,7
1,3,2594,0
1,3,10376,3
1,3,2594,1
1,3,0,1
1,3,5501874,2121
1,3,210114,80
1,4,18158,6
1,4,2594,1
1,4,10376,3
1,4,2594,1
1,4,0,1
1,4,5439618,2097
1,4,212708,81
1,5,18158,6
1,5,0,0
1,5,10376,3
1,5,2594,1
1,5,0,1
1,5,5421460,2090
1,5,204926,79
1,6,18158,6
1,6,2594,1
1,6,10376,3
1,6,2594,1
1,6,0,1
1,6,5486310,2115
1,6,204926,79
1,7,15564,6
1,7,2594,0
1,7,7782,3
1,7,2594,1
1,7,2594,0
1,7,5387738,2078
1,7,210114,81
1,8,23346,8
1,8,2594,0
1,8,12970,4
1,8,2594,0
1,8,2594,1
1,8,5460370,2104
1,8,207520,79
1,9,15564,5
1,9,2594,0
1,9,10376,3
1,9,0,0
1,9,2594,1
1,9,5413678,2086
1,9,207520,79
1,10,18158,7
1,10,2594,1
1,10,7782,4
1,10,2594,1
1,10,0,1
1,10,5416272,2088
1,10,204926,78
1,11,20752,7
1,11,2594,1
1,11,10376,4
1,11,2594,1
1,11,2594,1
1,11,5426648,2092
1,11,204926,79
1,12,20752,7
1,12,0,1
1,12,10376,3
1,12,2594,1
1,12,0,1
1,12,5431836,2094
1,12,207520,79
1,13,15564,7
1,13,0,1
1,13,10376,4
1,13,0,1
1,13,2594,0
1,13,5465558,2108
1,13,204926,78
1,14,20752,7
1,14,2594,1
1,14,10376,4
1,14,2594,1
1,14,2594,1
1,14,5382550,2075
1,14,204926,79
1,15,15564,6
1,15,2594,1
1,15,7782,3
1,15,2594,0
1,15,2594,1
1,15,5455182,2103
1,15,204926,78
1,16,15564,7
1,16,0,1
1,16,10376,3
1,16,2594,0
1,16,2594,1
1,16,5460370,2104
1,16,233460,89
1,17,20752,7
1,17,2594,1
1,17,12970,4
1,17,2594,1
1,17,0,1
1,17,5447400,2100
1,17,236054,91
1,18,15564,5
1,18,2594,1
1,18,10376,3
1,18,0,1
1,18,2594,1
1,18,5958418,2297
1,18,204926,79
1,19,18158,6
1,19,2594,0
1,19,7782,3
1,19,2594,0
1,19,2594,1
1,19,5426648,2093
1,19,233460,89
1,20,18158,6
1,20,0,1
1,20,10376,4
1,20,2594,1
1,20,0,1
1,20,5426648,2093
1,20,204926,79
1,21,15564,6
1,21,2594,0
1,21,7782,4
1,21,2594,1
1,21,2594,0
1,21,5413678,2088
1,21,212708,81
1,22,18158,6
1,22,2594,1
1,22,10376,4
1,22,2594,0
1,22,2594,1
1,22,5481122,2112
1,22,212708,81
1,23,18158,6
1,23,2594,1
1,23,10376,3
1,23,2594,1
1,23,2594,0
1,23,5473340,2110
1,23,204926,78
1,24,15564,6
1,24,2594,0
1,24,10376,4
1,24,2594,0
1,24,0,1
1,24,5499280,2121
1,24,204926,78
1,25,18158,6
1,25,2594,0
1,25,7782,4
1,25,2594,0
1,25,2594,1
1,25,5486310,2115
1,25,204926,79
1,26,15564,6
1,26,2594,0
1,26,10376,3
1,26,0,1
1,26,2594,0
1,26,5444806,2099
1,26,207520,79
1,27,15564,6
1,27,2594,1
1,27,10376,3
1,27,2594,0
1,27,0,1
1,27,5481122,2114
1,27,207520,79
1,28,18158,6
1,28,2594,1
1,28,33722,13
1,28,0,1
1,28,2594,1
1,28,5421460,2090
1,28,212708,81
1,29,18158,6
1,29,2594,1
1,29,10376,3
1,29,2594,1
1,29,0,1
1,29,5566724,2147
1,29,220490,84
1,30,18158,7
1,30,0,1
1,30,10376,3
1,30,2594,0
1,30,2594,1
1,30,5374768,2072
1,30,212708,81
1,31,15564,7
1,31,0,1
1,31,10376,4
1,31,2594,0
1,31,2594,1
1,31,5452588,2101
1,31,204926,79
1,32,15564,6
1,32,2594,0
1,32,10376,4
1,32,2594,0
1,32,2594,1
1,32,5504468,2121
1,32,207520,79
1,33,15564,6
1,33,0,1
1,33,10376,3
1,33,0,1
1,33,2594,1
1,33,5416272,2087
1,33,204926,79
1,34,15564,6
1,34,2594,0
1,34,10376,3
1,34,2594,1
1,34,2594,0
1,34,5426648,2092
1,34,204926,78
2,0,15564,5
2,0,2594,0
2,0,10376,3
2,0,2594,1
2,0,0,1
2,0,10204796,3934
2,0,243836,93
2,1,20752,7
2,1,2594,0
2,1,12970,4
2,1,2594,1
2,1,2594,1
2,1,10217766,3939
2,1,0,0
2,2,18158,6
2,2,2594,0
2,2,10376,3
2,2,0,1
2,2,2594,0
2,2,10217766,3939
2,2,204926,78
2,3,15564,6
2,3,2594,0
2,3,10376,3
2,3,0,1
2,3,2594,1
2,3,10723596,4134
2,3,204926,78
2,4,18158,6
2,4,2594,0
2,4,10376,3
2,4,0,1
2,4,2594,0
2,4,10225548,3942
2,4,210114,80
2,5,20752,7
2,5,2594,1
2,5,10376,4
2,5,2594,1
2,5,2594,1
2,5,10220360,3940
2,5,204926,79
2,6,18158,7
2,6,2594,1
2,6,7782,3
2,6,2594,1
2,6,2594,1
2,6,10235924,3946
2,6,0,0
2,7,18158,6
2,7,2594,0
2,7,10376,3
2,7,2594,1
2,7,2594,1
2,7,10225548,3942
2,7,204926,78
2,8,15564,6
2,8,2594,1
2,8,7782,3
2,8,2594,1
