endpoint,time
server,125777
client,100406
client,93863
server,119430
server,119503
client,93868
server,119930
client,94067
client,93804
server,119513
client,93339
server,118198
client,94115
server,119819
client,94038
server,119253
client,96841
server,122679
client,93872
server,119047
server,118895
client,93982
client,94220
server,119267
client,94773
server,120386
client,93696
server,118735
client,93521
server,118441
client,93296
server,119645
server,121610
client,96581
client,93905
server,118796
client,94432
server,120307
server,119360
client,94040
client,94220
server,119191
client,93154
server,118165
server,118374
client,93162
client,94644
server,120891
client,95361
server,121090
server,119738
client,94359
client,94341
server,120051
server,120065
client,94227
client,95074
server,120939
client,94205
server,119894
server,119217
client,93404
client,94148
server,119266
client,94468
server,120198
client,94669
server,120542
client,94108
server,119967
client,95017
server,120012
client,94275
server,119998
client,94783
server,119721
server,119556
client,93795
server,121053
client,95457
server,120609
client,94997
client,94584
server,120704
server,119295
client,94325
client,95803
server,121470
server,120227
client,94571
client,93368
server,119094
client,93995
server,119905
client,94841
server,120998
client,94523
server,120443
server,119743
client,94355
client,94541
server,120849
server,120351
client,94486
client,94633
server,120416
client,94390
server,120139
client,94532
server,120493
client,94402
server,120205
server,120866
client,95111
client,94038
server,119361
client,93591
server,119729
client,94329
server,119354
server,120998
client,94776
client,94062
server,120057
server,120858
client,94936
client,93459
server,119208
client,94289
server,119332
client,94340
server,119891
client,94179
server,119073
client,94093
server,119780
client,94845
server,120508
server,119495
client,94372
client,94297
server,119943
client,94052
server,119637
client,95475
server,121182
client,93595
server,119278
client,93180
server,118969
client,94062
server,119295
client,94620
server,120299
client,93742
server,119414
client,94352
server,120009
client,94145
server,120189
client,94507
server,120371
client,94282
server,119943
client,94842
server,119760
client,94522
server,119442
client,94603
server,120342
client,94313
server,119947
client,93852
server,119478
client,94254
server,120007
client,94033
server,119854
client,94348
server,120091
client,94165
server,119872
client,94413
server,119990
client,94267
server,119898
client,94349
server,119327
client,94265
server,119234
client,94096
server,119686
client,93433
server,119118
client,93747
server,119410
client,93288
server,119006
client,93891
server,119601
client,94176
server,120036
client,94632
server,120184
client,94215
server,119879
client,95538
server,121255
client,93949
server,120243
client,95802
server,120779
client,95879
server,120849
client,95501
server,121092
client,94086
server,119391
client,94908
server,120587
client,93810
server,119545
client,93964
server,118902
client,93590
server,118904
client,94499
server,120221
client,94463
server,119410
client,93370
server,119081
client,93499
server,118698
client,94765
server,120486
client,93953
server,118918
client,93034
server,118028
client,103876
server,129814
client,93636
server,119249
client,94347
server,119452
client,93357
server,118968
client,94233
server,119636
client,93671
server,119466
client,94159
server,119123
client,94066
server,119125
client,94044
server,119991
client,94204
server,119864
client,93793
server,118740
client,94181
server,119109
client,94257
server,120001
client,94423
server,120016
client,95095
server,120778
client,94092
server,119696
client,94443
server,120040
client,94049
server,119720
client,94475
server,120063
client,94128
server,119286
client,94195
server,119901
client,93930
server,119589
client,94315
server,119951
client,94356
server,119336
client,94021
server,119670
client,93679
server,119338
server,119808
client,94238
client,94174
server,119831
client,94445
server,120138
client,94148
server,120228
client,94003
server,119738
client,94111
server,119991
client,94279
server,119986
client,94581
server,120269
client,94480
server,120168
server,119657
client,94041
client,94529
server,120203
client,94706
server,120256
server,119361
client,94257
client,94255
server,119175
client,94138
server,119887
client,94334
server,119968
client,94351
server,119961
client,94358
server,119944
client,93996
server,119616
client,95053
server,120671
client,94340
server,119397
client,93261
server,118337
client,94270
server,119988
client,96708
server,121865
server,119254
client,93548
client,93646
server,118567
client,94291
server,120141
client,94841
server,120423
client,94424
server,120481
client,93569
server,119178
client,93918
server,120039
client,94906
server,120470
client,93872
server,119454
client,94012
server,118889
client,94362
server,120071
client,95059
server,120757
client,94531
server,119534
client,94397
server,119936
client,94342
server,120182
client,94233
server,119919
client,93620
server,118660
client,93744
server,119399
client,94476
server,120378
client,94899
server,119822
client,93510
server,118596
client,94047
server,119915
client,95076
server,121040
client,93906
server,119812
client,93989
server,118955
client,94353
server,119983
client,94357
server,119982
server,119664
client,94732
client,94706
server,120321
client,93421
server,119104
client,94396
server,119346
client,94395
server,120099
client,94098
server,119126
client,93570
server,118526
client,93556
server,119199
client,94357
server,120047
client,93221
server,118913
client,93464
server,119035
client,93870
server,119534
client,94834
server,120474
client,94387
server,120023
client,94493
server,119364
client,94452
server,120378
client,94052
server,119691
client,94141
server,119729
client,94252
server,120352
client,94362
server,119464
client,94672
server,120527
client,96503
server,122172
client,94499
server,120321
client,94255
server,119230
client,94657
server,119550
server,119532
client,94576
client,94283
server,119942
client,94068
server,119780
client,94555
server,120219
client,94179
server,120112
client,104714
server,129745
client,94353
server,120228
client,95100
server,120791
client,94146
server,119336
client,93992
server,119505
client,94030
server,118991
client,94717
server,120287
client,94484
server,119523
client,93954
server,119602
client,94344
server,119255
client,94807
server,120464
client,94358
server,120255
client,94230
server,120155
client,94382
server,120073
client,94118
server,119062
client,94048
server,119145
client,93408
server,119148
client,93409
server,121344
client,94491
server,120316
server,120638
client,94895
server,119663
client,94040
client,94338
server,119979
client,94856
server,119826
client,94489
server,120130
client,94154
server,119135
client,94136
server,119805
client,94579
server,120254
client,94517
server,120129
client,93993
server,119574
client,94073
server,119010
client,94922
server,120552
client,94143
server,119839
client,94604
server,119583
client,94379
server,119990
client,94053
server,119732
client,94440
server,119368
server,119989
client,94330
client,94292
server,119922
server,119218
client,93988
client,94109
server,119784
client,93770
server,119611
client,94347
server,119293
client,95078
server,120888
client,94218
server,119270
client,93961
server,118915
client,94196
server,119771
server,120715
client,94996
client,94207
server,119767
client,94489
server,120134
client,93631
server,119271
client,94492
server,120062
client,94680
server,119713
client,95152
server,120594
client,94383
server,119345
client,94583
server,120235
client,94230
server,119985
client,93608
server,118688
client,93570
server,118523
client,95322
server,120905
client,94182
server,119815
client,94357
server,120006
client,94274
server,119904
client,94681
server,120249
client,94583
server,119548
client,94588
server,119629
server,120108
client,94147
client,94542
server,120202
client,94115
server,119911
client,94234
server,120005
client,94724
server,120470
client,94450
server,119489
client,93661
server,119357
server,120447
client,94564
client,94640
server,120211
client,94710
server,120371
client,93594
server,119294
client,93487
server,118441
client,93819
server,119449
client,94144
server,119665
client,94571
server,119599
client,94175
server,119139
client,94978
server,120825
client,94505
server,120096
client,94022
server,119613
client,94282
server,120184
client,94750
server,120644
client,94761
server,120382
client,93828
server,119467
server,119803
client,93815
client,98374
server,124082
client,94966
server,120166
server,119187
client,94160
client,94399
server,120098
client,93966
server,120100
client,94897
server,120623
client,93761
server,119393
client,94867
server,120482
server,121310
client,95313
client,94502
server,119457
client,93780
server,124997
client,95587
server,121458
server,120113
client,94461
client,93902
server,119583
client,94052
server,118937
client,95101
server,120691
client,94467
server,119705
client,94283
server,119888
client,95123
server,121889
client,94459
server,120021
client,94309
server,119637
client,94664
server,120313
server,119295
client,94349
client,94230
server,119739
client,94222
server,119174
client,95024
server,120658
client,94189
server,120508
client,94214
server,119862
server,119663
client,94137
client,94237
server,119926
client,94629
server,119650
client,94255
server,119848
client,93747
server,119642
client,94368
server,119942
server,120251
client,94594
client,94290
server,120044
client,93540
server,119139
client,94306
server,119923
server,119262
client,93625
client,95011
server,120739
client,94137
server,119712
client,94976
server,120661
client,94382
server,120071
client,94063
server,119236
client,94689
server,120318
client,94304
server,119308
client,94268
server,119829
server,119871
client,94203
client,94418
server,119830
client,94272
server,120091
client,94520
server,120144
client,94829
server,120026
client,94514
server,120123
client,94528
server,120171
client,94244
server,120522
client,93879
server,119586
server,120357
client,94640
client,94613
server,119575
client,94173
server,119781
client,94690
server,120313
client,95185
server,120762
client,94231
server,119901
client,93852
server,119586
client,94924
server,119911
client,94545
server,119546
client,93575
server,118482
client,94240
server,119917
client,94784
server,119676
client,95273
server,120901
client,94036
server,119032
client,93400
server,119019
client,94983
server,120897
client,94115
server,119776
client,94095
server,119694
client,94126
server,119761
client,94154
server,120318
client,94348
server,119995
client,93460
server,119213
client,94064
server,119737
client,95455
server,121661
server,120091
client,93853
client,94146
server,119696
