msglen,time
1024,93295
1024,91469
1024,91836
1024,91572
1024,90811
1024,92564
1024,98132
1024,96482
1024,94289
1024,91824
1024,95598
1024,91557
1024,99358
1024,96607
1024,92880
1024,92898
1024,91794
1024,92745
1024,93367
1024,93623
1024,94486
1024,92639
1024,97563
1024,98362
1024,92578
