endpoint,data_size,time
server,1048576,199296
client,1048576,200420
server,1048576,196748
client,1048576,197757
server,1048576,196610
client,1048576,197575
server,1048576,195132
client,1048576,196101
server,1048576,195963
client,1048576,196950
server,1048576,196387
client,1048576,197375
server,1048576,197850
client,1048576,198805
server,1048576,196460
client,1048576,197396
server,1048576,195552
client,1048576,196500
server,1048576,197077
client,1048576,198046
server,1048576,196258
client,1048576,197228
server,1048576,196392
client,1048576,197371
server,1048576,198027
client,1048576,198983
server,1048576,196697
client,1048576,197694
server,1048576,198455
client,1048576,199466
server,1048576,196275
client,1048576,197261
server,1048576,196891
client,1048576,197870
server,1048576,197382
client,1048576,198338
server,1048576,197932
client,1048576,198872
server,1048576,197723
client,1048576,198700
server,1048576,196772
client,1048576,197711
server,1048576,198016
client,1048576,198951
server,1048576,196658
client,1048576,197605
server,1048576,196738
client,1048576,197664
server,1048576,197815
client,1048576,198760
server,1048576,198590
client,1048576,199528
server,1048576,197474
client,1048576,198409
server,1048576,197735
client,1048576,198689
server,1048576,198224
client,1048576,199183
server,1048576,196316
client,1048576,197259
server,1048576,196911
client,1048576,197841
server,1048576,197290
client,1048576,198214
server,1048576,196454
client,1048576,197410
server,1048576,197183
client,1048576,198172
server,1048576,198218
client,1048576,199209
server,1048576,197363
client,1048576,198305
server,1048576,197907
client,1048576,198870
server,1048576,197120
client,1048576,198091
server,1048576,196607
client,1048576,197537
server,1048576,196056
client,1048576,197020
server,1048576,197710
client,1048576,198643
server,1048576,197851
client,1048576,198812
server,1048576,196453
client,1048576,197399
server,1048576,195851
client,1048576,196787
server,1048576,196073
client,1048576,196986
server,1048576,198019
client,1048576,198984
server,1048576,197114
client,1048576,198069
server,1048576,195288
client,1048576,196239
server,1048576,198245
client,1048576,199200
server,1048576,196782
client,1048576,197709
server,1048576,196231
client,1048576,197211
server,1048576,197008
client,1048576,197924
server,1048576,198191
client,1048576,199169
server,1048576,197770
client,1048576,198725
server,1048576,197557
client,1048576,198531
server,1048576,197471
client,1048576,198463
server,1048576,197706
client,1048576,198665
server,1048576,197482
client,1048576,198487
server,1048576,196810
client,1048576,197833
server,1048576,197860
client,1048576,198854
server,1048576,196113
client,1048576,197091
server,1048576,196338
client,1048576,197353
server,1048576,196987
client,1048576,197989
server,1048576,196681
client,1048576,197670
server,1048576,196938
client,1048576,197883
server,1048576,196900
client,1048576,197867
server,1048576,196719
client,1048576,197701
server,1048576,196762
client,1048576,197741
server,1048576,196559
client,1048576,197521
server,1048576,198785
client,1048576,199808
server,1048576,196350
client,1048576,197366
server,1048576,196639
client,1048576,197639
server,1048576,197182
client,1048576,198180
server,1048576,196930
client,1048576,197924
server,1048576,197456
client,1048576,198516
server,1048576,196457
client,1048576,197443
server,1048576,197740
client,1048576,198729
server,1048576,197268
client,1048576,198236
server,1048576,196229
client,1048576,197225
server,1048576,197324
client,1048576,198313
server,1048576,196941
client,1048576,197919
server,1048576,196937
client,1048576,197938
server,1048576,195609
client,1048576,196562
server,1048576,196134
client,1048576,197114
server,1048576,197049
client,1048576,198025
server,1048576,193771
client,1048576,194765
server,1048576,197935
client,1048576,198869
server,1048576,196966
client,1048576,197898
server,1048576,198634
client,1048576,199590
server,1048576,198851
client,1048576,199798
server,1048576,197714
client,1048576,198675
server,1048576,196420
client,1048576,197359
server,1048576,197113
client,1048576,198028
server,1048576,197382
client,1048576,198319
server,1048576,198488
client,1048576,199471
server,1048576,197726
client,1048576,198678
server,1048576,196992
client,1048576,197951
server,1048576,197370
client,1048576,198368
server,1048576,196542
client,1048576,197511
server,1048576,197401
client,1048576,198363
server,1048576,201459
client,1048576,202404
server,1048576,221835
client,1048576,222785
server,1048576,195728
client,1048576,196660
server,1048576,199272
client,1048576,200224
server,1048576,196901
client,1048576,197864
server,1048576,197642
client,1048576,198586
server,1048576,195000
client,1048576,195952
server,1048576,195754
client,1048576,196701
server,1048576,197850
client,1048576,198803
server,1048576,196338
client,1048576,197287
server,1048576,194942
client,1048576,195922
server,1048576,197549
client,1048576,198452
server,1048576,196037
client,1048576,196990
server,1048576,198820
client,1048576,199767
server,1048576,196386
client,1048576,197348
server,1048576,198249
client,1048576,199213
server,1048576,198156
client,1048576,199100
server,1048576,196001
client,1048576,197005
server,1048576,197733
client,1048576,198719
server,1048576,196615
client,1048576,197565
server,1048576,197358
client,1048576,198332
server,1048576,197648
client,1048576,198621
server,1048576,195764
client,1048576,196747
server,1048576,197684
client,1048576,198662
server,1048576,196462
client,1048576,197462
server,1048576,195594
client,1048576,196543
server,1048576,196841
client,1048576,197784
server,1048576,196252
client,1048576,197237
server,1048576,198970
client,1048576,199954
server,1048576,197021
client,1048576,198053
server,1048576,196304
client,1048576,197340
server,1048576,196441
client,1048576,197462
server,1048576,197448
client,1048576,198424
server,1048576,197409
client,1048576,198425
server,1048576,197353
client,1048576,198354
server,1048576,196514
client,1048576,197491
server,1048576,198440
client,1048576,199403
server,1048576,198017
client,1048576,198966
server,1048576,197337
client,1048576,198390
server,1048576,197465
client,1048576,198431
server,1048576,196570
client,1048576,197524
server,1048576,196261
client,1048576,197281
server,1048576,196918
client,1048576,197931
server,1048576,198170
client,1048576,199204
server,1048576,196511
client,1048576,197485
server,1048576,197555
client,1048576,198528
server,1048576,196192
client,1048576,197213
server,1048576,198398
client,1048576,199354
server,1048576,195858
client,1048576,196872
server,1048576,197435
client,1048576,198363
server,1048576,198210
client,1048576,199173
server,1048576,198034
client,1048576,199032
server,1048576,197933
client,1048576,198887
server,1048576,197372
client,1048576,198342
server,1048576,198331
client,1048576,199302
server,1048576,196759
client,1048576,197704
server,1048576,196171
client,1048576,197141
server,1048576,198176
client,1048576,199113
server,1048576,195988
client,1048576,196937
server,1048576,198541
client,1048576,199503
server,1048576,197313
client,1048576,198262
server,1048576,197454
client,1048576,198434
server,1048576,200001
client,1048576,200919
server,1048576,197703
client,1048576,198632
server,1048576,197743
client,1048576,198696
server,1048576,197242
client,1048576,198184
server,1048576,199369
client,1048576,200355
server,1048576,195765
client,1048576,196744
server,1048576,197740
client,1048576,198698
server,1048576,197198
client,1048576,198151
server,1048576,198860
client,1048576,199808
server,1048576,199072
client,1048576,200045
server,1048576,198053
client,1048576,199016
server,1048576,196898
client,1048576,197856
server,1048576,198194
client,1048576,199147
server,1048576,198233
client,1048576,199188
server,1048576,198480
client,1048576,204855
server,1048576,197541
client,1048576,198515
server,1048576,197666
client,1048576,198655
server,1048576,196485
client,1048576,197449
server,1048576,197116
client,1048576,198071
server,1048576,195992
client,1048576,196979
server,1048576,197672
client,1048576,198668
server,1048576,196462
client,1048576,197462
server,1048576,196142
client,1048576,197126
server,1048576,196450
client,1048576,197400
server,1048576,197542
client,1048576,198572
server,1048576,198424
client,1048576,199428
server,1048576,197352
client,1048576,198334
server,1048576,197230
client,1048576,198275
server,1048576,198022
client,1048576,199029
server,1048576,197444
client,1048576,198464
server,1048576,196666
client,1048576,197704
server,1048576,197811
client,1048576,198851
server,1048576,196648
client,1048576,197707
server,1048576,195996
client,1048576,196980
server,1048576,197773
client,1048576,198771
server,1048576,196593
client,1048576,197599
server,1048576,195936
client,1048576,196946
server,1048576,197287
client,1048576,198273
server,1048576,196318
client,1048576,197333
server,1048576,196178
client,1048576,197185
server,1048576,196532
client,1048576,197541
server,1048576,196001
client,1048576,197007
server,1048576,196653
client,1048576,197638
server,1048576,198092
client,1048576,199098
server,1048576,197716
client,1048576,198681
server,1048576,195548
client,1048576,196528
server,1048576,198349
client,1048576,199321
server,1048576,196782
client,1048576,197766
server,1048576,199353
client,1048576,200291
server,1048576,198250
client,1048576,199268
server,1048576,196038
client,1048576,197012
server,1048576,197341
client,1048576,198324
server,1048576,197886
client,1048576,198839
server,1048576,195772
client,1048576,196733
server,1048576,197336
client,1048576,198304
server,1048576,197699
client,1048576,198650
server,1048576,196190
client,1048576,197162
server,1048576,196761
client,1048576,197763
server,1048576,197990
client,1048576,198896
server,1048576,198292
client,1048576,199234
server,1048576,195821
client,1048576,196751
server,1048576,198449
client,1048576,199399
server,1048576,196296
client,1048576,197269
server,1048576,197009
client,1048576,197982
server,1048576,196203
client,1048576,197189
server,1048576,196844
client,1048576,197818
server,1048576,198416
client,1048576,199403
server,1048576,197965
client,1048576,198924
server,1048576,195974
client,1048576,196938
server,1048576,196863
client,1048576,197843
server,1048576,198976
client,1048576,199969
server,1048576,197533
client,1048576,198529
server,1048576,198677
client,1048576,199594
server,1048576,197626
client,1048576,198596
server,1048576,200469
client,1048576,201446
server,1048576,195867
client,1048576,196847
server,1048576,196620
client,1048576,197616
server,1048576,198403
client,1048576,199317
server,1048576,198615
client,1048576,199568
server,1048576,197339
client,1048576,198307
server,1048576,195385
client,1048576,196355
server,1048576,198133
client,1048576,199089
server,1048576,196406
client,1048576,197398
server,1048576,196544
client,1048576,197564
server,1048576,198086
client,1048576,199113
server,1048576,197696
client,1048576,198735
server,1048576,197843
client,1048576,198832
server,1048576,197347
client,1048576,198341
server,1048576,196476
client,1048576,197523
server,1048576,196279
client,1048576,197346
server,1048576,198575
client,1048576,199547
server,1048576,198391
client,1048576,199352
server,1048576,196951
client,1048576,197927
server,1048576,197382
client,1048576,198373
server,1048576,196754
client,1048576,197780
server,1048576,197284
client,1048576,198289
server,1048576,196064
client,1048576,197081
server,1048576,197395
client,1048576,198400
server,1048576,198174
client,1048576,199218
server,1048576,197980
client,1048576,198956
server,1048576,200641
client,1048576,201576
server,1048576,197897
client,1048576,198888
server,1048576,197496
client,1048576,198466
server,1048576,197836
client,1048576,198810
server,1048576,197062
client,1048576,198044
server,1048576,196121
client,1048576,197179
server,1048576,196265
client,1048576,197240
server,1048576,196677
client,1048576,197682
server,1048576,196852
client,1048576,197834
server,1048576,196740
client,1048576,197721
server,1048576,196843
client,1048576,197831
server,1048576,197185
client,1048576,198146
server,1048576,196021
client,1048576,197024
server,1048576,197176
client,1048576,198151
server,1048576,198188
client,1048576,199168
server,1048576,196610
client,1048576,197576
server,1048576,196807
client,1048576,197778
server,1048576,196165
