endpoint,input_size,enc_cycles,enc_usec,dec_cycles,dec_usec
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,7779,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,18151,6
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,3,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,3,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,18151,6
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,7779,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,15558,5,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,7779,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,7779,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,7779,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,4,0,0
server,128,0,0,12965,4
client,128,15558,5,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,7779,4,0,0
server,128,0,0,12965,4
client,128,10372,4,0,0
server,128,0,0,10372,4
client,128,10372,4,0,0
server,128,0,0,10372,5
client,128,10372,3,0,0
server,128,0,0,10372,5
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,10372,5
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,10372,3,0,0
server,128,0,0,12965,4
client,128,18151,6,0,0
server,128,0,0,15558,5
client,128,12965,5,20744,7
server,128,12965,4,20744,6
client,128,10372,4,12965,4
server,128,12965,4,12965,5
client,128,12965,4,12965,5
server,128,10372,3,12965,5
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,3,10372,5
server,128,10372,3,10372,5
client,128,10372,3,10372,4
server,128,10372,4,12965,5
client,128,38895,5,10372,5
server,128,10372,4,12965,4
client,128,10372,4,10372,5
server,128,10372,3,10372,4
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,4,10372,4
server,128,10372,4,10372,4
client,128,10372,4,12965,4
server,128,10372,4,10372,5
client,128,10372,4,10372,4
server,128,10372,4,10372,5
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,10372,3,10372,4
server,128,10372,4,12965,4
client,128,10372,4,12965,4
server,128,12965,4,10372,5
client,128,12965,5,18151,6
server,128,15558,6,25930,9
client,128,12965,4,12965,5
server,128,12965,4,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,5
client,128,10372,3,12965,4
server,128,10372,3,12965,4
client,128,10372,4,10372,4
server,128,12965,4,10372,5
client,128,10372,4,0,0
server,128,0,0,0,0
client,128,0,0,0,0
server,128,0,0,0,0
client,128,0,0,0,0
server,128,10372,3,10372,5
client,128,10372,4,10372,5
server,128,10372,3,10372,5
client,128,10372,4,10372,5
server,128,7779,4,12965,4
client,128,10372,4,12965,4
server,128,10372,4,18151,6
client,128,15558,6,28523,10
server,128,15558,6,23337,10
client,128,18151,6,25930,9
server,128,18151,7,25930,9
client,128,12965,5,23337,8
server,128,10372,4,15558,7
client,128,10372,4,15558,5
server,128,10372,4,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,10372,3,12965,4
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,3,12965,4
client,128,10372,4,10372,4
server,128,10372,3,15558,6
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,7779,4,12965,4
server,128,12965,4,10372,4
client,128,10372,4,10372,4
server,128,10372,3,10372,4
client,128,10372,3,10372,4
server,128,12965,4,10372,5
client,128,10372,4,10372,4
server,128,64825,25,12965,4
client,128,7779,4,12965,4
server,128,7779,4,12965,4
client,128,10372,4,10372,4
server,128,10372,4,10372,4
client,128,10372,4,10372,5
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,3,12965,4
client,128,10372,4,12965,4
server,128,7779,4,10372,4
client,128,10372,3,12965,4
server,128,12965,4,10372,4
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,4,10372,5
server,128,10372,3,10372,4
client,128,10372,4,10372,5
server,128,7779,4,12965,4
client,128,10372,4,10372,4
server,128,10372,3,18151,6
client,128,10372,4,10372,4
server,128,7779,4,10372,4
client,128,10372,4,12965,4
server,128,12965,4,10372,4
client,128,10372,4,10372,5
server,128,7779,4,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,10372,4,0,0
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,3,10372,4
client,128,7779,4,12965,4
server,128,10372,3,12965,4
client,128,10372,3,12965,4
server,128,10372,4,10372,4
client,128,10372,3,10372,4
server,128,7779,4,12965,4
client,128,10372,3,12965,4
server,128,10372,4,15558,5
client,128,10372,4,12965,4
server,128,10372,3,12965,4
client,128,10372,4,12965,4
server,128,10372,4,212626,82
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,3,12965,4
client,128,62232,24,12965,4
server,128,10372,4,10372,5
client,128,10372,3,12965,4
server,128,10372,4,10372,5
client,128,10372,4,0,0
server,128,10372,4,10372,4
client,128,10372,3,12965,5
server,128,10372,4,12965,4
client,128,360427,139,10372,4
server,128,10372,4,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,10372,3,10372,5
server,128,10372,4,18151,6
client,128,10372,4,18151,6
server,128,10372,4,12965,4
client,128,15558,4,18151,6
server,128,12965,4,12965,5
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,10372,3,15558,5
server,128,10372,4,12965,4
client,128,10372,4,10372,5
server,128,10372,4,10372,4
client,128,10372,4,10372,5
server,128,10372,4,10372,4
client,128,7779,4,10372,5
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,3,10372,4
client,128,12965,5,10372,4
server,128,10372,4,10372,4
client,128,10372,4,10372,5
server,128,10372,3,12965,4
client,128,10372,4,10372,4
server,128,0,0,12965,4
client,128,10372,3,10372,5
server,128,10372,4,10372,4
client,128,10372,3,12965,4
server,128,12965,4,12965,4
client,128,10372,4,12965,4
server,128,12965,4,12965,4
client,128,10372,4,10372,4
server,128,7779,4,10372,4
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,4,10372,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,10372,4,10372,5
server,128,10372,4,10372,4
client,128,10372,4,12965,4
server,128,7779,4,10372,4
client,128,222998,86,10372,4
server,128,10372,3,10372,4
client,128,10372,4,10372,4
server,128,10372,3,10372,5
client,128,10372,3,10372,4
server,128,12965,4,12965,4
client,128,10372,4,10372,5
server,128,10372,4,10372,5
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,15558,6,12965,5
server,128,10372,3,10372,4
client,128,10372,3,12965,4
server,128,10372,4,10372,4
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,3,12965,4
server,128,10372,3,12965,4
client,128,10372,4,12965,4
server,128,36302,4,10372,4
client,128,10372,4,10372,4
server,128,10372,3,10372,4
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,7779,4,10372,4
client,128,36302,14,12965,4
server,128,10372,4,10372,4
client,128,10372,3,10372,4
server,128,10372,3,10372,4
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,4,10372,4
client,128,7779,4,5186,2
server,128,10372,4,38895,15
client,128,10372,4,10372,5
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,7779,4,10372,4
client,128,10372,4,12965,4
server,128,10372,4,0,0
client,128,10372,5,23337,8
server,128,12965,5,18151,6
client,128,12965,4,18151,6
server,128,12965,4,12965,6
client,128,10372,4,15558,5
server,128,10372,4,10372,5
client,128,10372,4,12965,5
server,128,10372,4,12965,4
client,128,12965,4,10372,5
server,128,10372,4,10372,5
client,128,10372,4,10372,4
server,128,12965,4,10372,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,10372,3,10372,5
server,128,10372,4,12965,4
client,128,10372,3,12965,4
server,128,10372,4,10372,5
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,4,10372,4
server,128,10372,4,10372,4
client,128,10372,3,10372,4
server,128,10372,4,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,7779,4,12965,4
server,128,12965,4,381171,149
client,128,10372,4,10372,4
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,4,10372,4
client,128,10372,4,12965,4
server,128,10372,3,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,3,10372,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,10372,4,12965,4
server,128,10372,4,10372,5
client,128,10372,4,12965,4
server,128,12965,4,12965,4
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,3,12965,4
server,128,10372,3,10372,5
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,4,10372,5
client,128,10372,4,12965,4
server,128,12965,4,12965,4
client,128,12965,4,12965,5
server,128,10372,3,12965,4
client,128,10372,3,10372,5
server,128,10372,4,12965,4
client,128,12965,4,12965,4
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,3,10372,5
client,128,10372,4,12965,5
server,128,10372,4,18151,7
client,128,18151,5,20744,7
server,128,12965,4,15558,5
client,128,10372,3,12965,5
server,128,10372,3,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,4,18151,6
client,128,10372,4,12965,4
server,128,10372,4,10372,5
client,128,10372,4,18151,6
server,128,10372,4,18151,6
client,128,72604,28,12965,4
server,128,10372,3,12965,4
client,128,12965,4,18151,7
server,128,15558,6,20744,7
client,128,10372,4,15558,6
server,128,7779,4,12965,4
client,128,10372,4,10372,5
server,128,10372,4,10372,4
client,128,10372,4,12965,4
server,128,7779,4,10372,4
client,128,10372,3,12965,4
server,128,7779,4,10372,4
client,128,10372,4,10372,5
server,128,10372,3,12965,4
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,4,12965,4
server,128,12965,4,10372,4
client,128,10372,3,10372,4
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,4,12965,4
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,10372,3,12965,4
server,128,12965,4,10372,5
client,128,44081,17,10372,5
server,128,12965,4,10372,4
client,128,10372,3,10372,4
server,128,10372,3,10372,4
client,128,10372,4,15558,5
server,128,10372,4,12965,4
client,128,10372,3,10372,4
server,128,12965,4,12965,4
client,128,12965,4,12965,4
server,128,10372,3,10372,4
client,128,10372,4,12965,4
server,128,12965,4,18151,6
client,128,12965,4,12965,5
server,128,12965,4,12965,5
client,128,12965,4,12965,5
server,128,10372,4,12965,5
client,128,12965,4,12965,4
server,128,38895,15,12965,4
client,128,10372,4,12965,6
server,128,12965,4,15558,5
client,128,10372,4,10372,5
server,128,10372,4,12965,5
client,128,10372,3,12965,4
server,128,10372,3,12965,4
client,128,10372,4,10372,5
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,4,12965,5
client,128,10372,3,12965,5
server,128,10372,3,10372,4
client,128,10372,4,10372,4
server,128,10372,4,12965,4
client,128,10372,3,10372,4
server,128,10372,4,10372,4
client,128,10372,3,12965,4
server,128,10372,3,10372,4
client,128,10372,4,10372,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,12965,4,10372,4
client,128,10372,4,10372,4
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,4,12965,4
client,128,12965,4,15558,5
server,128,10372,4,12965,5
client,128,10372,4,18151,6
server,128,12965,4,15558,6
client,128,10372,4,12965,5
server,128,10372,3,10372,5
client,128,10372,4,10372,5
server,128,10372,3,10372,4
client,128,12965,4,12965,4
server,128,10372,4,12965,4
client,128,10372,3,10372,5
server,128,10372,3,12965,4
client,128,10372,4,10372,4
server,128,10372,4,12965,5
client,128,12965,4,12965,4
server,128,12965,4,12965,5
client,128,10372,3,12965,5
server,128,10372,4,12965,5
client,128,10372,3,12965,5
server,128,10372,4,12965,4
client,128,12965,4,10372,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,12965,5,15558,5
client,128,12965,4,15558,6
server,128,12965,4,12965,5
client,128,10372,4,12965,4
server,128,10372,4,10372,5
client,128,12965,4,12965,4
server,128,12965,4,12965,5
client,128,10372,4,15558,5
server,128,12965,4,12965,5
client,128,10372,4,10372,5
server,128,12965,4,12965,4
client,128,10372,4,10372,4
server,128,10372,4,10372,5
client,128,10372,3,10372,4
server,128,10372,3,12965,4
client,128,10372,4,10372,4
server,128,15558,6,15558,6
client,128,10372,3,10372,4
server,128,10372,4,10372,4
client,128,10372,3,10372,4
server,128,10372,4,12965,4
client,128,10372,4,10372,5
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,4,10372,4
client,128,10372,3,12965,4
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,3,12965,4
client,128,10372,4,10372,5
server,128,15558,5,12965,4
client,128,10372,3,12965,4
server,128,10372,4,10372,4
client,128,12965,4,10372,4
server,128,10372,4,12965,4
client,128,10372,3,10372,5
server,128,10372,3,12965,4
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,3,10372,4
client,128,10372,4,12965,4
server,128,12965,4,10372,4
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,3,10372,4
server,128,10372,3,10372,5
client,128,10372,4,12965,4
server,128,10372,3,12965,5
client,128,10372,4,10372,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,12965,4,10372,5
client,128,10372,4,12965,4
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,12965,4,10372,4
client,128,10372,3,12965,4
server,128,10372,4,10372,4
client,128,10372,4,12965,4
server,128,15558,6,44081,17
client,128,10372,3,12965,5
server,128,10372,3,12965,4
client,128,10372,3,10372,5
server,128,10372,3,10372,4
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,5
server,128,10372,4,10372,5
client,128,10372,3,12965,4
server,128,10372,3,10372,4
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,3,12965,4
server,128,10372,4,10372,5
client,128,10372,4,12965,4
server,128,10372,3,12965,4
client,128,10372,4,10372,4
server,128,10372,4,10372,5
client,128,18151,6,23337,8
server,128,10372,4,12965,5
client,128,15558,6,12965,4
server,128,10372,3,41488,16
client,128,12965,4,15558,5
server,128,12965,4,12965,4
client,128,10372,3,10372,4
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,3,12965,4
client,128,10372,3,12965,4
server,128,10372,3,12965,4
client,128,10372,3,10372,4
server,128,10372,4,10372,4
client,128,7779,4,10372,5
server,128,10372,4,12965,4
client,128,10372,4,12965,4
server,128,36302,14,12965,4
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,3,12965,4
server,128,12965,4,12965,4
client,128,10372,3,10372,4
server,128,10372,4,12965,4
client,128,10372,3,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,3,10372,5
client,128,10372,3,12965,4
server,128,10372,4,10372,5
client,128,12965,4,12965,5
server,128,10372,4,12965,5
client,128,12965,4,10372,5
server,128,12965,4,23337,8
client,128,10372,4,12965,6
server,128,10372,4,12965,5
client,128,12965,4,12965,5
server,128,12965,4,12965,5
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,4,12965,4
client,128,10372,3,12965,4
server,128,10372,3,10372,4
client,128,10372,4,15558,5
server,128,10372,4,12965,4
client,128,10372,4,10372,5
server,128,10372,4,10372,5
client,128,10372,3,12965,4
server,128,10372,4,10372,4
client,128,10372,4,12965,4
server,128,10372,3,12965,4
client,128,10372,4,10372,5
server,128,10372,4,12965,4
client,128,7779,3,10372,5
server,128,10372,4,10372,4
client,128,10372,3,10372,4
server,128,10372,3,12965,4
client,128,10372,4,12965,4
server,128,10372,4,10372,5
client,128,10372,4,12965,4
server,128,10372,4,12965,4
client,128,10372,4,10372,5
server,128,10372,3,12965,4
client,128,10372,4,10372,5
server,128,36302,14,12965,4
client,128,10372,3,10372,4
server,128,10372,3,12965,4
client,128,10372,4,10372,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,10372,4,10372,5
client,128,10372,4,10372,4
server,128,10372,4,10372,5
client,128,10372,4,12965,4
server,128,10372,3,12965,4
client,128,10372,4,10372,4
server,128,10372,3,10372,4
client,128,10372,4,10372,4
server,128,10372,4,12965,4
client,128,10372,4,12965,4
server,128,10372,3,10372,4
client,128,10372,4,10372,4
server,128,10372,4,12965,4
client,128,10372,4,10372,4
server,128,12965,4,12965,4
client,128,10372,3,41488,16
server,128,10372,4,10372,5
client,128,10372,3,12965,4
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,12965,4,12965,5
client,128,10372,4,12965,5
server,128,20744,8,10372,5
client,128,10372,4,10372,5
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,3,10372,5
client,128,10372,4,10372,5
server,128,10372,4,12965,5
client,128,10372,3,12965,4
server,128,10372,4,10372,4
client,128,10372,4,10372,5
server,128,10372,3,10372,5
client,128,12965,4,10372,5
server,128,10372,3,12965,4
client,128,10372,4,10372,5
server,128,10372,3,12965,4
client,128,10372,3,10372,4
server,128,10372,4,10372,5
client,128,7779,4,10372,4
server,128,10372,3,10372,4
client,128,10372,3,10372,4
server,128,10372,4,12965,4
client,128,10372,3,12965,4
server,128,10372,4,10372,5
client,128,10372,4,10372,4
server,128,10372,3,12965,4
client,128,12965,4,10372,5
server,128,10372,4,10372,4
client,128,10372,4,10372,4
server,128,10372,4,10372,4
client,128,10372,3,10372,4
server,128,10372,3,10372,4
client,128,12965,4,10372,4
server,128,10372,4,10372,4
client,128,10372,3,12965,4
server,128,10372,4,10372,5
client,128,10372,4,10372,4
server,128,10372,3,12965,4
client,128,10372,3,10372,4
server,128,10372,3,12965,4
client,128,7779,4,10372,5
server,128,10372,3,10372,5
client,128,10372,4,10372,5
server,128,12965,4,10372,4
client,128,10372,3,10372,5
server,128,10372,4,10372,4
client,256,15558,5,15558,7
server,256,15558,5,18151,6
client,256,15558,5,15558,6
server,256,12965,6,18151,6
client,256,18151,6,15558,6
server,256,15558,6,15558,6
client,256,12965,6,15558,6
server,256,12965,5,15558,6
client,256,15558,6,15558,6
server,256,15558,6,15558,6
client,256,12965,6,18151,6
server,256,15558,5,15558,6
client,256,15558,6,15558,6
server,256,15558,6,15558,6
client,256,15558,5,15558,7
server,256,15558,6,18151,6
client,256,15558,5,15558,6
server,256,15558,6,18151,6
client,256,15558,6,15558,7
server,256,12965,6,15558,6
client,256,15558,6,15558,6
server,256,15558,5,15558,6
client,256,15558,5,15558,6
server,256,15558,5,15558,6
client,256,12965,6,15558,6
server,256,15558,6,15558,6
client,256,15558,5,15558,6
server,256,15558,5,18151,6
client,256,15558,5,15558,7
server,256,15558,6,15558,6
client,256,15558,5,15558,6
server,256,46674,17,18151,7
client,256,18151,6,44081,17
server,256,15558,6,15558,6
client,256,15558,6,18151,6
server,256,15558,5,15558,6
client,256,15558,6,15558,7
server,256,15558,5,18151,6
client,256,15558,6,15558,6
server,256,18151,6,15558,6
client,256,15558,5,15558,6
server,256,15558,5,15558,6
client,256,15558,5,18151,6
server,256,15558,5,15558,6
client,256,12965,6,18151,6
server,256,15558,5,15558,6
client,256,15558,6,15558,6
server,256,15558,5,18151,6
client,256,15558,6,15558,6
server,256,15558,5,15558,6
client,256,15558,5,18151,6
server,256,44081,16,18151,6
client,256,15558,6,15558,7
server,256,15558,6,15558,6
client,256,15558,5,15558,6
server,256,15558,5,15558,6
client,256,15558,6,15558,6
server,256,15558,5,18151,6
client,256,12965,6,18151,6
server,256,12965,6,18151,6
client,256,15558,6,15558,6
server,256,15558,6,15558,6
client,256,15558,5,15558,6
server,256,15558,5,18151,6
client,256,15558,6,15558,6
server,256,15558,5,15558,7
client,256,15558,6,18151,6
server,256,15558,6,15558,7
client,256,15558,6,15558,6
server,256,15558,6,18151,6
client,256,12965,6,18151,6
server,256,15558,5,15558,6
client,256,15558,6,18151,6
server,256,15558,6,15558,7
client,256,15558,6,18151,6
server,256,15558,6,15558,6
client,256,15558,5,15558,6
server,256,15558,5,15558,6
client,256,15558,5,18151,6
server,256,15558,5,15558,6
client,256,15558,5,15558,6
server,256,12965,6,41488,17
client,256,15558,5,15558,6
server,256,15558,6,18151,6
client,256,15558,5,15558,6
server,256,15558,6,15558,6
client,256,15558,5,15558,6
server,256,15558,6,18151,6
client,256,15558,6,15558,6
server,256,15558,5,15558,6
client,256,15558,6,15558,6
server,256,15558,5,18151,6
client,256,15558,6,15558,6
server,256,15558,6,15558,6
client,256,15558,6,15558,6
server,256,15558,6,18151,6
client,256,15558,5,15558,7
server,256,15558,5,15558,6
client,256,15558,5,15558,6
server,256,18151,6,18151,6
client,256,15558,5,15558,6
server,256,15558,6,18151,6
client,256,15558,6,15558,6
server,256,15558,5,15558,6
client,256,15558,5,15558,7
server,256,15558,5,15558,6
client,256,15558,6,15558,6
server,256,15558,6,18151,6
client,256,15558,6,15558,6
server,256,15558,6,15558,6
client,256,15558,6,15558,6
server,256,15558,6,15558,6
client,256,15558,6,15558,6
server,256,15558,5,15558,6
client,256,15558,5,15558,6
server,256,15558,5,18151,6
client,256,15558,6,15558,6
server,256,12965,6,18151,6
client,256,15558,6,15558,6
server,256,15558,6,15558,6
client,256,15558,6,15558,6
server,256,15558,6,15558,6
client,256,15558,6,18151,6
server,256,15558,6,18151,6
client,256,15558,6,18151,6
server,256,15558,5,15558,6
client,256,15558,6,15558,6
server,256,15558,5,15558,7
client,256,46674,18,15558,6
server,256,15558,5,15558,7
client,256,15558,6,18151,6
server,256,12965,6,15558,7
client,256,15558,6,18151,6
server,256,15558,6,20744,9
client,256,15558,6,15558,6
server,256,15558,5,15558,7
client,256,15558,6,18151,7
server,256,18151,6,18151,6
client,256,15558,6,18151,6
server,256,15558,6,18151,6
client,256,15558,6,18151,6
server,256,15558,6,15558,6
client,256,15558,6,15558,6
server,256,15558,6,18151,6
client,256,15558,6,15558,7
server,256,15558,5,15558,6
client,256,15558,6,15558,7
server,256,15558,5,15558,6
client,256,15558,6,15558,6
server,256,15558,5,18151,6
client,256,18151,6,15558,6
server,256,12965,6,15558,6
client,256,15558,5,15558,6
server,256,15558,5,15558,6
client,256,15558,6,15558,6
server,256,15558,6,15558,7
client,256,15558,5,15558,6
server,256,15558,5,15558,6
client,256,15558,6,15558,6
server,256,15558,6,15558,7
client,256,15558,6,15558,6
server,256,15558,5,15558,6
client,256,15558,5,15558,6
server,256,15558,6,15558,6
client,256,12965,6,15558,7
server,256,15558,6,18151,6
client,256,15558,5,15558,6
server,256,15558,6,15558,6
client,256,12965,6,18151,6
server,256,41488,16,15558,6
client,256,15558,6,15558,6
server,256,12965,6,15558,6
client,256,15558,5,15558,6
server,256,15558,5,18151,6
client,256,15558,6,15558,6
server,256,15558,5,41488,16
client,256,12965,6,18151,6
server,256,12965,6,15558,6
client,256,15558,5,15558,6
server,256,15558,5,15558,6
client,256,12965,6,18151,6
server,256,12965,6,15558,6
client,256,15558,6,15558,6
server,256,15558,6,15558,6
client,256,12965,6,18151,6
server,256,12965,6,15558,6
client,256,12965,6,15558,6
server,256,15558,6,15558,6
client,256,15558,6,15558,6
server,256,15558,5,15558,6
client,256,15558,6,15558,6
server,256,15558,6,15558,6
client,256,15558,5,18151,6
server,256,15558,6,18151,6
client,256,15558,6,15558,7
server,256,18151,6,15558,6
client,256,15558,5,18151,6
server,256,18151,6,15558,6
client,256,15558,6,15558,7
server,256,12965,6,15558,6
client,256,15558,6,18151,6
