endpoint,operation,input_size,cycles
server,decrypt,4144,152987
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,155580
server,decrypt,4144,163359
server,encrypt,4144,155580
client,decrypt,4144,186696
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,176324
server,encrypt,4144,142615
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,178917
client,decrypt,4144,158173
client,encrypt,4144,155580
server,decrypt,4144,155580
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,176324
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,155580
server,encrypt,4144,152987
client,decrypt,4144,155580
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,230777
client,decrypt,4144,230777
client,encrypt,4144,235963
server,decrypt,4144,230777
server,encrypt,4144,147801
client,decrypt,4144,150394
client,encrypt,4144,145208
server,decrypt,4144,150394
server,encrypt,4144,233370
client,decrypt,4144,235963
client,encrypt,4144,238556
server,decrypt,4144,246335
server,encrypt,4144,233370
client,decrypt,4144,241149
client,encrypt,4144,228184
server,decrypt,4144,230777
server,encrypt,4144,228184
client,decrypt,4144,228184
client,encrypt,4144,220405
server,decrypt,4144,225591
server,encrypt,4144,222998
client,decrypt,4144,228184
client,encrypt,4144,220405
server,decrypt,4144,64825
server,encrypt,4144,0
client,decrypt,4144,0
client,encrypt,4144,0
server,decrypt,4144,0
server,encrypt,4144,233370
client,decrypt,4144,246335
client,encrypt,4144,235963
server,decrypt,4144,305974
server,encrypt,4144,225591
client,decrypt,4144,228184
client,encrypt,4144,147801
server,decrypt,4144,158173
server,encrypt,4144,155580
client,decrypt,4144,150394
client,encrypt,4144,147801
server,decrypt,4144,394136
server,encrypt,4144,145208
client,decrypt,4144,150394
client,encrypt,4144,801237
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,178917
client,encrypt,4144,145208
server,decrypt,4144,178917
server,encrypt,4144,152987
client,decrypt,4144,238556
client,encrypt,4144,150394
server,decrypt,4144,155580
server,encrypt,4144,150394
client,decrypt,4144,152987
client,encrypt,4144,194475
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,386357
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,155580
server,encrypt,4144,155580
client,decrypt,4144,212626
client,encrypt,4144,173731
server,decrypt,4144,508228
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,152987
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,173731
client,decrypt,4144,145208
client,encrypt,4144,173731
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,500449
client,encrypt,4144,155580
server,decrypt,4144,155580
server,encrypt,4144,152987
client,decrypt,4144,155580
client,encrypt,4144,147801
server,decrypt,4144,147801
server,encrypt,4144,212626
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,401915
client,decrypt,4144,158173
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,147801
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,150394
server,encrypt,4144,145208
client,decrypt,4144,152987
client,encrypt,4144,150394
server,decrypt,4144,152987
server,encrypt,4144,150394
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,173731
client,decrypt,4144,160766
client,encrypt,4144,155580
server,decrypt,4144,191882
server,encrypt,4144,215219
client,decrypt,4144,230777
client,encrypt,4144,176324
server,decrypt,4144,150394
server,encrypt,4144,150394
client,decrypt,4144,181510
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,225591
client,decrypt,4144,230777
client,encrypt,4144,150394
server,decrypt,4144,150394
server,encrypt,4144,147801
client,decrypt,4144,152987
client,encrypt,4144,145208
server,decrypt,4144,152987
server,encrypt,4144,147801
client,decrypt,4144,147801
client,encrypt,4144,142615
server,decrypt,4144,147801
server,encrypt,4144,158173
client,decrypt,4144,158173
client,encrypt,4144,152987
server,decrypt,4144,155580
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,178917
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,147801
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,173731
server,decrypt,4144,145208
server,encrypt,4144,155580
client,decrypt,4144,189289
client,encrypt,4144,199661
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,176324
client,decrypt,4144,171138
client,encrypt,4144,145208
server,decrypt,4144,222998
server,encrypt,4144,220405
client,decrypt,4144,383764
client,encrypt,4144,147801
server,decrypt,4144,147801
server,encrypt,4144,147801
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,155580
client,decrypt,4144,155580
client,encrypt,4144,155580
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,191882
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,147801
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,147801
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,178917
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,233370
client,encrypt,4144,152987
server,decrypt,4144,158173
server,encrypt,4144,204847
client,decrypt,4144,225591
client,encrypt,4144,147801
server,decrypt,4144,150394
server,encrypt,4144,145208
client,decrypt,4144,150394
client,encrypt,4144,0
server,decrypt,4144,0
server,encrypt,4144,0
client,decrypt,4144,0
client,encrypt,4144,0
server,decrypt,4144,0
server,encrypt,4144,0
client,decrypt,4144,0
client,encrypt,4144,0
server,decrypt,4144,0
server,encrypt,4144,0
client,decrypt,4144,150394
client,encrypt,4144,228184
server,decrypt,4144,207440
server,encrypt,4144,246335
client,decrypt,4144,207440
client,encrypt,4144,197068
server,decrypt,4144,204847
server,encrypt,4144,202254
client,decrypt,4144,347462
client,encrypt,4144,243742
server,decrypt,4144,308567
server,encrypt,4144,145208
client,decrypt,4144,150394
client,encrypt,4144,433031
server,decrypt,4144,147801
server,encrypt,4144,536751
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,233370
client,decrypt,4144,147801
client,encrypt,4144,142615
server,decrypt,4144,147801
server,encrypt,4144,176324
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,259300
client,encrypt,4144,152987
server,decrypt,4144,155580
server,encrypt,4144,145208
client,decrypt,4144,204847
client,encrypt,4144,147801
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,298195
client,decrypt,4144,155580
client,encrypt,4144,155580
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,147801
server,decrypt,4144,230777
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,145208
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,155580
client,decrypt,4144,145208
client,encrypt,4144,147801
server,decrypt,4144,147801
server,encrypt,4144,0
client,decrypt,4144,0
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,147801
server,decrypt,4144,147801
server,encrypt,4144,150394
client,decrypt,4144,212626
client,encrypt,4144,204847
server,decrypt,4144,326718
server,encrypt,4144,147801
client,decrypt,4144,150394
client,encrypt,4144,145208
server,decrypt,4144,150394
server,encrypt,4144,147801
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,147801
client,decrypt,4144,163359
client,encrypt,4144,155580
server,decrypt,4144,160766
server,encrypt,4144,147801
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,150394
client,decrypt,4144,147801
client,encrypt,4144,0
server,decrypt,4144,147801
server,encrypt,4144,217812
client,decrypt,4144,152987
client,encrypt,4144,145208
server,decrypt,4144,155580
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,147801
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,155580
client,decrypt,4144,220405
client,encrypt,4144,155580
server,decrypt,4144,202254
server,encrypt,4144,145208
client,decrypt,4144,147801
client,encrypt,4144,145208
server,decrypt,4144,145208
server,encrypt,4144,147801
client,decrypt,4144,145208
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,287823
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,287823
client,decrypt,8240,285230
client,encrypt,8240,303381
server,decrypt,8240,303381
server,encrypt,8240,285230
client,decrypt,8240,285230
client,encrypt,8240,285230
server,decrypt,8240,368206
server,encrypt,8240,285230
client,decrypt,8240,518600
client,encrypt,8240,285230
server,decrypt,8240,285230
server,encrypt,8240,285230
client,decrypt,8240,331904
client,encrypt,8240,285230
server,decrypt,8240,645657
server,encrypt,8240,324125
client,decrypt,8240,285230
client,encrypt,8240,313753
server,decrypt,8240,321532
server,encrypt,8240,303381
client,decrypt,8240,352648
client,encrypt,8240,329311
server,decrypt,8240,329311
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,427845
server,encrypt,8240,329311
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,285230
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,375985
client,decrypt,8240,49267
client,encrypt,8240,324125
server,decrypt,8240,290416
server,encrypt,8240,285230
client,decrypt,8240,290416
client,encrypt,8240,285230
server,decrypt,8240,295602
server,encrypt,8240,287823
client,decrypt,8240,876434
client,encrypt,8240,430438
server,decrypt,8240,290416
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,326718
server,encrypt,8240,541937
client,decrypt,8240,510821
client,encrypt,8240,471926
server,decrypt,8240,560088
server,encrypt,8240,318939
client,decrypt,8240,293009
client,encrypt,8240,0
server,decrypt,8240,583425
server,encrypt,8240,305974
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,287823
client,decrypt,8240,1011270
client,encrypt,8240,375985
server,decrypt,8240,821981
server,encrypt,8240,342276
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,287823
client,decrypt,8240,318939
client,encrypt,8240,282637
server,decrypt,8240,287823
server,encrypt,8240,443403
client,decrypt,8240,305974
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,285230
client,encrypt,8240,285230
server,decrypt,8240,518600
server,encrypt,8240,285230
client,decrypt,8240,318939
client,encrypt,8240,295602
server,decrypt,8240,342276
server,encrypt,8240,516007
client,decrypt,8240,287823
client,encrypt,8240,282637
server,decrypt,8240,285230
server,encrypt,8240,762342
client,decrypt,8240,305974
client,encrypt,8240,331904
server,decrypt,8240,290416
server,encrypt,8240,536751
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,521193
server,encrypt,8240,285230
client,decrypt,8240,308567
client,encrypt,8240,285230
server,decrypt,8240,290416
server,encrypt,8240,287823
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,293009
server,encrypt,8240,298195
client,decrypt,8240,290416
client,encrypt,8240,285230
server,decrypt,8240,427845
server,encrypt,8240,866062
client,decrypt,8240,448589
client,encrypt,8240,285230
server,decrypt,8240,456368
server,encrypt,8240,508228
client,decrypt,8240,295602
client,encrypt,8240,287823
server,decrypt,8240,293009
server,encrypt,8240,287823
client,decrypt,8240,360427
client,encrypt,8240,461554
server,decrypt,8240,834946
server,encrypt,8240,469333
client,decrypt,8240,484891
client,encrypt,8240,433031
server,decrypt,8240,293009
server,encrypt,8240,287823
client,decrypt,8240,445996
client,encrypt,8240,433031
server,decrypt,8240,293009
server,encrypt,8240,285230
client,decrypt,8240,438217
client,encrypt,8240,433031
server,decrypt,8240,293009
server,encrypt,8240,287823
client,decrypt,8240,438217
client,encrypt,8240,461554
server,decrypt,8240,305974
server,encrypt,8240,321532
client,decrypt,8240,842725
client,encrypt,8240,433031
server,decrypt,8240,917922
server,encrypt,8240,308567
client,decrypt,8240,417473
client,encrypt,8240,355241
server,decrypt,8240,536751
server,encrypt,8240,285230
client,decrypt,8240,290416
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,305974
client,decrypt,8240,308567
client,encrypt,8240,303381
server,decrypt,8240,290416
server,encrypt,8240,580832
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,1223896
server,encrypt,8240,285230
client,decrypt,8240,290416
client,encrypt,8240,287823
server,decrypt,8240,609355
server,encrypt,8240,562681
client,decrypt,8240,293009
client,encrypt,8240,285230
server,decrypt,8240,293009
server,encrypt,8240,321532
client,decrypt,8240,293009
client,encrypt,8240,500449
server,decrypt,8240,318939
server,encrypt,8240,0
client,decrypt,8240,0
client,encrypt,8240,0
server,decrypt,8240,0
server,encrypt,8240,0
client,decrypt,8240,0
client,encrypt,8240,0
server,decrypt,8240,290416
server,encrypt,8240,285230
client,decrypt,8240,0
client,encrypt,8240,0
server,decrypt,8240,285230
server,encrypt,8240,298195
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,337090
server,encrypt,8240,285230
client,decrypt,8240,401915
client,encrypt,8240,282637
server,decrypt,8240,482298
server,encrypt,8240,458961
client,decrypt,8240,433031
client,encrypt,8240,0
server,decrypt,8240,544530
server,encrypt,8240,433031
client,decrypt,8240,0
client,encrypt,8240,0
server,decrypt,8240,930887
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,1078688
server,encrypt,8240,285230
client,decrypt,8240,290416
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,318939
server,encrypt,8240,471926
client,decrypt,8240,360427
client,encrypt,8240,287823
server,decrypt,8240,311160
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,350055
server,decrypt,8240,526379
server,encrypt,8240,461554
client,decrypt,8240,347462
client,encrypt,8240,287823
server,decrypt,8240,344869
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,510821
server,encrypt,8240,303381
client,decrypt,8240,305974
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,339683
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,321532
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,290416
server,encrypt,8240,282637
client,decrypt,8240,290416
client,encrypt,8240,285230
server,decrypt,8240,305974
server,encrypt,8240,290416
client,decrypt,8240,290416
client,encrypt,8240,285230
server,decrypt,8240,573053
server,encrypt,8240,536751
client,decrypt,8240,293009
client,encrypt,8240,440810
server,decrypt,8240,295602
server,encrypt,8240,287823
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,300788
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,293009
server,encrypt,8240,790865
client,decrypt,8240,287823
client,encrypt,8240,396729
server,decrypt,8240,290416
server,encrypt,8240,516007
client,decrypt,8240,303381
client,encrypt,8240,285230
server,decrypt,8240,295602
server,encrypt,8240,321532
client,decrypt,8240,287823
client,encrypt,8240,386357
server,decrypt,8240,287823
server,encrypt,8240,287823
client,decrypt,8240,290416
client,encrypt,8240,324125
server,decrypt,8240,326718
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,321532
server,encrypt,8240,285230
client,decrypt,8240,290416
client,encrypt,8240,303381
server,decrypt,8240,298195
server,encrypt,8240,287823
client,decrypt,8240,298195
client,encrypt,8240,352648
server,decrypt,8240,440810
server,encrypt,8240,435624
client,decrypt,8240,293009
client,encrypt,8240,305974
server,decrypt,8240,466740
server,encrypt,8240,433031
client,decrypt,8240,295602
client,encrypt,8240,290416
server,decrypt,8240,443403
server,encrypt,8240,67418
client,decrypt,8240,0
client,encrypt,8240,0
server,decrypt,8240,0
server,encrypt,8240,5390847
client,decrypt,8240,298195
client,encrypt,8240,293009
server,decrypt,8240,0
server,encrypt,8240,0
client,decrypt,8240,298195
client,encrypt,8240,293009
server,decrypt,8240,0
server,encrypt,8240,305974
client,decrypt,8240,311160
client,encrypt,8240,627506
server,decrypt,8240,290416
server,encrypt,8240,287823
client,decrypt,8240,290416
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,290416
client,encrypt,8240,285230
server,decrypt,8240,285230
server,encrypt,8240,282637
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,982747
server,decrypt,8240,305974
server,encrypt,8240,303381
client,decrypt,8240,303381
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,611948
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,282637
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,342276
server,encrypt,8240,282637
client,decrypt,8240,285230
client,encrypt,8240,321532
server,decrypt,8240,339683
server,encrypt,8240,303381
client,decrypt,8240,318939
client,encrypt,8240,285230
server,decrypt,8240,285230
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,360427
server,decrypt,8240,287823
server,encrypt,8240,282637
client,decrypt,8240,630099
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,285230
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,303381
server,decrypt,8240,303381
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,0
server,encrypt,8240,0
client,decrypt,8240,0
client,encrypt,8240,531565
server,decrypt,8240,293009
server,encrypt,8240,290416
client,decrypt,8240,298195
client,encrypt,8240,287823
server,decrypt,8240,303381
server,encrypt,8240,287823
client,decrypt,8240,293009
client,encrypt,8240,368206
server,decrypt,8240,318939
server,encrypt,8240,300788
client,decrypt,8240,544530
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,375985
client,encrypt,8240,285230
server,decrypt,8240,293009
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,285230
server,encrypt,8240,388950
client,decrypt,8240,829760
client,encrypt,8240,461554
server,decrypt,8240,521193
server,encrypt,8240,435624
client,decrypt,8240,1509126
client,encrypt,8240,456368
server,decrypt,8240,482298
server,encrypt,8240,430438
client,decrypt,8240,482298
client,encrypt,8240,300788
server,decrypt,8240,305974
server,encrypt,8240,318939
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,386357
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,287823
client,decrypt,8240,287823
client,encrypt,8240,313753
server,decrypt,8240,365613
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,352648
client,encrypt,8240,420066
server,decrypt,8240,313753
server,encrypt,8240,285230
client,decrypt,8240,285230
client,encrypt,8240,471926
server,decrypt,8240,391543
server,encrypt,8240,287823
client,decrypt,8240,290416
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,287823
client,decrypt,8240,293009
client,encrypt,8240,648250
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,337090
server,decrypt,8240,290416
server,encrypt,8240,767528
client,decrypt,8240,290416
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,303381
server,decrypt,8240,305974
server,encrypt,8240,305974
client,decrypt,8240,287823
client,encrypt,8240,658622
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,344869
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,531565
client,decrypt,8240,321532
client,encrypt,8240,282637
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,305974
client,encrypt,8240,355241
server,decrypt,8240,305974
server,encrypt,8240,334497
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,290416
server,encrypt,8240,287823
client,decrypt,8240,290416
client,encrypt,8240,285230
server,decrypt,8240,347462
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,324125
server,encrypt,8240,285230
client,decrypt,8240,290416
client,encrypt,8240,342276
server,decrypt,8240,305974
server,encrypt,8240,466740
client,decrypt,8240,464147
client,encrypt,8240,461554
server,decrypt,8240,443403
server,encrypt,8240,414880
client,decrypt,8240,578239
client,encrypt,8240,951631
server,decrypt,8240,396729
server,encrypt,8240,290416
client,decrypt,8240,466740
client,encrypt,8240,417473
server,decrypt,8240,777900
server,encrypt,8240,689738
client,decrypt,8240,290416
client,encrypt,8240,305974
server,decrypt,8240,303381
server,encrypt,8240,303381
client,decrypt,8240,318939
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,287823
client,decrypt,8240,344869
client,encrypt,8240,308567
server,decrypt,8240,526379
server,encrypt,8240,290416
client,decrypt,8240,464147
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,290416
client,decrypt,8240,318939
client,encrypt,8240,298195
server,decrypt,8240,303381
server,encrypt,8240,300788
client,decrypt,8240,334497
client,encrypt,8240,303381
server,decrypt,8240,311160
server,encrypt,8240,705296
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,360427
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,285230
server,encrypt,8240,318939
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,285230
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,282637
server,decrypt,8240,285230
server,encrypt,8240,316346
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,741598
server,decrypt,8240,321532
server,encrypt,8240,303381
client,decrypt,8240,305974
client,encrypt,8240,303381
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,290416
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,339683
server,decrypt,8240,295602
server,encrypt,8240,321532
client,decrypt,8240,440810
client,encrypt,8240,298195
server,decrypt,8240,308567
server,encrypt,8240,298195
client,decrypt,8240,287823
client,encrypt,8240,147801
server,decrypt,8240,293009
server,encrypt,8240,290416
client,decrypt,8240,290416
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,287823
client,decrypt,8240,313753
client,encrypt,8240,303381
server,decrypt,8240,305974
server,encrypt,8240,653436
client,decrypt,8240,287823
client,encrypt,8240,318939
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,285230
client,encrypt,8240,313753
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,287823
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,578239
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,305974
server,encrypt,8240,409694
client,decrypt,8240,534158
client,encrypt,8240,513414
server,decrypt,8240,308567
server,encrypt,8240,295602
client,decrypt,8240,303381
client,encrypt,8240,0
server,decrypt,8240,1384662
server,encrypt,8240,287823
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,456368
client,decrypt,8240,290416
client,encrypt,8240,287823
server,decrypt,8240,287823
server,encrypt,8240,337090
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,155580
client,decrypt,8240,287823
client,encrypt,8240,285230
server,decrypt,8240,287823
server,encrypt,8240,285230
client,decrypt,8240,287823
client,encrypt,8240,329311
server,decrypt,8240,321532
server,encrypt,8240,741598
client,decrypt,8240,287823
client,encrypt,8240,311160
server,decrypt,8240,311160
server,encrypt,8240,308567
client,decrypt,8240,311160
client,encrypt,8240,311160
server,decrypt,8240,287823
server,encrypt,8240,399322
