endpoint,operation,input_size,cycles
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,0
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,2593
server,decrypt,80,10372
server,encrypt,80,10372
client,decrypt,80,18151
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,7779
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,12965
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,7779
server,decrypt,80,0
server,encrypt,80,287823
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,12965
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,12965
client,encrypt,80,7779
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,7779
server,decrypt,80,67418
server,encrypt,80,10372
client,decrypt,80,15558
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,7779
client,decrypt,80,12965
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,7779
client,decrypt,80,12965
client,encrypt,80,7779
server,decrypt,80,12965
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,10372
client,decrypt,80,15558
client,encrypt,80,5186
server,decrypt,80,15558
server,encrypt,80,5186
client,decrypt,80,12965
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,12965
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,12965
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,7779
server,decrypt,80,18151
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,18151
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,2593
server,decrypt,80,10372
server,encrypt,80,2593
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,2593
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,7779
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,2593
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,7779
server,decrypt,80,12965
server,encrypt,80,7779
client,decrypt,80,23337
client,encrypt,80,7779
server,decrypt,80,20744
server,encrypt,80,5186
client,decrypt,80,15558
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,7779
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,2593
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,18151
server,encrypt,80,7779
client,decrypt,80,12965
client,encrypt,80,5186
server,decrypt,80,12965
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,7779
server,decrypt,80,20744
server,encrypt,80,31116
client,decrypt,80,33709
client,encrypt,80,7779
server,decrypt,80,18151
server,encrypt,80,7779
client,decrypt,80,12965
client,encrypt,80,5186
server,decrypt,80,12965
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,12965
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,12965
server,encrypt,80,5186
client,decrypt,80,20744
client,encrypt,80,10372
server,decrypt,80,12965
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,7779
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,2593
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,0
client,encrypt,80,803830
server,decrypt,80,38895
server,encrypt,80,10372
client,decrypt,80,59639
client,encrypt,80,7779
server,decrypt,80,15558
server,encrypt,80,5186
client,decrypt,80,18151
client,encrypt,80,7779
server,decrypt,80,12965
server,encrypt,80,5186
client,decrypt,80,0
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,2593
client,decrypt,80,7779
client,encrypt,80,0
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,0
server,decrypt,80,5186
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,0
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,0
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,0
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,15558
client,encrypt,80,5186
server,decrypt,80,33709
server,encrypt,80,10372
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,12965
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,12965
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,0
server,decrypt,80,7779
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,7779
client,decrypt,80,5186
client,encrypt,80,2593
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,2593
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,7779
client,decrypt,80,72604
client,encrypt,80,7779
server,decrypt,80,12965
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,5186
server,encrypt,80,2593
client,decrypt,80,7779
client,encrypt,80,0
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,5186
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,2593
server,decrypt,80,7779
server,encrypt,80,2593
client,decrypt,80,7779
client,encrypt,80,2593
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,7779
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,5186
server,decrypt,80,10372
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,7779
client,decrypt,80,7779
client,encrypt,80,7779
server,decrypt,80,7779
server,encrypt,80,7779
client,decrypt,80,10372
client,encrypt,80,5186
server,decrypt,80,7779
server,encrypt,80,5186
client,decrypt,80,7779
client,encrypt,80,7779
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,80,0
server,decrypt,80,0
server,encrypt,80,0
client,decrypt,80,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,189289
server,encrypt,112,0
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,0
server,encrypt,112,7779
client,decrypt,112,15558
client,encrypt,112,7779
server,decrypt,112,10372
server,encrypt,112,5186
client,decrypt,112,10372
client,encrypt,112,7779
server,decrypt,112,10372
server,encrypt,112,7779
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,64825
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,7779
server,decrypt,112,12965
server,encrypt,112,10372
client,decrypt,112,15558
client,encrypt,112,7779
server,decrypt,112,12965
server,encrypt,112,7779
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,12965
server,encrypt,112,10372
client,decrypt,112,0
client,encrypt,112,0
server,decrypt,112,10372
server,encrypt,112,7779
client,decrypt,112,10372
client,encrypt,112,7779
server,decrypt,112,7779
server,encrypt,112,7779
client,decrypt,112,7779
client,encrypt,112,7779
server,decrypt,112,7779
server,encrypt,112,10372
client,decrypt,112,7779
client,encrypt,112,7779
server,decrypt,112,12965
server,encrypt,112,7779
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,7779
server,decrypt,112,7779
server,encrypt,112,0
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,0
server,encrypt,112,0
client,decrypt,112,10372
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,10372
client,encrypt,112,7779
server,decrypt,112,10372
server,encrypt,112,7779
client,decrypt,112,10372
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,7779
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,7779
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,7779
client,decrypt,112,7779
client,encrypt,112,7779
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,7779
server,decrypt,112,10372
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,7779
server,decrypt,112,7779
server,encrypt,112,7779
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,36302
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,7779
server,decrypt,112,7779
server,encrypt,112,7779
client,decrypt,112,10372
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,7779
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,7779
server,decrypt,112,15558
server,encrypt,112,10372
client,decrypt,112,12965
client,encrypt,112,7779
server,decrypt,112,12965
server,encrypt,112,7779
client,decrypt,112,10372
client,encrypt,112,5186
server,decrypt,112,10372
server,encrypt,112,7779
client,decrypt,112,10372
client,encrypt,112,5186
server,decrypt,112,10372
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,5186
server,decrypt,112,10372
server,encrypt,112,5186
client,decrypt,112,7779
client,encrypt,112,7779
server,decrypt,112,7779
server,encrypt,112,5186
client,decrypt,112,7779
