endpoint,operation,input_size,cycles,usec
client,encrypt,176,10372,5
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,3
client,decrypt,176,10372,5
client,encrypt,176,10372,3
server,decrypt,176,12965,5
server,encrypt,176,10372,3
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,0,0
client,encrypt,176,10372,4
server,decrypt,176,10372,5
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,3
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,10372,4
client,encrypt,176,10372,3
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,82976,31
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,18151,6
client,decrypt,176,33709,12
client,encrypt,176,18151,7
server,decrypt,176,18151,6
server,encrypt,176,10372,4
client,decrypt,176,25930,10
client,encrypt,176,23337,8
server,decrypt,176,10372,3
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,2593,1
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,0,0
client,encrypt,176,10372,4
server,decrypt,176,15558,6
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,10372,5
server,encrypt,176,10372,3
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,15558,5
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,15558,6
client,encrypt,176,10372,5
server,decrypt,176,15558,6
server,encrypt,176,10372,4
client,decrypt,176,15558,6
client,encrypt,176,12965,4
server,decrypt,176,15558,6
server,encrypt,176,10372,3
client,decrypt,176,18151,6
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,12965,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,15558,6
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,41488,16
server,decrypt,176,10372,5
server,encrypt,176,10372,4
client,decrypt,176,12965,6
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,15558,5
client,decrypt,176,28523,9
client,encrypt,176,18151,6
server,decrypt,176,33709,12
server,encrypt,176,10372,4
client,decrypt,176,25930,10
client,encrypt,176,12965,4
server,decrypt,176,20744,7
server,encrypt,176,10372,4
client,decrypt,176,23337,8
client,encrypt,176,12965,5
server,decrypt,176,15558,7
server,encrypt,176,15558,5
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,15558,5
server,encrypt,176,10372,4
client,decrypt,176,15558,6
client,encrypt,176,10372,4
server,decrypt,176,15558,5
server,encrypt,176,10372,4
client,decrypt,176,15558,5
client,encrypt,176,12965,4
server,decrypt,176,15558,5
server,encrypt,176,10372,5
client,decrypt,176,15558,5
client,encrypt,176,15558,6
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,20744,7
client,encrypt,176,18151,6
server,decrypt,176,15558,6
server,encrypt,176,10372,4
client,decrypt,176,28523,10
client,encrypt,176,18151,6
server,decrypt,176,12965,6
server,encrypt,176,10372,4
client,decrypt,176,23337,8
client,encrypt,176,15558,5
server,decrypt,176,15558,6
server,encrypt,176,10372,4
client,decrypt,176,20744,8
client,encrypt,176,0,0
server,decrypt,176,28523,11
server,encrypt,176,10372,4
client,decrypt,176,20744,7
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,18151,6
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,12965,4
client,decrypt,176,20744,7
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,10372,5
server,encrypt,176,12965,4
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,12965,4
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,10372,5
server,encrypt,176,10372,4
client,decrypt,176,10372,5
client,encrypt,176,10372,3
server,decrypt,176,12965,4
server,encrypt,176,15558,6
client,decrypt,176,20744,7
client,encrypt,176,15558,6
server,decrypt,176,18151,6
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,10372,4
server,encrypt,176,12965,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,15558,6
client,decrypt,176,20744,16
client,encrypt,176,25930,10
server,decrypt,176,15558,5
server,encrypt,176,10372,4
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,12965,4
client,decrypt,176,15558,6
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,7779,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,10372,4
client,encrypt,176,10372,4
server,decrypt,176,15558,7
server,encrypt,176,10372,3
client,decrypt,176,12965,4
client,encrypt,176,10372,3
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,18151,6
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,12965,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,12965,4
client,encrypt,176,18151,6
server,decrypt,176,23337,8
server,encrypt,176,18151,5
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,20744,7
server,encrypt,176,12965,4
client,decrypt,176,23337,8
client,encrypt,176,12965,4
server,decrypt,176,438217,169
server,encrypt,176,10372,4
client,decrypt,176,12965,6
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,41488,16
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,5
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,7779,4
server,decrypt,176,12965,4
server,encrypt,176,12965,4
client,decrypt,176,12965,5
client,encrypt,176,10372,3
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,10372,5
client,encrypt,176,7779,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,10372,5
client,encrypt,176,7779,4
server,decrypt,176,10372,5
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,20744,8
server,decrypt,176,10372,4
server,encrypt,176,10372,3
client,decrypt,176,10372,5
client,encrypt,176,10372,3
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,3
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,20744,9
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,5
server,encrypt,176,10372,4
client,decrypt,176,25930,10
client,encrypt,176,20744,7
server,decrypt,176,90755,35
server,encrypt,176,12965,4
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,15558,5
server,encrypt,176,10372,4
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,10372,3
client,decrypt,176,12965,5
client,encrypt,176,10372,3
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,12965,5
client,encrypt,176,10372,3
server,decrypt,176,10372,5
server,encrypt,176,10372,3
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,7779,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,5
server,encrypt,176,7779,4
client,decrypt,176,44081,17
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,12965,4
client,decrypt,176,36302,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,0,1
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,10372,3
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,10372,4
client,encrypt,176,10372,3
server,decrypt,176,28523,11
server,encrypt,176,10372,3
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,3
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,12965,5
client,encrypt,176,7779,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,18151,7
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,33709,12
client,decrypt,176,28523,9
client,encrypt,176,15558,4
server,decrypt,176,15558,6
server,encrypt,176,15558,5
client,decrypt,176,15558,6
client,encrypt,176,10372,4
server,decrypt,176,25930,9
server,encrypt,176,10372,4
client,decrypt,176,15558,7
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,10372,3
server,decrypt,176,10372,5
server,encrypt,176,10372,4
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,10372,4
server,encrypt,176,10372,3
client,decrypt,176,10372,5
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,5
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,15558,7
client,decrypt,176,15558,6
client,encrypt,176,18151,7
server,decrypt,176,18151,6
server,encrypt,176,10372,3
client,decrypt,176,18151,7
client,encrypt,176,18151,7
server,decrypt,176,18151,7
server,encrypt,176,10372,4
client,decrypt,176,28523,11
client,encrypt,176,23337,8
server,decrypt,176,12965,6
server,encrypt,176,10372,5
client,decrypt,176,18151,6
client,encrypt,176,12965,4
server,decrypt,176,15558,5
server,encrypt,176,12965,5
client,decrypt,176,18151,6
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,20744,8
client,encrypt,176,18151,7
server,decrypt,176,18151,7
server,encrypt,176,10372,3
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,3
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,3
client,decrypt,176,12965,4
client,encrypt,176,10372,3
server,decrypt,176,10372,5
server,encrypt,176,10372,4
client,decrypt,176,15558,5
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,41488,16
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,3
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,18151,6
client,encrypt,176,18151,6
server,decrypt,176,20744,8
server,encrypt,176,20744,8
client,decrypt,176,18151,6
client,encrypt,176,12965,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,51860,19
client,encrypt,176,20744,7
server,decrypt,176,20744,7
server,encrypt,176,18151,6
client,decrypt,176,15558,6
client,encrypt,176,10372,3
server,decrypt,176,23337,8
server,encrypt,176,10372,4
client,decrypt,176,23337,8
client,encrypt,176,10372,4
server,decrypt,176,15558,5
server,encrypt,176,10372,3
client,decrypt,176,12965,6
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,23337,8
client,encrypt,176,15558,6
server,decrypt,176,10372,5
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,12965,4
server,decrypt,176,10372,5
server,encrypt,176,10372,4
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,10372,3
server,decrypt,176,41488,16
server,encrypt,176,10372,3
client,decrypt,176,10372,5
client,encrypt,176,10372,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,3
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,10372,4
client,encrypt,176,12965,4
server,decrypt,176,25930,10
server,encrypt,176,15558,6
client,decrypt,176,18151,6
client,encrypt,176,23337,9
server,decrypt,176,25930,10
server,encrypt,176,10372,4
client,decrypt,176,20744,7
client,encrypt,176,12965,5
server,decrypt,176,15558,5
server,encrypt,176,10372,4
client,decrypt,176,18151,6
client,encrypt,176,10372,4
server,decrypt,176,10372,5
server,encrypt,176,10372,3
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,10372,5
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,20744,5
server,encrypt,176,10372,4
client,decrypt,176,15558,6
client,encrypt,176,23337,9
server,decrypt,176,12965,5
server,encrypt,176,12965,4
client,decrypt,176,15558,6
client,encrypt,176,10372,5
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,23337,8
client,encrypt,176,18151,7
server,decrypt,176,54453,21
server,encrypt,176,7779,4
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,10372,5
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,12965,4
server,decrypt,176,10372,4
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,3
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,12965,4
client,encrypt,176,15558,6
server,decrypt,176,15558,5
server,encrypt,176,10372,4
client,decrypt,176,23337,7
client,encrypt,176,12965,4
server,decrypt,176,15558,6
server,encrypt,176,10372,4
client,decrypt,176,25930,9
client,encrypt,176,18151,6
server,decrypt,176,23337,8
server,encrypt,176,10372,4
client,decrypt,176,25930,9
client,encrypt,176,18151,6
server,decrypt,176,36302,14
server,encrypt,176,15558,6
client,decrypt,176,25930,9
client,encrypt,176,12965,4
server,decrypt,176,31116,11
server,encrypt,176,12965,4
client,decrypt,176,0,0
client,encrypt,176,12965,4
server,decrypt,176,20744,7
server,encrypt,176,12965,4
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,18151,6
server,encrypt,176,10372,4
client,decrypt,176,15558,5
client,encrypt,176,12965,4
server,decrypt,176,20744,7
server,encrypt,176,12965,5
client,decrypt,176,18151,6
client,encrypt,176,10372,4
server,decrypt,176,15558,5
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,18151,5
server,encrypt,176,12965,5
client,decrypt,176,18151,7
client,encrypt,176,10372,4
server,decrypt,176,25930,8
server,encrypt,176,12965,4
client,decrypt,176,18151,6
client,encrypt,176,10372,4
server,decrypt,176,15558,6
server,encrypt,176,10372,4
client,decrypt,176,12965,6
client,encrypt,176,7779,4
server,decrypt,176,15558,5
server,encrypt,176,12965,4
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,15558,5
server,encrypt,176,12965,4
client,decrypt,176,15558,5
client,encrypt,176,7779,4
server,decrypt,176,20744,7
server,encrypt,176,15558,5
client,decrypt,176,25930,9
client,encrypt,176,10372,5
server,decrypt,176,15558,5
server,encrypt,176,12965,4
client,decrypt,176,18151,6
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,15558,5
server,encrypt,176,12965,4
client,decrypt,176,20744,6
client,encrypt,176,12965,4
server,decrypt,176,23337,8
server,encrypt,176,10372,5
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,10372,3
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,15558,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,10372,3
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,7779,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,370799,143
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,5
server,decrypt,176,12965,4
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,12965,4
server,decrypt,176,12965,4
server,encrypt,176,15558,5
client,decrypt,176,18151,7
client,encrypt,176,10372,5
server,decrypt,176,1156478,446
server,encrypt,176,20744,7
client,decrypt,176,25930,9
client,encrypt,176,18151,7
server,decrypt,176,20744,8
server,encrypt,176,18151,6
client,decrypt,176,20744,8
client,encrypt,176,15558,6
server,decrypt,176,20744,8
server,encrypt,176,18151,6
client,decrypt,176,15558,5
client,encrypt,176,12965,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,12965,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,12965,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,12965,4
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,5
server,encrypt,176,10372,4
client,decrypt,176,12965,4
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,23337,7
client,decrypt,176,28523,9
client,encrypt,176,18151,6
server,decrypt,176,23337,8
server,encrypt,176,12965,5
client,decrypt,176,18151,8
client,encrypt,176,10372,4
server,decrypt,176,20744,8
server,encrypt,176,18151,6
client,decrypt,176,23337,9
client,encrypt,176,15558,5
server,decrypt,176,20744,8
server,encrypt,176,18151,6
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,23337,9
server,encrypt,176,18151,6
client,decrypt,176,20744,7
client,encrypt,176,12965,4
server,decrypt,176,15558,5
server,encrypt,176,12965,4
client,decrypt,176,15558,5
client,encrypt,176,10372,5
server,decrypt,176,12965,5
server,encrypt,176,10372,5
client,decrypt,176,12965,5
client,encrypt,176,10372,4
server,decrypt,176,12965,4
server,encrypt,176,15558,5
client,decrypt,176,20744,8
client,encrypt,176,15558,6
server,decrypt,176,12965,5
server,encrypt,176,10372,5
client,decrypt,176,12965,4
client,encrypt,304,15558,6
server,decrypt,304,18151,6
server,encrypt,304,18151,6
client,decrypt,304,18151,7
client,encrypt,304,15558,6
server,decrypt,304,18151,6
server,encrypt,304,18151,6
client,decrypt,304,15558,7
client,encrypt,304,15558,5
server,decrypt,304,18151,6
server,encrypt,304,15558,6
client,decrypt,304,18151,6
client,encrypt,304,15558,5
server,decrypt,304,18151,7
server,encrypt,304,15558,6
client,decrypt,304,18151,7
client,encrypt,304,15558,6
server,decrypt,304,18151,6
server,encrypt,304,15558,6
client,decrypt,304,18151,6
client,encrypt,304,12965,6
server,decrypt,304,28523,10
server,encrypt,304,28523,10
client,decrypt,304,36302,12
client,encrypt,304,31116,11
server,decrypt,304,25930,11
server,encrypt,304,25930,10
client,decrypt,304,31116,11
client,encrypt,304,36302,11
server,decrypt,304,28523,10
server,encrypt,304,28523,10
client,decrypt,304,33709,12
client,encrypt,304,28523,10
server,decrypt,304,18151,7
server,encrypt,304,15558,6
client,decrypt,304,41488,15
client,encrypt,304,28523,9
server,decrypt,304,18151,6
server,encrypt,304,15558,6
client,decrypt,304,72604,28
client,encrypt,304,25930,9
server,decrypt,304,15558,7
server,encrypt,304,15558,6
client,decrypt,304,28523,11
client,encrypt,304,23337,10
server,decrypt,304,18151,7
server,encrypt,304,15558,6
client,decrypt,304,25930,10
client,encrypt,304,23337,9
server,decrypt,304,15558,7
server,encrypt,304,15558,6
client,decrypt,304,20744,8
client,encrypt,304,15558,6
server,decrypt,304,15558,6
server,encrypt,304,15558,6
client,decrypt,304,18151,7
client,encrypt,304,15558,5
server,decrypt,304,15558,6
server,encrypt,304,12965,6
client,decrypt,304,18151,7
client,encrypt,304,12965,6
server,decrypt,304,15558,6
server,encrypt,304,20744,8
client,decrypt,304,15558,7
client,encrypt,304,15558,6
server,decrypt,304,18151,7
server,encrypt,304,15558,6
client,decrypt,304,18151,6
client,encrypt,304,15558,6
server,decrypt,304,18151,6
server,encrypt,304,15558,7
client,decrypt,304,18151,7
client,encrypt,304,18151,6
server,decrypt,304,18151,7
server,encrypt,304,18151,6
client,decrypt,304,18151,6
client,encrypt,304,15558,6
server,decrypt,304,15558,6
server,encrypt,304,15558,5
client,decrypt,304,15558,7
client,encrypt,304,15558,6
server,decrypt,304,15558,6
server,encrypt,304,15558,6
client,decrypt,304,15558,7
client,encrypt,304,15558,5
server,decrypt,304,18151,6
server,encrypt,304,15558,6
client,decrypt,304,18151,6
client,encrypt,304,15558,6
server,decrypt,304,18151,6
server,encrypt,304,64825,25
client,decrypt,304,18151,6
client,encrypt,304,15558,6
server,decrypt,304,15558,7
server,encrypt,304,23337,9
client,decrypt,304,28523,11
client,encrypt,304,23337,9
server,decrypt,304,20744,8
server,encrypt,304,15558,6
client,decrypt,304,20744,8
client,encrypt,304,18151,6
server,decrypt,304,31116,11
server,encrypt,304,25930,10
client,decrypt,304,18151,7
client,encrypt,304,15558,6
server,decrypt,304,28523,11
server,encrypt,304,28523,9
client,decrypt,304,18151,8
client,encrypt,304,15558,6
server,decrypt,304,31116,11
server,encrypt,304,18151,6
client,decrypt,304,15558,7
client,encrypt,304,12965,6
server,decrypt,304,18151,6
server,encrypt,304,15558,6
client,decrypt,304,18151,7
client,encrypt,304,15558,6
server,decrypt,304,18151,6
server,encrypt,304,15558,6
client,decrypt,304,18151,7
client,encrypt,304,15558,6
server,decrypt,304,15558,7
server,encrypt,304,18151,6
client,decrypt,304,20744,7
client,encrypt,304,15558,6
server,decrypt,304,18151,6
server,encrypt,304,18151,6
client,decrypt,304,18151,6
client,encrypt,304,15558,6
server,decrypt,304,18151,6
server,encrypt,304,18151,6
client,decrypt,304,18151,6
client,encrypt,304,12965,6
server,decrypt,304,15558,7
server,encrypt,304,15558,6
client,decrypt,304,18151,7
client,encrypt,304,15558,5
server,decrypt,304,18151,6
server,encrypt,304,168545,65
client,decrypt,304,20744,7
client,encrypt,304,15558,6
server,decrypt,304,18151,6
