endpoint,operation,input_size,cycles,usec
server,decrypt,80,7779,3
server,encrypt,80,10372,3
client,decrypt,80,10372,5
client,encrypt,80,7779,3
server,decrypt,80,12965,4
server,encrypt,80,12965,3
client,decrypt,80,18151,5
client,encrypt,80,7779,2
server,decrypt,80,10372,4
server,encrypt,80,7779,3
client,decrypt,80,10372,3
client,encrypt,80,5186,3
server,decrypt,80,7779,4
server,encrypt,80,7779,2
client,decrypt,80,10372,4
client,encrypt,80,7779,2
server,decrypt,80,10372,3
server,encrypt,80,7779,3
client,decrypt,80,12965,5
client,encrypt,80,7779,3
server,decrypt,80,12965,4
server,encrypt,80,5186,2
client,decrypt,80,10372,4
client,encrypt,80,10372,3
server,decrypt,80,7779,4
server,encrypt,80,5186,3
client,decrypt,80,7779,4
client,encrypt,80,5186,3
server,decrypt,80,7779,3
server,encrypt,80,12965,4
client,decrypt,80,15558,6
client,encrypt,80,7779,2
server,decrypt,80,10372,3
server,encrypt,80,5186,3
client,decrypt,80,7779,4
client,encrypt,80,7779,3
server,decrypt,80,12965,4
server,encrypt,80,12965,4
client,decrypt,80,15558,6
client,encrypt,80,12965,4
server,decrypt,80,18151,6
server,encrypt,80,12965,3
client,decrypt,80,15558,5
client,encrypt,80,10372,4
server,decrypt,80,15558,5
server,encrypt,80,10372,3
client,decrypt,80,15558,7
client,encrypt,80,7779,2
server,decrypt,80,10372,3
server,encrypt,80,5186,3
client,decrypt,80,7779,4
client,encrypt,80,7779,2
server,decrypt,80,7779,3
server,encrypt,80,7779,2
client,decrypt,80,10372,3
client,encrypt,80,10372,3
server,decrypt,80,18151,7
server,encrypt,80,7779,3
client,decrypt,80,10372,5
client,encrypt,80,0,0
server,decrypt,80,10372,3
server,encrypt,80,5186,3
client,decrypt,80,10372,3
client,encrypt,80,7779,3
server,decrypt,80,7779,3
server,encrypt,80,7779,2
client,decrypt,80,7779,4
client,encrypt,80,7779,3
server,decrypt,80,12965,4
server,encrypt,80,7779,2
client,decrypt,80,7779,3
client,encrypt,80,7779,2
server,decrypt,80,7779,3
server,encrypt,80,7779,2
client,decrypt,80,7779,3
client,encrypt,80,7779,3
server,decrypt,80,7779,2
server,encrypt,80,7779,2
client,decrypt,80,10372,4
client,encrypt,80,12965,4
server,decrypt,80,7779,4
server,encrypt,80,7779,2
client,decrypt,80,7779,3
client,encrypt,80,5186,2
server,decrypt,80,36302,13
server,encrypt,80,12965,5
client,decrypt,80,23337,7
client,encrypt,80,10372,3
server,decrypt,80,12965,4
server,encrypt,80,10372,3
client,decrypt,80,12965,4
client,encrypt,80,7779,3
server,decrypt,80,10372,4
server,encrypt,80,20744,7
client,decrypt,80,15558,5
client,encrypt,80,10372,4
server,decrypt,80,25930,9
server,encrypt,80,12965,5
client,decrypt,80,31116,10
client,encrypt,80,7779,2
server,decrypt,80,18151,7
server,encrypt,80,5186,2
client,decrypt,80,18151,6
client,encrypt,80,15558,6
server,decrypt,80,12965,4
server,encrypt,80,7779,2
client,decrypt,80,12965,4
client,encrypt,80,0,0
server,decrypt,80,10372,3
server,encrypt,80,7779,2
client,decrypt,80,10372,4
client,encrypt,80,7779,2
server,decrypt,80,12965,5
server,encrypt,80,10372,3
client,decrypt,80,12965,4
client,encrypt,80,7779,2
server,decrypt,80,10372,3
server,encrypt,80,12965,4
client,decrypt,80,44081,17
client,encrypt,80,12965,5
server,decrypt,80,23337,9
server,encrypt,80,10372,3
client,decrypt,80,10372,5
client,encrypt,80,5186,2
server,decrypt,80,10372,3
server,encrypt,80,5186,3
client,decrypt,80,7779,3
client,encrypt,80,5186,2
server,decrypt,80,0,0
server,encrypt,80,5186,3
client,decrypt,80,7779,3
client,encrypt,80,5186,2
server,decrypt,80,7779,2
server,encrypt,80,5186,3
client,decrypt,80,7779,3
client,encrypt,80,5186,3
server,decrypt,80,7779,3
server,encrypt,80,0,0
client,decrypt,80,7779,3
client,encrypt,80,5186,2
server,decrypt,80,7779,3
server,encrypt,80,0,0
client,decrypt,80,10372,3
client,encrypt,80,7779,2
server,decrypt,80,7779,2
server,encrypt,80,7779,2
client,decrypt,80,0,0
client,encrypt,80,0,0
server,decrypt,80,7779,3
server,encrypt,80,0,0
client,decrypt,80,7779,2
client,encrypt,80,5186,2
server,decrypt,80,12965,6
server,encrypt,80,7779,2
client,decrypt,80,7779,3
client,encrypt,80,7779,2
server,decrypt,80,7779,3
server,encrypt,80,7779,2
client,decrypt,80,7779,3
client,encrypt,80,7779,2
server,decrypt,80,0,0
server,encrypt,80,5186,3
client,decrypt,80,7779,3
client,encrypt,80,7779,2
server,decrypt,80,7779,3
server,encrypt,80,7779,2
client,decrypt,80,7779,3
client,encrypt,80,5186,2
server,decrypt,80,7779,3
server,encrypt,80,5186,2
client,decrypt,80,0,0
client,encrypt,80,5186,2
server,decrypt,80,7779,2
server,encrypt,80,5186,3
client,decrypt,80,7779,3
client,encrypt,80,0,0
server,decrypt,80,7779,3
server,encrypt,80,5186,2
client,decrypt,80,7779,2
client,encrypt,80,0,0
server,decrypt,80,7779,3
server,encrypt,80,0,0
client,decrypt,80,7779,3
client,encrypt,80,5186,2
server,decrypt,80,5186,2
server,encrypt,80,5186,2
client,decrypt,80,0,0
client,encrypt,80,0,0
server,decrypt,80,7779,2
server,encrypt,80,7779,2
client,decrypt,80,5186,3
client,encrypt,80,5186,2
server,decrypt,80,7779,2
server,encrypt,80,5186,2
client,decrypt,80,5186,3
client,encrypt,80,5186,2
server,decrypt,80,0,0
server,encrypt,80,5186,2
client,decrypt,80,7779,3
client,encrypt,80,5186,2
server,decrypt,80,7779,3
server,encrypt,80,5186,3
client,decrypt,80,7779,2
client,encrypt,80,7779,2
server,decrypt,80,7779,3
server,encrypt,80,7779,2
client,decrypt,80,7779,3
client,encrypt,80,5186,2
server,decrypt,80,7779,3
server,encrypt,80,5186,2
client,decrypt,80,0,0
client,encrypt,80,5186,2
server,decrypt,80,0,0
server,encrypt,80,0,0
client,decrypt,80,7779,2
client,encrypt,80,0,0
server,decrypt,80,7779,3
server,encrypt,80,5186,3
client,decrypt,80,7779,3
client,encrypt,80,5186,2
server,decrypt,80,7779,2
server,encrypt,80,0,0
client,decrypt,80,10372,3
client,encrypt,80,10372,3
server,decrypt,80,12965,4
server,encrypt,80,10372,4
client,decrypt,80,12965,4
client,encrypt,80,7779,2
server,decrypt,80,7779,3
server,encrypt,80,5186,3
client,decrypt,80,18151,7
client,encrypt,80,5186,2
server,decrypt,80,0,0
server,encrypt,80,7779,2
client,decrypt,80,7779,2
client,encrypt,80,7779,2
server,decrypt,80,0,0
server,encrypt,80,5186,2
client,decrypt,80,0,0
client,encrypt,80,5186,3
server,decrypt,80,7779,2
server,encrypt,80,0,0
client,decrypt,80,7779,3
client,encrypt,80,0,0
server,decrypt,80,7779,2
server,encrypt,80,5186,3
client,decrypt,80,7779,2
client,encrypt,80,0,0
server,decrypt,80,7779,2
server,encrypt,80,0,0
client,decrypt,80,7779,3
client,encrypt,80,7779,2
server,decrypt,80,20744,8
server,encrypt,80,12965,4
client,decrypt,80,15558,5
client,encrypt,80,12965,4
server,decrypt,80,12965,5
server,encrypt,80,0,0
client,decrypt,80,12965,5
client,encrypt,80,0,0
server,decrypt,80,10372,3
server,encrypt,80,2593,2
client,decrypt,80,15558,5
client,encrypt,80,10372,3
server,decrypt,80,12965,4
server,encrypt,80,10372,4
client,decrypt,80,15558,6
client,encrypt,80,10372,3
server,decrypt,80,12965,4
server,encrypt,80,12965,4
client,decrypt,80,10372,5
client,encrypt,80,10372,3
server,decrypt,80,10372,3
server,encrypt,80,10372,4
client,decrypt,80,10372,5
client,encrypt,80,0,0
server,decrypt,80,10372,3
server,encrypt,80,7779,2
client,decrypt,80,7779,3
client,encrypt,80,7779,2
server,decrypt,80,7779,3
server,encrypt,80,5186,3
client,decrypt,80,10372,5
client,encrypt,80,31116,12
server,decrypt,80,15558,7
server,encrypt,80,10372,3
client,decrypt,80,15558,6
client,encrypt,80,10372,4
server,decrypt,80,18151,5
server,encrypt,80,7779,3
client,decrypt,80,44081,29
client,encrypt,80,12965,4
server,decrypt,80,10372,5
server,encrypt,80,10372,4
client,decrypt,80,12965,5
client,encrypt,80,51860,20
server,decrypt,80,12965,4
server,encrypt,80,12965,4
client,decrypt,80,0,0
client,encrypt,80,0,0
server,decrypt,80,0,0
server,encrypt,80,0,0
client,decrypt,80,0,0
client,encrypt,80,0,0
server,decrypt,80,0,0
server,encrypt,80,0,0
client,decrypt,80,0,0
client,encrypt,80,0,0
server,decrypt,80,0,0
server,encrypt,80,0,0
client,decrypt,80,0,0
client,encrypt,80,0,0
server,decrypt,80,12965,4
server,encrypt,80,0,0
client,decrypt,80,10372,5
client,encrypt,80,10372,4
server,decrypt,80,12965,5
server,encrypt,80,10372,4
client,decrypt,80,15558,5
client,encrypt,80,12965,4
server,decrypt,80,18151,6
server,encrypt,80,10372,4
client,decrypt,80,15558,5
client,encrypt,80,10372,4
server,decrypt,80,12965,4
server,encrypt,80,0,0
client,decrypt,80,20744,8
client,encrypt,80,12965,3
server,decrypt,80,10372,3
server,encrypt,80,10372,3
client,decrypt,80,10372,3
client,encrypt,80,0,0
server,decrypt,80,10372,3
server,encrypt,80,0,0
client,decrypt,80,75197,28
client,encrypt,80,12965,5
server,decrypt,80,20744,7
server,encrypt,80,15558,4
client,decrypt,80,41488,15
client,encrypt,80,59639,7
server,decrypt,80,18151,7
server,encrypt,80,15558,5
client,decrypt,80,41488,15
client,encrypt,80,10372,3
server,decrypt,80,31116,10
server,encrypt,80,12965,5
client,decrypt,80,25930,8
client,encrypt,80,12965,4
server,decrypt,80,25930,9
server,encrypt,80,12965,4
client,decrypt,80,18151,6
client,encrypt,80,15558,6
server,decrypt,80,15558,5
server,encrypt,80,10372,3
client,decrypt,80,12965,5
client,encrypt,80,5186,3
server,decrypt,80,15558,5
server,encrypt,80,10372,3
client,decrypt,80,15558,4
client,encrypt,80,12965,13
server,decrypt,80,12965,4
server,encrypt,80,0,0
client,decrypt,80,12965,5
client,encrypt,80,10372,4
server,decrypt,80,10372,5
server,encrypt,80,10372,4
client,decrypt,80,15558,5
client,encrypt,80,10372,3
server,decrypt,80,12965,5
server,encrypt,80,15558,6
client,decrypt,80,41488,15
client,encrypt,80,0,0
server,decrypt,80,31116,26
server,encrypt,80,10372,5
client,decrypt,80,33709,12
client,encrypt,80,12965,4
server,decrypt,80,20744,7
server,encrypt,80,7779,4
client,decrypt,80,20744,8
client,encrypt,80,7779,4
server,decrypt,80,12965,4
server,encrypt,80,15558,5
client,decrypt,80,31116,9
client,encrypt,80,54453,4
server,decrypt,80,15558,5
server,encrypt,80,23337,7
client,decrypt,80,38895,13
client,encrypt,80,15558,5
server,decrypt,80,28523,11
server,encrypt,80,10372,5
client,decrypt,80,25930,9
client,encrypt,80,18151,5
server,decrypt,80,18151,7
server,encrypt,80,12965,5
client,decrypt,80,51860,20
client,encrypt,80,25930,10
server,decrypt,80,36302,14
server,encrypt,80,28523,10
client,decrypt,80,0,1
client,encrypt,80,12965,5
server,decrypt,80,33709,13
server,encrypt,80,18151,6
client,decrypt,80,25930,10
client,encrypt,80,12965,5
server,decrypt,80,28523,11
server,encrypt,80,18151,6
client,decrypt,80,18151,7
client,encrypt,112,12965,5
server,decrypt,112,18151,6
server,encrypt,112,12965,5
client,decrypt,112,15558,6
client,encrypt,112,12965,5
server,decrypt,112,18151,6
server,encrypt,112,12965,5
client,decrypt,112,15558,6
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,12965,5
client,decrypt,112,20744,7
client,encrypt,112,12965,5
server,decrypt,112,15558,6
server,encrypt,112,12965,5
client,decrypt,112,15558,6
client,encrypt,112,0,0
server,decrypt,112,15558,6
server,encrypt,112,12965,4
client,decrypt,112,15558,6
client,encrypt,112,12965,5
server,decrypt,112,18151,7
server,encrypt,112,12965,4
client,decrypt,112,15558,6
client,encrypt,112,10372,4
server,decrypt,112,36302,15
server,encrypt,112,15558,5
client,decrypt,112,15558,5
client,encrypt,112,12965,5
server,decrypt,112,0,1
server,encrypt,112,12965,5
client,decrypt,112,15558,6
client,encrypt,112,0,0
server,decrypt,112,15558,5
server,encrypt,112,12965,5
client,decrypt,112,15558,6
client,encrypt,112,12965,4
server,decrypt,112,15558,6
server,encrypt,112,12965,5
client,decrypt,112,15558,6
client,encrypt,112,15558,5
server,decrypt,112,25930,10
server,encrypt,112,10372,5
client,decrypt,112,18151,6
client,encrypt,112,12965,6
server,decrypt,112,12965,6
server,encrypt,112,12965,5
client,decrypt,112,18151,6
client,encrypt,112,0,0
server,decrypt,112,15558,6
server,encrypt,112,12965,4
client,decrypt,112,15558,6
client,encrypt,112,12965,4
server,decrypt,112,20744,8
server,encrypt,112,12965,4
client,decrypt,112,18151,6
client,encrypt,112,10372,5
server,decrypt,112,12965,6
server,encrypt,112,12965,5
client,decrypt,112,18151,6
client,encrypt,112,606762,234
server,decrypt,112,456368,176
server,encrypt,112,18151,8
client,decrypt,112,67418,21
client,encrypt,112,18151,6
server,decrypt,112,44081,16
server,encrypt,112,12965,5
client,decrypt,112,25930,9
client,encrypt,112,0,0
server,decrypt,112,20744,8
server,encrypt,112,20744,8
client,decrypt,112,41488,14
client,encrypt,112,20744,7
server,decrypt,112,44081,15
server,encrypt,112,20744,7
client,decrypt,112,28523,11
client,encrypt,112,70011,28
server,decrypt,112,38895,15
server,encrypt,112,20744,6
client,decrypt,112,38895,15
client,encrypt,112,18151,6
server,decrypt,112,28523,11
server,encrypt,112,44081,6
client,decrypt,112,23337,9
client,encrypt,112,12965,5
server,decrypt,112,20744,7
server,encrypt,112,15558,5
client,decrypt,112,20744,7
client,encrypt,112,12965,4
server,decrypt,112,15558,5
server,encrypt,112,12965,4
client,decrypt,112,18151,7
client,encrypt,112,12965,5
server,decrypt,112,15558,6
server,encrypt,112,12965,5
client,decrypt,112,15558,6
client,encrypt,112,12965,5
server,decrypt,112,25930,9
server,encrypt,112,15558,5
client,decrypt,112,23337,9
client,encrypt,112,18151,7
server,decrypt,112,31116,11
server,encrypt,112,15558,6
client,decrypt,112,20744,8
client,encrypt,112,15558,5
server,decrypt,112,20744,8
server,encrypt,112,12965,4
client,decrypt,112,18151,6
client,encrypt,112,18151,7
server,decrypt,112,23337,7
server,encrypt,112,12965,5
client,decrypt,112,23337,8
client,encrypt,112,12965,5
server,decrypt,112,18151,7
server,encrypt,112,15558,5
client,decrypt,112,25930,10
client,encrypt,112,18151,6
server,decrypt,112,23337,9
server,encrypt,112,10372,5
client,decrypt,112,18151,7
client,encrypt,112,10372,5
server,decrypt,112,18151,6
server,encrypt,112,15558,5
client,decrypt,112,18151,6
client,encrypt,112,38895,9
server,decrypt,112,23337,7
server,encrypt,112,38895,11
client,decrypt,112,20744,6
client,encrypt,112,20744,6
server,decrypt,112,46674,16
server,encrypt,112,23337,8
client,decrypt,112,44081,15
client,encrypt,112,12965,5
server,decrypt,112,33709,11
server,encrypt,112,18151,7
client,decrypt,112,31116,12
client,encrypt,112,18151,7
server,decrypt,112,38895,14
server,encrypt,112,7779,3
client,decrypt,112,15558,5
client,encrypt,112,18151,6
server,decrypt,112,25930,9
server,encrypt,112,18151,7
client,decrypt,112,46674,17
client,encrypt,112,25930,9
server,decrypt,112,31116,11
server,encrypt,112,15558,6
client,decrypt,112,36302,14
client,encrypt,112,12965,4
server,decrypt,112,15558,7
server,encrypt,112,12965,4
client,decrypt,112,15558,7
client,encrypt,112,12965,5
server,decrypt,112,15558,6
server,encrypt,112,57046,22
client,decrypt,112,10372,5
client,encrypt,112,12965,5
server,decrypt,112,15558,4
server,encrypt,112,12965,5
client,decrypt,112,23337,10
client,encrypt,112,18151,7
server,decrypt,112,20744,7
server,encrypt,112,15558,5
client,decrypt,112,25930,9
client,encrypt,112,15558,5
server,decrypt,112,25930,10
server,encrypt,112,10372,4
client,decrypt,112,10372,4
client,encrypt,112,12965,4
server,decrypt,112,15558,6
server,encrypt,112,10372,4
client,decrypt,112,20744,8
client,encrypt,112,10372,3
server,decrypt,112,18151,6
server,encrypt,112,18151,6
client,decrypt,112,36302,14
client,encrypt,112,28523,10
server,decrypt,112,36302,14
server,encrypt,112,12965,5
client,decrypt,112,25930,9
client,encrypt,112,15558,6
server,decrypt,112,18151,6
server,encrypt,112,12965,5
client,decrypt,112,12965,5
client,encrypt,112,12965,4
server,decrypt,112,25930,9
server,encrypt,112,18151,7
client,decrypt,112,23337,9
client,encrypt,112,10372,3
server,decrypt,112,33709,13
server,encrypt,112,0,0
client,decrypt,112,18151,6
client,encrypt,112,7779,3
server,decrypt,112,15558,5
server,encrypt,112,18151,5
client,decrypt,112,18151,7
client,encrypt,112,10372,4
server,decrypt,112,18151,6
server,encrypt,112,10372,3
client,decrypt,112,12965,5
client,encrypt,112,10372,3
server,decrypt,112,12965,4
server,encrypt,112,51860,20
client,decrypt,112,15558,5
client,encrypt,112,10372,3
server,decrypt,112,18151,8
server,encrypt,112,12965,4
client,decrypt,112,18151,6
client,encrypt,112,10372,4
server,decrypt,112,15558,6
server,encrypt,112,12965,4
client,decrypt,112,20744,7
client,encrypt,112,10372,3
server,decrypt,112,18151,6
server,encrypt,112,10372,3
client,decrypt,112,12965,5
client,encrypt,112,10372,3
server,decrypt,112,23337,8
server,encrypt,112,7779,4
client,decrypt,112,15558,5
client,encrypt,112,7779,3
server,decrypt,112,15558,5
server,encrypt,112,7779,4
client,decrypt,112,10372,5
client,encrypt,112,10372,3
server,decrypt,112,12965,4
server,encrypt,112,12965,5
client,decrypt,112,12965,4
client,encrypt,112,10372,3
server,decrypt,112,20744,9
server,encrypt,112,7779,3
client,decrypt,112,10372,4
client,encrypt,112,7779,3
server,decrypt,112,20744,6
server,encrypt,112,15558,4
client,decrypt,112,20744,7
client,encrypt,112,10372,3
server,decrypt,112,67418,27
server,encrypt,112,7779,3
client,decrypt,112,12965,5
client,encrypt,112,5186,3
server,decrypt,112,10372,4
server,encrypt,112,12965,4
client,decrypt,112,18151,6
client,encrypt,112,18151,6
server,decrypt,112,18151,6
server,encrypt,112,12965,4
client,decrypt,112,18151,7
client,encrypt,112,25930,9
server,decrypt,112,31116,10
server,encrypt,112,10372,3
client,decrypt,112,18151,7
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,10372,3
client,decrypt,112,23337,8
client,encrypt,112,7779,3
server,decrypt,112,15558,6
server,encrypt,112,12965,5
client,decrypt,112,20744,7
client,encrypt,112,7779,4
server,decrypt,112,31116,12
server,encrypt,112,12965,5
client,decrypt,112,15558,5
client,encrypt,112,7779,3
server,decrypt,112,12965,4
server,encrypt,112,7779,3
client,decrypt,112,10372,4
client,encrypt,112,7779,3
server,decrypt,112,33709,12
server,encrypt,112,15558,5
client,decrypt,112,23337,8
client,encrypt,112,15558,4
server,decrypt,112,12965,6
server,encrypt,112,7779,3
client,decrypt,112,25930,10
client,encrypt,112,15558,5
server,decrypt,112,28523,11
server,encrypt,112,20744,8
client,decrypt,112,18151,7
client,encrypt,112,7779,3
server,decrypt,112,18151,7
server,encrypt,112,10372,3
client,decrypt,112,12965,4
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,10372,3
client,decrypt,112,10372,4
client,encrypt,112,10372,3
server,decrypt,112,10372,4
server,encrypt,112,7779,2
client,decrypt,112,10372,4
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,12965,4
client,decrypt,112,0,0
client,encrypt,112,10372,3
server,decrypt,112,28523,11
server,encrypt,112,12965,4
client,decrypt,112,18151,6
client,encrypt,112,10372,3
server,decrypt,112,12965,5
server,encrypt,112,10372,3
client,decrypt,112,15558,5
client,encrypt,112,10372,3
server,decrypt,112,15558,5
server,encrypt,112,7779,3
client,decrypt,112,28523,8
client,encrypt,112,10372,3
server,decrypt,112,33709,11
server,encrypt,112,12965,4
client,decrypt,112,12965,5
client,encrypt,112,7779,2
server,decrypt,112,20744,8
server,encrypt,112,15558,5
client,decrypt,112,23337,9
client,encrypt,112,31116,10
server,decrypt,112,33709,12
server,encrypt,112,15558,6
client,decrypt,112,18151,7
client,encrypt,112,20744,7
server,decrypt,112,28523,10
server,encrypt,112,18151,7
client,decrypt,112,36302,14
client,encrypt,112,25930,10
server,decrypt,112,12965,4
server,encrypt,112,10372,4
client,decrypt,112,25930,10
client,encrypt,112,7779,4
server,decrypt,112,15558,6
server,encrypt,112,15558,5
client,decrypt,112,12965,5
client,encrypt,112,7779,3
server,decrypt,112,10372,5
server,encrypt,112,10372,3
client,decrypt,112,10372,5
client,encrypt,112,12965,4
server,decrypt,112,12965,4
server,encrypt,112,15558,5
client,decrypt,112,28523,11
client,encrypt,112,7779,3
server,decrypt,112,10372,5
server,encrypt,112,7779,3
client,decrypt,112,44081,16
client,encrypt,112,12965,5
server,decrypt,112,10372,4
server,encrypt,112,12965,5
client,decrypt,112,12965,4
client,encrypt,112,10372,3
server,decrypt,112,15558,6
server,encrypt,112,7779,3
client,decrypt,112,10372,5
client,encrypt,112,10372,4
server,decrypt,112,10372,4
server,encrypt,112,7779,3
client,decrypt,112,15558,6
client,encrypt,112,10372,3
server,decrypt,112,12965,4
server,encrypt,112,7779,3
client,decrypt,112,12965,4
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,7779,2
client,decrypt,112,12965,4
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,7779,3
client,decrypt,112,10372,4
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,15558,5
client,decrypt,112,23337,8
client,encrypt,112,10372,4
server,decrypt,112,18151,6
server,encrypt,112,10372,3
client,decrypt,112,18151,6
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,10372,5
server,decrypt,112,15558,6
server,encrypt,112,10372,3
client,decrypt,112,20744,6
client,encrypt,112,25930,10
server,decrypt,112,28523,10
server,encrypt,112,12965,4
client,decrypt,112,12965,6
client,encrypt,112,7779,3
server,decrypt,112,15558,6
server,encrypt,112,7779,3
client,decrypt,112,15558,6
client,encrypt,112,10372,3
server,decrypt,112,15558,5
server,encrypt,112,12965,4
client,decrypt,112,15558,5
client,encrypt,112,7779,3
server,decrypt,112,10372,5
server,encrypt,112,7779,3
client,decrypt,112,15558,7
client,encrypt,112,7779,4
server,decrypt,112,10372,4
server,encrypt,112,7779,4
client,decrypt,112,204847,81
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,7779,3
client,decrypt,112,10372,4
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,10372,3
client,decrypt,112,10372,5
client,encrypt,112,7779,3
server,decrypt,112,7779,4
server,encrypt,112,7779,2
client,decrypt,112,18151,6
client,encrypt,112,7779,3
server,decrypt,112,10372,5
server,encrypt,112,7779,3
client,decrypt,112,12965,5
client,encrypt,112,5186,3
server,decrypt,112,7779,4
server,encrypt,112,7779,3
client,decrypt,112,10372,5
client,encrypt,112,7779,2
server,decrypt,112,165952,64
server,encrypt,112,7779,3
client,decrypt,112,10372,4
client,encrypt,112,7779,2
server,decrypt,112,7779,3
server,encrypt,112,5186,3
client,decrypt,112,10372,4
client,encrypt,112,7779,3
server,decrypt,112,10372,3
server,encrypt,112,7779,3
client,decrypt,112,18151,7
client,encrypt,112,7779,2
server,decrypt,112,7779,4
server,encrypt,112,7779,3
client,decrypt,112,15558,6
client,encrypt,112,7779,3
server,decrypt,112,7779,4
server,encrypt,112,7779,3
client,decrypt,112,15558,5
client,encrypt,112,7779,2
server,decrypt,112,10372,3
server,encrypt,112,7779,3
client,decrypt,112,10372,3
client,encrypt,112,7779,2
server,decrypt,112,10372,4
server,encrypt,112,7779,3
client,decrypt,112,191882,75
client,encrypt,112,7779,3
server,decrypt,112,12965,4
server,encrypt,112,7779,3
client,decrypt,112,12965,4
client,encrypt,112,7779,3
server,decrypt,112,7779,3
server,encrypt,112,7779,3
client,decrypt,112,12965,4
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,7779,3
client,decrypt,112,12965,4
client,encrypt,112,7779,3
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,0,0
server,encrypt,112,0,0
client,decrypt,112,0,0
client,encrypt,112,0,0
server,decrypt,112,10372,5
server,encrypt,112,7779,3
client,decrypt,112,12965,5
client,encrypt,112,7779,3
server,decrypt,112,10372,3
server,encrypt,112,10372,3
client,decrypt,112,12965,4
client,encrypt,112,7779,3
server,decrypt,112,10372,3
server,encrypt,112,12965,4
client,decrypt,112,15558,5
client,encrypt,112,10372,3
server,decrypt,112,15558,5
server,encrypt,112,10372,3
client,decrypt,112,15558,5
client,encrypt,112,10372,3
server,decrypt,112,0,0
server,encrypt,112,10372,3
client,decrypt,112,20744,7
client,encrypt,112,12965,4
server,decrypt,112,28523,9
server,encrypt,112,10372,3
client,decrypt,112,18151,6
client,encrypt,112,7779,4
server,decrypt,112,12965,5
server,encrypt,112,10372,3
client,decrypt,112,20744,8
client,encrypt,112,10372,3
server,decrypt,112,18151,7
server,encrypt,112,7779,3
client,decrypt,112,10372,5
client,encrypt,112,7779,3
server,decrypt,112,10372,3
server,encrypt,112,7779,3
client,decrypt,112,12965,4
client,encrypt,112,7779,3
server,decrypt,112,12965,4
server,encrypt,112,7779,3
client,decrypt,112,12965,4
client,encrypt,112,7779,2
server,decrypt,112,0,0
server,encrypt,112,51860,20
client,decrypt,112,15558,5
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,7779,3
client,decrypt,112,10372,4
client,encrypt,112,7779,3
server,decrypt,112,10372,3
server,encrypt,112,7779,2
client,decrypt,112,15558,6
client,encrypt,112,7779,3
server,decrypt,112,10372,3
server,encrypt,112,7779,3
client,decrypt,112,12965,4
client,encrypt,112,10372,3
server,decrypt,112,54453,5
server,encrypt,112,7779,3
client,decrypt,112,12965,5
client,encrypt,112,10372,3
server,decrypt,112,12965,4
server,encrypt,112,7779,3
client,decrypt,112,12965,4
client,encrypt,112,7779,2
server,decrypt,112,7779,4
server,encrypt,112,7779,3
client,decrypt,112,10372,3
client,encrypt,112,7779,3
server,decrypt,112,7779,3
server,encrypt,112,7779,3
client,decrypt,112,7779,4
client,encrypt,112,7779,3
server,decrypt,112,7779,3
server,encrypt,112,98534,38
client,decrypt,112,12965,4
client,encrypt,112,7779,3
server,decrypt,112,10372,4
server,encrypt,112,7779,3
client,decrypt,112,10372,3
