endpoint,operation,msglen,time
client,encrypt,8192,649
server,decrypt,8192,678
server,encrypt,8192,624
client,decrypt,8192,977
client,encrypt,8192,619
server,decrypt,8192,774
server,encrypt,8192,671
client,decrypt,8192,618
client,encrypt,8192,634
server,decrypt,8192,859
server,encrypt,8192,675
client,decrypt,8192,676
client,encrypt,8192,619
server,decrypt,8192,617
server,encrypt,8192,662
client,decrypt,8192,649
client,encrypt,8192,626
server,decrypt,8192,610
server,encrypt,8192,720
client,decrypt,8192,622
client,encrypt,16384,1253
server,decrypt,16384,1226
server,encrypt,16384,1252
client,decrypt,16384,1242
client,encrypt,16384,1249
server,decrypt,16384,1240
server,encrypt,16384,1250
client,decrypt,16384,1493
client,encrypt,16384,1510
server,decrypt,16384,1236
server,encrypt,16384,1241
client,decrypt,16384,1312
client,encrypt,16384,1273
server,decrypt,16384,1258
server,encrypt,16384,1257
client,decrypt,16384,1283
client,encrypt,16384,1328
server,decrypt,16384,1237
server,encrypt,16384,1252
client,decrypt,16384,1707
