endpoint,data_size,time
client,1048576,208246
server,1048576,207539
server,1048576,201361
client,1048576,206191
server,1048576,205589
client,1048576,206556
server,1048576,203793
client,1048576,204314
server,1048576,201477
client,1048576,201967
server,1048576,202083
client,1048576,202603
server,1048576,204380
client,1048576,204872
server,1048576,201761
client,1048576,202290
server,1048576,201386
client,1048576,201922
server,1048576,202218
client,1048576,202757
server,1048576,205043
client,1048576,205565
server,1048576,203638
client,1048576,204138
server,1048576,202458
client,1048576,202986
server,1048576,201445
client,1048576,201966
server,1048576,205781
client,1048576,206318
server,1048576,203168
client,1048576,203698
server,1048576,201315
client,1048576,201998
server,1048576,201927
client,1048576,202460
server,1048576,202438
client,1048576,202989
server,1048576,203374
client,1048576,204022
server,1048576,203135
client,1048576,203638
server,1048576,205002
client,1048576,205531
server,1048576,203708
client,1048576,204256
server,1048576,202384
client,1048576,202936
server,1048576,201237
client,1048576,201809
server,1048576,202994
client,1048576,203553
server,1048576,205342
client,1048576,205915
server,1048576,203094
client,1048576,203666
server,1048576,202583
client,1048576,203106
server,1048576,203210
client,1048576,203794
server,1048576,201029
client,1048576,201649
server,1048576,205003
client,1048576,205564
server,1048576,205631
client,1048576,206202
server,1048576,204436
client,1048576,204986
server,1048576,201309
client,1048576,201891
server,1048576,204421
client,1048576,204951
server,1048576,203336
client,1048576,203903
server,1048576,202917
client,1048576,203495
server,1048576,205018
client,1048576,205634
server,1048576,204166
client,1048576,204751
server,1048576,203807
client,1048576,204374
server,1048576,203919
client,1048576,204503
server,1048576,201914
client,1048576,202513
server,1048576,204137
client,1048576,204997
server,1048576,204435
client,1048576,204981
server,1048576,203277
client,1048576,203881
server,1048576,202564
client,1048576,203190
server,1048576,202095
client,1048576,202682
server,1048576,206599
client,1048576,207347
server,1048576,205621
client,1048576,206214
server,1048576,204426
client,1048576,204950
server,1048576,203641
client,1048576,204215
server,1048576,205904
client,1048576,206489
server,1048576,201918
client,1048576,202586
server,1048576,205233
client,1048576,205775
server,1048576,203321
client,1048576,203910
server,1048576,203771
client,1048576,204345
server,1048576,205243
client,1048576,205816
server,1048576,202771
client,1048576,203417
server,1048576,203276
client,1048576,204139
server,1048576,207067
client,1048576,207621
server,1048576,204876
client,1048576,205440
server,1048576,206005
client,1048576,206617
server,1048576,204483
client,1048576,205042
server,1048576,202021
client,1048576,202531
server,1048576,203847
client,1048576,204391
server,1048576,203292
client,1048576,203857
server,1048576,201806
client,1048576,202311
server,1048576,207765
client,1048576,208297
server,1048576,207352
client,1048576,207917
server,1048576,203533
client,1048576,204081
server,1048576,202427
client,1048576,202949
server,1048576,203660
client,1048576,204180
server,1048576,202765
client,1048576,203304
server,1048576,205633
client,1048576,206172
server,1048576,202755
client,1048576,203261
server,1048576,203207
client,1048576,203732
server,1048576,201795
client,1048576,202319
server,1048576,206815
client,1048576,207337
server,1048576,202770
client,1048576,203284
server,1048576,205369
client,1048576,205931
server,1048576,202800
client,1048576,203334
