endpoint,operation,msglen,time
client,encrypt,8192,655
server,decrypt,8192,801
server,encrypt,8192,809
client,decrypt,8192,619
client,encrypt,8192,723
server,decrypt,8192,619
server,encrypt,8192,635
client,decrypt,8192,703
client,encrypt,8192,632
server,decrypt,8192,620
server,encrypt,8192,633
client,decrypt,8192,811
client,encrypt,8192,625
server,decrypt,8192,610
server,encrypt,8192,638
client,decrypt,8192,634
client,encrypt,8192,652
server,decrypt,8192,652
server,encrypt,8192,676
client,decrypt,8192,639
client,encrypt,16384,1430
server,decrypt,16384,1408
server,encrypt,16384,1291
client,decrypt,16384,1351
client,encrypt,16384,1260
server,decrypt,16384,1312
server,encrypt,16384,1303
client,decrypt,16384,1506
client,encrypt,16384,1358
server,decrypt,16384,1259
server,encrypt,16384,1306
client,decrypt,16384,1241
client,encrypt,16384,1572
server,decrypt,16384,1299
server,encrypt,16384,1254
client,decrypt,16384,1494
client,encrypt,16384,1268
server,decrypt,16384,1253
server,encrypt,16384,1252
client,decrypt,16384,1965
