endpoint,keylen,time
server,10,635
client,10,201
server,10,188
client,10,223
server,10,257
client,10,189
server,10,228
client,10,173
server,10,203
client,10,185
server,16,214
client,16,123
client,16,138
server,16,221
server,16,224
client,16,188
server,16,231
client,16,184
client,16,143
server,16,228
server,24,155
client,24,116
server,24,248
client,24,152
server,24,166
client,24,127
server,24,140
client,24,109
server,24,174
client,24,126
client,32,115
server,32,140
client,32,123
server,32,168
server,32,274
client,32,206
client,32,115
server,32,161
server,32,166
client,32,109
