endpoint,min_input,max_input,cycles,time
server,32,8192,338262036,130452
client,32,8192,429748262,165735
server,32,8192,416897354,160779
client,32,8192,398870818,153827
server,32,8192,404062004,155828
client,32,8192,374268434,144330
server,32,8192,397239821,153197
client,32,8192,410101101,158157
server,32,8192,429916807,165801
client,32,8192,426838916,164613
server,32,8192,250118187,96460
client,32,8192,18428451,7106
server,32,8192,385783947,148781
client,32,8192,393586284,151789
server,32,8192,350716215,135255
client,32,8192,412696694,159159
server,32,8192,383330969,147833
client,32,8192,246643567,95119
server,32,8192,235128054,90678
client,32,8192,420569042,162195
server,32,8192,218880316,84412
client,32,8192,416119454,160479
server,32,8192,312736544,120609
client,32,8192,409245411,157827
client,32,8192,330602314,127498
server,32,8192,445726328,171895
client,32,8192,422251899,162843
server,32,8192,385197929,148553
server,32,8192,140216475,54077
client,32,8192,511534075,197276
server,32,8192,224743089,86674
client,32,8192,412580009,159114
server,32,8192,68265911,26326
client,32,8192,412076967,158918
client,32,8192,376947003,145371
server,32,8192,438961191,169287
server,32,8192,237083176,91434
client,32,8192,403706763,155692
server,32,8192,245344474,94618
client,32,8192,419534435,161795
server,32,8192,221392933,85382
client,32,8192,417877508,161156
client,32,8192,408166723,157412
server,32,8192,406831328,156896
client,32,8192,438787460,169219
server,32,8192,382752730,147611
server,32,8192,416085745,160466
client,32,8192,399454243,154052
server,32,8192,403024804,155429
client,32,8192,415204125,160125
server,32,8192,409883289,158075
client,32,8192,420789447,162279
server,32,8192,404593569,156033
client,32,8192,417091829,160853
server,32,8192,401456039,154823
client,32,8192,419148078,161647
server,32,8192,374328073,144361
client,32,8192,446556088,172216
server,32,8192,412681136,159153
client,32,8192,401663479,154904
server,32,8192,420213801,162057
client,32,8192,394607926,152183
server,32,8192,413835021,159598
client,32,8192,425913215,164255
server,32,8192,414514387,159860
client,32,8192,438455556,169093
server,32,8192,425088641,163938
client,32,8192,401505306,154842
server,32,8192,411003465,158506
client,32,8192,416181686,160503
server,32,8192,416622496,160672
client,32,8192,395707358,152606
server,32,8192,424645238,163766
client,32,8192,402848480,155360
server,32,8192,422093726,162782
client,32,8192,403520067,155619
server,32,8192,412808193,159202
client,32,8192,398175894,153558
server,32,8192,425583904,164128
client,32,8192,402926270,155390
server,32,8192,419238833,161682
client,32,8192,403971249,155793
server,32,8192,414877407,160001
client,32,8192,397320204,153228
server,32,8192,411042360,158520
client,32,8192,400426618,154426
server,32,8192,421808496,162674
client,32,8192,409611024,157969
server,32,8192,227030115,87554
client,32,8192,398064395,153515
server,32,8192,421095421,162397
client,32,8192,402765504,155330
server,32,8192,420371974,162118
client,32,8192,402711051,155308
server,32,8192,222282332,85724
client,32,8192,405908220,156541
server,32,8192,420053035,161995
client,32,8192,403649717,155669
server,32,8192,423934756,163492
client,32,8192,403626380,155661
server,32,8192,424881201,163858
client,32,8192,79151325,30525
server,32,8192,430508011,166027
client,32,8192,403711949,155694
server,32,8192,403698984,155689
client,32,8192,407718134,157238
server,32,8192,404391315,155956
client,32,8192,397361692,153244
server,32,8192,408791636,157652
client,32,8192,418839511,161527
server,32,8192,419843002,161912
client,32,8192,427248610,164769
server,32,8192,297557122,114754
client,32,8192,409859952,158066
server,32,8192,414058019,159683
client,32,8192,428195055,165136
server,32,8192,219085163,84491
client,32,8192,409639547,157979
server,32,8192,294886332,113724
client,32,8192,427287505,164785
server,32,8192,425462033,164081
client,32,8192,413897253,159622
server,32,8192,418100506,161243
client,32,8192,422700488,163017
server,32,8192,236626808,91258
client,32,8192,418624292,161445
server,32,8192,419448866,161762
client,32,8192,420499031,162167
server,32,8192,270141333,104181
client,32,8192,416184279,160504
server,32,8192,293496484,113190
client,32,8192,416539520,160641
server,32,8192,234583524,90471
client,32,8192,415704574,160318
server,32,8192,312762474,120619
client,32,8192,415032987,160060
server,32,8192,332720795,128315
client,32,8192,430907333,166181
server,32,8192,236012267,91019
client,32,8192,409320608,157857
server,32,8192,171638449,66195
client,32,8192,417537825,161025
server,32,8192,66417102,25614
client,32,8192,425259779,164004
server,32,8192,232778796,89773
client,32,8192,399047142,153894
server,32,8192,412709659,159166
client,32,8192,410941233,158482
server,32,8192,114784331,44267
client,32,8192,425581311,164127
server,32,8192,287646676,110934
client,32,8192,415134114,160099
server,32,8192,160436689,61873
client,32,8192,436720839,168423
server,32,8192,135362379,52203
client,32,8192,427178599,164743
server,32,8192,314963931,121467
client,32,8192,415261171,160147
server,32,8192,78417506,30243
client,32,8192,426704080,164560
server,32,8192,252858988,97516
client,32,8192,438764123,169211
server,32,8192,288730550,111351
client,32,8192,421095421,162397
server,32,8192,131161719,50584
client,32,8192,422145586,162802
server,32,8192,328175266,126564
client,32,8192,433018035,166998
server,32,8192,217848302,84014
client,32,8192,407448462,157134
server,32,8192,222839827,85938
client,32,8192,432507214,166800
server,32,8192,231972373,89463
client,32,8192,404842497,156130
server,32,8192,287903383,111031
client,32,8192,413767603,159571
server,32,8192,142853556,55092
client,32,8192,421556975,162576
server,32,8192,221494060,85421
client,32,8192,409185772,157805
server,32,8192,220734311,85127
client,32,8192,422127435,162797
server,32,8192,331623956,127892
client,32,8192,407142488,157017
server,32,8192,428475099,165245
client,32,8192,410396703,158272
server,32,8192,217946836,84052
client,32,8192,422910521,163099
server,32,8192,424593378,163747
client,32,8192,433772598,167287
server,32,8192,419594074,161818
client,32,8192,423722130,163410
server,32,8192,412595567,159120
client,32,8192,418670966,161462
server,32,8192,218382460,84220
client,32,8192,446535344,172208
server,32,8192,79742529,30754
client,32,8192,426556279,164505
server,32,8192,235540341,90836
client,32,8192,401339354,154779
server,32,8192,414270645,159765
client,32,8192,425334976,164032
server,32,8192,282774429,109054
client,32,8192,414732199,159945
server,32,8192,249189893,96102
client,32,8192,418095320,161240
server,32,8192,416586194,160658
client,32,8192,429756041,165739
server,32,8192,229122666,88359
client,32,8192,431332585,166344
server,32,8192,220589103,85072
client,32,8192,442433218,170626
server,32,8192,414236936,159752
client,32,8192,421619207,162599
server,32,8192,284516925,109725
client,32,8192,432673166,166862
server,32,8192,422827545,163067
client,32,8192,431083657,166250
server,32,8192,129538501,49957
client,32,8192,427085251,164707
server,32,8192,280904876,108332
client,32,8192,416474695,160616
server,32,8192,325673021,125598
client,32,8192,427982429,165054
server,32,8192,224437115,86555
client,32,8192,412289593,159001
server,32,8192,229934275,88676
client,32,8192,412401092,159044
server,32,8192,224457859,86563
client,32,8192,421844798,162686
server,32,8192,322481038,124366
client,32,8192,411535030,158710
server,32,8192,209058032,80625
client,32,8192,385174592,148544
server,32,8192,231884211,89429
client,32,8192,417506709,161013
server,32,8192,221172528,85297
client,32,8192,416334673,160562
server,32,8192,224605660,86622
client,32,8192,412756333,159181
server,32,8192,286394257,110450
client,32,8192,415230055,160135
server,32,8192,240026231,92568
client,32,8192,411104592,158545
server,32,8192,293200882,113074
client,32,8192,452730021,174598
server,32,8192,133052016,51312
client,32,8192,444022727,171240
server,32,8192,419902641,161938
client,32,8192,438357022,169055
server,32,8192,291676198,112486
client,32,8192,429185581,165517
server,32,8192,272993633,105281
client,32,8192,439352734,169439
server,32,8192,119734368,46177
client,32,8192,420270847,162077
server,32,8192,412582602,159114
client,32,8192,431498537,166409
server,32,8192,248964302,96015
client,32,8192,423711758,163406
server,32,8192,257072613,99143
client,32,8192,436788257,168450
server,32,8192,235973372,91005
client,32,8192,419428122,161765
server,32,8192,151381933,58382
client,32,8192,426724824,164568
server,32,8192,430832136,166152
client,32,8192,420288998,162086
server,32,8192,429317824,165568
client,32,8192,408498627,157541
server,32,8192,265053867,102219
client,32,8192,420449764,162149
client,32,8192,408311931,157467
server,32,8192,398253684,153587
server,32,8192,249884817,96370
client,32,8192,432779479,166904
server,32,8192,263225802,101515
client,32,8192,424388531,163667
server,32,8192,282110621,108798
client,32,8192,414968162,160034
server,32,8192,419848188,161916
client,32,8192,415561959,160262
server,32,8192,281418290,108531
client,32,8192,414874814,159998
server,32,8192,417379652,160964
client,32,8192,444385747,171380
server,32,8192,285808239,110223
client,32,8192,418575025,161426
server,32,8192,277030934,106838
client,32,8192,419905234,161938
server,32,8192,124308420,47941
client,32,8192,425003072,163904
server,32,8192,253610958,97807
client,32,8192,421730706,162642
server,32,8192,429084454,165479
client,32,8192,420143790,162031
server,32,8192,248583131,95868
client,32,8192,428013545,165065
server,32,8192,380504599,146743
client,32,8192,413560163,159491
server,32,8192,339999346,131122
client,32,8192,421523266,162562
server,32,8192,164147272,63304
client,32,8192,414392516,159812
server,32,8192,375222658,144707
client,32,8192,416708065,160705
server,32,8192,406675748,156837
client,32,8192,393804096,151873
server,32,8192,410186670,158190
client,32,8192,441559377,170290
server,32,8192,428148381,165117
client,32,8192,399062700,153900
server,32,8192,427111181,164717
client,32,8192,411527251,158707
server,32,8192,426665185,164547
client,32,8192,407412160,157120
server,32,8192,417470407,161000
client,32,8192,401072275,154676
server,32,8192,416832529,160754
client,32,8192,19662719,7584
server,32,8192,434695706,167643
client,32,8192,399244210,153970
server,32,8192,378220166,145864
client,32,8192,401619398,154886
server,32,8192,414776280,159960
client,32,8192,403348929,155553
server,32,8192,411981026,158882
client,32,8192,399975436,154254
server,32,8192,253590214,97799
client,32,8192,409128726,157782
server,32,8192,352671337,136010
client,32,8192,454957408,175457
server,32,8192,395709951,152608
client,32,8192,411545402,158715
server,32,8192,433440694,167159
client,32,8192,399931355,154235
server,32,8192,422117063,162791
client,32,8192,398113662,153535
server,32,8192,425659101,164159
client,32,8192,404572825,156025
server,32,8192,418948417,161570
client,32,8192,403431905,155586
server,32,8192,428389530,165212
client,32,8192,396578606,152942
server,32,8192,436889384,168488
client,32,8192,421520673,162577
server,32,8192,415219683,160132
client,32,8192,407464020,157141
server,32,8192,421009852,162364
client,32,8192,403730100,155702
server,32,8192,432691317,166870
client,32,8192,400838905,154586
server,32,8192,425433510,164071
client,32,8192,396708256,152992
server,32,8192,430139805,165702
client,32,8192,403403382,155574
server,32,8192,422853475,163077
client,32,8192,81980288,31616
server,32,8192,411527251,158707
client,32,8192,103649989,39974
server,32,8192,418842104,161531
client,32,8192,407202127,157040
server,32,8192,420309742,162093
client,32,8192,406631667,156819
server,32,8192,418847290,161530
client,32,8192,53581752,20664
server,32,8192,427012647,164680
client,32,8192,406354216,156712
server,32,8192,415743469,160333
client,32,8192,415504913,160241
server,32,8192,412924878,159247
client,32,8192,392095309,151213
server,32,8192,426081760,164320
client,32,8192,396246702,152814
server,32,8192,427694606,164942
client,32,8192,399036770,153890
server,32,8192,410668968,158378
client,32,8192,403437091,155587
server,32,8192,412310337,159010
client,32,8192,406548691,156787
server,32,8192,407425125,157126
client,32,8192,396581199,152944
server,32,8192,412276628,158998
client,32,8192,410630073,158361
server,32,8192,442806610,170772
client,32,8192,416262069,160534
server,32,8192,430248711,165928
client,32,8192,396410061,152878
server,32,8192,426587395,164515
client,32,8192,407466613,157142
server,32,8192,434335279,167505
client,32,8192,68929719,26583
server,32,8192,436285215,168255
client,32,8192,408802008,157656
server,32,8192,426937450,164651
client,32,8192,395505104,152529
server,32,8192,419866339,161923
client,32,8192,407935946,157323
server,32,8192,436764920,168440
client,32,8192,401868326,154982
server,32,8192,230548816,88913
client,32,8192,403333371,155547
server,32,8192,425845797,164228
client,32,8192,399270140,153980
server,32,8192,430902147,166181
client,32,8192,406413855,156735
server,32,8192,419928571,161947
client,32,8192,406688713,156842
server,32,8192,420895760,162320
client,32,8192,403058513,155441
server,32,8192,427686827,164939
client,32,8192,88825808,34256
server,32,8192,429030001,165457
client,32,8192,405910813,156545
server,32,8192,431034390,166230
client,32,8192,407440683,157132
server,32,8192,425078269,163934
