endpoint,keylen,time
client,192,213043
server,192,273793
client,192,214193
server,192,277832
client,192,205972
server,192,268054
client,192,210014
server,192,272707
client,192,213057
server,192,276287
client,224,241882
server,224,312444
client,224,239537
server,224,302940
client,224,232217
server,224,314675
client,224,245585
server,224,306990
server,224,278567
client,224,217574
server,384,345961
client,384,278312
server,384,353840
client,384,288599
server,384,355506
client,384,292199
client,384,292774
server,384,357555
client,384,294251
server,384,378963
server,521,470342
client,521,407276
client,521,461016
server,521,534023
client,521,376472
server,521,436445
server,521,471944
client,521,405032
client,521,403433
server,521,469562
