endpoint,operation,msglen,time
client,encrypt,8192,308
server,decrypt,8192,221
server,encrypt,8192,217
client,decrypt,8192,213
client,encrypt,8192,215
server,decrypt,8192,216
server,encrypt,8192,222
client,decrypt,8192,214
client,encrypt,8192,221
server,decrypt,8192,276
server,encrypt,8192,217
client,decrypt,8192,216
client,encrypt,8192,216
server,decrypt,8192,218
server,encrypt,8192,219
client,decrypt,8192,213
client,encrypt,8192,221
server,decrypt,8192,230
server,encrypt,8192,378
client,decrypt,8192,221
client,encrypt,16384,431
server,decrypt,16384,442
server,encrypt,16384,431
client,decrypt,16384,432
client,encrypt,16384,795
server,decrypt,16384,425
server,encrypt,16384,453
client,decrypt,16384,440
client,encrypt,16384,426
server,decrypt,16384,601
server,encrypt,16384,601
client,decrypt,16384,478
client,encrypt,16384,426
server,decrypt,16384,431
server,encrypt,16384,437
client,decrypt,16384,509
client,encrypt,16384,484
server,decrypt,16384,441
server,encrypt,16384,430
client,decrypt,16384,516
