endpoint,min_input,max_input,cycles,time
server,32,8192,1185174731,457066
client,32,8192,1074311016,414312
server,32,8192,1145781875,441875
client,32,8192,995888324,384069
server,32,8192,1129562660,435621
client,32,8192,1093143975,421575
server,32,8192,1139615721,439498
client,32,8192,990551930,382011
server,32,8192,1160201548,447436
client,32,8192,1021942788,394116
server,32,8192,1174911637,453109
client,32,8192,1062951083,409931
server,32,8192,1170778395,451515
client,32,8192,1056069261,407277
server,32,8192,1143800823,441112
client,32,8192,1035911279,399504
server,32,8192,1185309567,457117
client,32,8192,1060925950,409150
server,32,8192,1096416341,422837
client,32,8192,1033844658,398706
server,32,8192,1139685732,439525
client,32,8192,1145037684,441589
server,32,8192,1101125229,424653
client,32,8192,1172907248,452336
server,32,8192,1132892072,436904
client,32,8192,1155832343,445751
server,32,8192,1117160341,430838
client,32,8192,1157587804,446428
server,32,8192,1140261378,439746
client,32,8192,1170622815,451455
server,32,8192,1160554196,447572
client,32,8192,1170993614,451599
server,32,8192,1176905654,453879
client,32,8192,1199596997,462630
server,32,8192,1167244136,450154
client,32,8192,1168729925,450726
server,32,8192,1180012068,455078
client,32,8192,1192585525,459927
server,32,8192,1147099119,442384
client,32,8192,1164319232,449024
server,32,8192,1153682746,444923
client,32,8192,1165662406,449541
server,32,8192,1163595785,448745
client,32,8192,1023633424,394768
server,32,8192,1133395114,437099
client,32,8192,999085493,385302
server,32,8192,1159203243,447051
client,32,8192,21866769,8433
server,32,8192,1185374392,457146
client,32,8192,997013686,384503
server,32,8192,1140855175,439975
client,32,8192,88537985,34146
server,32,8192,1165786870,449590
client,32,8192,1005031242,387594
server,32,8192,1198925410,462371
client,32,8192,47182228,18197
server,32,8192,1159262882,447075
client,32,8192,38280459,14763
server,32,8192,1179698315,454955
client,32,8192,978458178,377346
server,32,8192,1095195038,422366
client,32,8192,1153721641,444937
server,32,8192,1152972264,444649
client,32,8192,1165050458,449307
server,32,8192,738058555,284636
client,32,8192,1047377525,403926
server,32,8192,1157136622,446255
client,32,8192,1108406373,427462
server,32,8192,764971302,295016
client,32,8192,1051324071,405447
server,32,8192,1140645142,439895
client,32,8192,1018341111,392728
server,32,8192,1142605450,440650
client,32,8192,992501866,382762
server,32,8192,1126720732,434524
client,32,8192,1104042354,425779
server,32,8192,1128281718,435127
client,32,8192,1014913165,391406
server,32,8192,972006794,374858
client,32,8192,996829583,384431
server,32,8192,1117129225,430825
client,32,8192,998999924,385269
server,32,8192,1139851684,439589
client,32,8192,991062751,382208
server,32,8192,1156275746,445922
client,32,8192,1010354671,389647
server,32,8192,780640801,301057
client,32,8192,1067201010,411570
server,32,8192,718486591,277087
client,32,8192,1028596426,396682
server,32,8192,1138109188,438917
client,32,8192,1011321860,390021
server,32,8192,1149054241,443137
client,32,8192,1007139351,388407
server,32,8192,1128605843,435251
client,32,8192,1012851730,390611
server,32,8192,1178324025,454425
client,32,8192,1005754689,387873
server,32,8192,1138604451,439108
client,32,8192,989566590,381629
server,32,8192,1137642448,438736
client,32,8192,993124186,383003
server,32,8192,1165906148,449636
client,32,8192,1018317774,392718
server,32,8192,1156405396,445972
client,32,8192,1007613870,388592
server,32,8192,1130768405,436085
client,32,8192,1039891534,401040
server,32,8192,1132503122,436755
client,32,8192,1009524911,389326
