endpoint,operation,msglen,time
client,encrypt,4096,67
server,decrypt,4096,33
server,encrypt,4096,34
client,decrypt,4096,33
client,encrypt,4096,34
server,decrypt,4096,33
server,encrypt,4096,33
client,decrypt,4096,32
client,encrypt,4096,34
server,decrypt,4096,34
server,encrypt,4096,34
client,decrypt,4096,32
client,encrypt,4096,38
server,decrypt,4096,33
server,encrypt,4096,34
client,decrypt,4096,33
client,encrypt,4096,34
server,decrypt,4096,33
server,encrypt,4096,33
client,decrypt,4096,33
client,encrypt,8192,73
server,decrypt,8192,73
server,encrypt,8192,97
client,decrypt,8192,64
client,encrypt,8192,64
server,decrypt,8192,63
server,encrypt,8192,64
client,decrypt,8192,63
client,encrypt,8192,64
server,decrypt,8192,64
server,encrypt,8192,63
client,decrypt,8192,63
client,encrypt,8192,69
server,decrypt,8192,82
server,encrypt,8192,75
client,decrypt,8192,91
client,encrypt,8192,75
server,decrypt,8192,77
server,encrypt,8192,65
client,decrypt,8192,63
client,encrypt,16384,144
server,decrypt,16384,129
server,encrypt,16384,125
client,decrypt,16384,127
client,encrypt,16384,144
server,decrypt,16384,126
server,encrypt,16384,127
client,decrypt,16384,124
client,encrypt,16384,127
server,decrypt,16384,126
server,encrypt,16384,127
client,decrypt,16384,124
client,encrypt,16384,127
server,decrypt,16384,123
server,encrypt,16384,146
client,decrypt,16384,125
client,encrypt,16384,127
server,decrypt,16384,137
server,encrypt,16384,131
client,decrypt,16384,124
