msglen,time
1024,27780
1024,18266
1024,18446
1024,19145
1024,18086
1024,18598
1024,18301
1024,18520
1024,18446
1024,18335
1024,18152
1024,18320
1024,17996
1024,18406
1024,19289
1024,18215
1024,19020
1024,17937
1024,19093
1024,20274
1024,19602
1024,18051
1024,20126
1024,19316
1024,21699
