msglen,time
1024,27981
1024,18440
1024,18660
1024,19325
1024,18253
1024,18755
1024,18449
1024,18728
1024,18624
1024,18533
1024,18304
1024,18490
1024,18161
1024,18580
1024,19589
1024,18406
1024,19197
1024,18116
1024,19264
1024,20445
1024,19823
1024,18225
1024,20324
1024,19473
1024,21853
