endpoint,keylen,test_id,operation,time
server,1,0,ecdh_setup,3
client,1,0,ecdsa_verify_with_sha256,21569
server,1,0,ecdh_make_params,65314
server,1,0,ecdsa_sign_with_sha512,10455
client,1,0,parse_server_ecdh_params,5
server,1,0,ecdsa_verify_with_sha512,19876
server,1,0,ecdsa_verify_with_sha256,20096
client,1,0,ecdh_make_public,61320
client,1,0,ecdh_calc_secret,60144
server,1,0,ecdh_read_public,4
client,1,0,ecdsa_sign_with_sha256,10351
server,1,0,ecdh_calc_secret,61071
server,1,0,ecdsa_verify_with_sha256,19880
server,1,1,ecdh_setup,2
client,1,1,ecdsa_verify_with_sha256,20502
server,1,1,ecdh_make_params,62375
server,1,1,ecdsa_sign_with_sha512,10453
client,1,1,parse_server_ecdh_params,8
server,1,1,ecdsa_verify_with_sha512,20326
server,1,1,ecdsa_verify_with_sha256,29176
client,1,1,ecdh_make_public,69519
client,1,1,ecdh_calc_secret,60551
server,1,1,ecdh_read_public,3
client,1,1,ecdsa_sign_with_sha256,10539
server,1,1,ecdh_calc_secret,59968
server,1,1,ecdsa_verify_with_sha256,20013
server,1,2,ecdh_setup,2
client,1,2,ecdsa_verify_with_sha256,20397
server,1,2,ecdh_make_params,62009
server,1,2,ecdsa_sign_with_sha512,10768
client,1,2,parse_server_ecdh_params,6
server,1,2,ecdsa_verify_with_sha512,19831
server,1,2,ecdsa_verify_with_sha256,19999
client,1,2,ecdh_make_public,61491
client,1,2,ecdh_calc_secret,59875
server,1,2,ecdh_read_public,4
client,1,2,ecdsa_sign_with_sha256,10698
server,1,2,ecdh_calc_secret,62216
server,1,2,ecdsa_verify_with_sha256,19482
server,1,3,ecdh_setup,3
client,1,3,ecdsa_verify_with_sha256,20306
server,1,3,ecdh_make_params,61541
server,1,3,ecdsa_sign_with_sha512,10486
client,1,3,parse_server_ecdh_params,7
server,1,3,ecdsa_verify_with_sha512,20075
server,1,3,ecdsa_verify_with_sha256,36148
client,1,3,ecdh_make_public,74905
client,1,3,ecdh_calc_secret,59575
server,1,3,ecdh_read_public,4
client,1,3,ecdsa_sign_with_sha256,10459
server,1,3,ecdh_calc_secret,61046
server,1,3,ecdsa_verify_with_sha256,19896
server,1,4,ecdh_setup,2
client,1,4,ecdsa_verify_with_sha256,20326
server,1,4,ecdh_make_params,62578
server,1,4,ecdsa_sign_with_sha512,10777
client,1,4,parse_server_ecdh_params,6
server,1,4,ecdsa_verify_with_sha512,20117
server,1,4,ecdsa_verify_with_sha256,20300
client,1,4,ecdh_make_public,61631
client,1,4,ecdh_calc_secret,60677
server,1,4,ecdh_read_public,3
client,1,4,ecdsa_sign_with_sha256,10608
server,1,4,ecdh_calc_secret,60960
server,1,4,ecdsa_verify_with_sha256,19920
server,1,5,ecdh_setup,2
client,1,5,ecdsa_verify_with_sha256,20080
server,1,5,ecdh_make_params,61203
server,1,5,ecdsa_sign_with_sha512,11092
client,1,5,parse_server_ecdh_params,7
server,1,5,ecdsa_verify_with_sha512,19790
server,1,5,ecdsa_verify_with_sha256,19833
client,1,5,ecdh_make_public,61045
client,1,5,ecdh_calc_secret,59611
server,1,5,ecdh_read_public,4
client,1,5,ecdsa_sign_with_sha256,10198
server,1,5,ecdh_calc_secret,60746
server,1,5,ecdsa_verify_with_sha256,19979
server,1,6,ecdh_setup,2
client,1,6,ecdsa_verify_with_sha256,20530
server,1,6,ecdh_make_params,60934
server,1,6,ecdsa_sign_with_sha512,10879
client,1,6,parse_server_ecdh_params,6
server,1,6,ecdsa_verify_with_sha512,19905
server,1,6,ecdsa_verify_with_sha256,19933
client,1,6,ecdh_make_public,61321
client,1,6,ecdh_calc_secret,61143
server,1,6,ecdh_read_public,3
client,1,6,ecdsa_sign_with_sha256,10436
server,1,6,ecdh_calc_secret,60660
server,1,6,ecdsa_verify_with_sha256,20171
server,1,7,ecdh_setup,2
client,1,7,ecdsa_verify_with_sha256,20370
server,1,7,ecdh_make_params,69116
server,1,7,ecdsa_sign_with_sha512,10420
client,1,7,parse_server_ecdh_params,5
server,1,7,ecdsa_verify_with_sha512,20114
server,1,7,ecdsa_verify_with_sha256,20275
client,1,7,ecdh_make_public,61715
client,1,7,ecdh_calc_secret,59922
server,1,7,ecdh_read_public,3
client,1,7,ecdsa_sign_with_sha256,10355
server,1,7,ecdh_calc_secret,61080
server,1,7,ecdsa_verify_with_sha256,20002
server,1,8,ecdh_setup,2
client,1,8,ecdsa_verify_with_sha256,20448
server,1,8,ecdh_make_params,62141
server,1,8,ecdsa_sign_with_sha512,10657
client,1,8,parse_server_ecdh_params,5
server,1,8,ecdsa_verify_with_sha512,19812
server,1,8,ecdsa_verify_with_sha256,20274
client,1,8,ecdh_make_public,61203
client,1,8,ecdh_calc_secret,60327
server,1,8,ecdh_read_public,4
client,1,8,ecdsa_sign_with_sha256,10411
server,1,8,ecdh_calc_secret,61071
server,1,8,ecdsa_verify_with_sha256,19873
server,1,9,ecdh_setup,2
client,1,9,ecdsa_verify_with_sha256,20711
server,1,9,ecdh_make_params,61431
server,1,9,ecdsa_sign_with_sha512,10802
client,1,9,parse_server_ecdh_params,5
server,1,9,ecdsa_verify_with_sha512,20151
server,1,9,ecdsa_verify_with_sha256,19978
client,1,9,ecdh_make_public,61052
client,1,9,ecdh_calc_secret,60560
server,1,9,ecdh_read_public,4
client,1,9,ecdsa_sign_with_sha256,10375
server,1,9,ecdh_calc_secret,61058
server,1,9,ecdsa_verify_with_sha256,19569
server,1,10,ecdh_setup,1
client,1,10,ecdsa_verify_with_sha256,20624
server,1,10,ecdh_make_params,61371
server,1,10,ecdsa_sign_with_sha512,10524
client,1,10,parse_server_ecdh_params,7
server,1,10,ecdsa_verify_with_sha512,19914
server,1,10,ecdsa_verify_with_sha256,28407
client,1,10,ecdh_make_public,68085
client,1,10,ecdh_calc_secret,61038
server,1,10,ecdh_read_public,3
client,1,10,ecdsa_sign_with_sha256,10298
server,1,10,ecdh_calc_secret,60969
server,1,10,ecdsa_verify_with_sha256,20125
server,1,11,ecdh_setup,2
client,1,11,ecdsa_verify_with_sha256,20077
server,1,11,ecdh_make_params,61670
server,1,11,ecdsa_sign_with_sha512,10950
client,1,11,parse_server_ecdh_params,6
server,1,11,ecdsa_verify_with_sha512,19875
server,1,11,ecdsa_verify_with_sha256,20409
client,1,11,ecdh_make_public,62011
client,1,11,ecdh_calc_secret,60331
server,1,11,ecdh_read_public,4
client,1,11,ecdsa_sign_with_sha256,10307
server,1,11,ecdh_calc_secret,61400
server,1,11,ecdsa_verify_with_sha256,19910
server,1,12,ecdh_setup,3
client,1,12,ecdsa_verify_with_sha256,20494
server,1,12,ecdh_make_params,61260
server,1,12,ecdsa_sign_with_sha512,10912
client,1,12,parse_server_ecdh_params,6
server,1,12,ecdsa_verify_with_sha512,19972
server,1,12,ecdsa_verify_with_sha256,20774
client,1,12,ecdh_make_public,61825
client,1,12,ecdh_calc_secret,60210
server,1,12,ecdh_read_public,4
client,1,12,ecdsa_sign_with_sha256,13132
server,1,12,ecdh_calc_secret,61205
server,1,12,ecdsa_verify_with_sha256,19584
server,1,13,ecdh_setup,2
client,1,13,ecdsa_verify_with_sha256,20141
server,1,13,ecdh_make_params,61027
server,1,13,ecdsa_sign_with_sha512,10854
client,1,13,parse_server_ecdh_params,5
server,1,13,ecdsa_verify_with_sha512,20500
server,1,13,ecdsa_verify_with_sha256,20524
client,1,13,ecdh_make_public,61638
client,1,13,ecdh_calc_secret,60343
server,1,13,ecdh_read_public,4
client,1,13,ecdsa_sign_with_sha256,10341
server,1,13,ecdh_calc_secret,61207
server,1,13,ecdsa_verify_with_sha256,19868
server,1,14,ecdh_setup,1
client,1,14,ecdsa_verify_with_sha256,20173
server,1,14,ecdh_make_params,61544
server,1,14,ecdsa_sign_with_sha512,10846
client,1,14,parse_server_ecdh_params,6
server,1,14,ecdsa_verify_with_sha512,19896
server,1,14,ecdsa_verify_with_sha256,20699
client,1,14,ecdh_make_public,61490
client,1,14,ecdh_calc_secret,60572
server,1,14,ecdh_read_public,4
client,1,14,ecdsa_sign_with_sha256,10314
server,1,14,ecdh_calc_secret,61107
server,1,14,ecdsa_verify_with_sha256,19881
server,1,15,ecdh_setup,2
client,1,15,ecdsa_verify_with_sha256,20152
server,1,15,ecdh_make_params,61586
server,1,15,ecdsa_sign_with_sha512,10678
client,1,15,parse_server_ecdh_params,7
server,1,15,ecdsa_verify_with_sha512,20172
server,1,15,ecdsa_verify_with_sha256,20380
client,1,15,ecdh_make_public,61594
client,1,15,ecdh_calc_secret,60596
server,1,15,ecdh_read_public,3
client,1,15,ecdsa_sign_with_sha256,10512
