endpoint,operation,msglen,time
client,encrypt,8192,687
server,decrypt,8192,733
server,encrypt,8192,672
client,decrypt,8192,680
client,encrypt,8192,701
server,decrypt,8192,690
server,encrypt,8192,679
client,decrypt,8192,620
client,encrypt,8192,630
server,decrypt,8192,639
server,encrypt,8192,620
client,decrypt,8192,691
client,encrypt,8192,640
server,decrypt,8192,643
server,encrypt,8192,725
client,decrypt,8192,659
client,encrypt,8192,660
server,decrypt,8192,783
server,encrypt,8192,782
client,decrypt,8192,783
client,encrypt,16384,1505
server,decrypt,16384,1653
server,encrypt,16384,1237
client,decrypt,16384,1323
client,encrypt,16384,1519
server,decrypt,16384,1236
server,encrypt,16384,1280
client,decrypt,16384,1369
client,encrypt,16384,1245
server,decrypt,16384,1313
server,encrypt,16384,1285
client,decrypt,16384,1299
client,encrypt,16384,1262
server,decrypt,16384,1276
server,encrypt,16384,1315
client,decrypt,16384,1420
client,encrypt,16384,1287
server,decrypt,16384,1242
server,encrypt,16384,1306
client,decrypt,16384,1438
