msglen,time
1024,209720
1024,194993
1024,209857
1024,209102
1024,207774
1024,189590
1024,196279
1024,206055
1024,188468
1024,189680
1024,195012
1024,192475
1024,187205
1024,187743
1024,194704
1024,197870
1024,190407
1024,190493
1024,188108
1024,197851
1024,189947
1024,218060
1024,191883
1024,208073
1024,201522
