endpoint,keylen,test_id,time
client,1,0,15
server,1,0,6
client,1,0,1
server,1,0,2
client,1,0,6
server,1,0,34
client,1,0,13
server,1,0,45146
client,1,0,87591
server,1,0,2
server,1,0,1
client,1,1,8
server,1,1,1
server,1,1,1
client,1,1,1
server,1,1,14
client,1,1,3
server,1,1,44530
client,1,1,7
server,1,1,1
client,1,1,87347
server,1,1,1
server,1,2,1
client,1,2,13
client,1,2,1
server,1,2,1
server,1,2,13
client,1,2,2
client,1,2,6
server,1,2,43754
client,1,2,88818
server,1,2,1
server,1,2,1
client,1,3,13
server,1,3,1
server,1,3,1
client,1,3,1
server,1,3,14
client,1,3,4
server,1,3,44355
client,1,3,7
server,1,3,1
server,1,3,1
client,1,3,86499
server,1,4,1
client,1,4,9
client,1,4,1
server,1,4,1
client,1,4,3
server,1,4,13
client,1,4,7
server,1,4,44669
client,1,4,86804
server,1,4,2
server,1,4,2
server,1,5,1
client,1,5,9
client,1,5,2
server,1,5,1
client,1,5,3
server,1,5,14
server,1,5,44628
client,1,5,17
server,1,5,1
client,1,5,88516
server,1,5,1
client,1,6,13
server,1,6,1
server,1,6,1
client,1,6,1
client,1,6,3
server,1,6,13
client,1,6,7
server,1,6,44991
client,1,6,88322
server,1,6,2
server,1,6,2
client,1,7,9
server,1,7,1
server,1,7,0
client,1,7,1
server,1,7,13
server,1,7,44478
client,1,7,4
client,1,7,7
server,1,7,1
server,1,7,1
client,1,7,88066
client,1,8,8
server,1,8,1
server,1,8,1
client,1,8,1
server,1,8,14
client,1,8,3
server,1,8,44486
client,1,8,6
server,1,8,12
client,1,8,88790
server,1,8,1
server,1,9,1
client,1,9,13
client,1,9,1
server,1,9,1
client,1,9,3
server,1,9,13
server,1,9,44550
client,1,9,6
server,1,9,1
client,1,9,88274
server,1,9,1
client,1,10,12
server,1,10,1
server,1,10,1
client,1,10,2
server,1,10,14
client,1,10,3
server,1,10,44543
client,1,10,7
server,1,10,11
client,1,10,88018
server,1,10,1
client,1,11,8
server,1,11,1
server,1,11,1
client,1,11,1
server,1,11,13
client,1,11,3
server,1,11,43671
client,1,11,6
server,1,11,2
server,1,11,1
client,1,11,87446
server,1,12,1
client,1,12,9
client,1,12,1
server,1,12,1
client,1,12,2
server,1,12,13
client,1,12,7
client,1,12,86973
server,1,12,44304
server,1,12,2
server,1,12,1
client,1,13,8
server,1,13,1
server,1,13,1
client,1,13,1
server,1,13,13
client,1,13,3
client,1,13,7
server,1,13,44486
server,1,13,1
client,1,13,88356
server,1,13,1
client,1,14,13
server,1,14,2
client,1,14,1
server,1,14,1
server,1,14,14
client,1,14,4
client,1,14,7
server,1,14,44723
client,1,14,87777
server,1,14,1
server,1,14,1
server,1,15,1
client,1,15,8
client,1,15,1
server,1,15,1
client,1,15,3
server,1,15,13
client,1,15,7
server,1,15,44794
client,1,15,87928
server,1,15,2
server,1,15,2
client,1,16,9
server,1,16,1
server,1,16,1
client,1,16,1
client,1,16,4
server,1,16,14
server,1,16,44407
client,1,16,6
server,1,16,2
client,1,16,88378
server,1,16,1
server,1,17,1
client,1,17,8
client,1,17,2
client,1,17,3
server,1,17,1
server,1,17,14
client,1,17,6
client,1,17,86630
server,1,17,44522
server,1,17,1
server,1,17,1
server,1,18,0
client,1,18,9
server,1,18,1
client,1,18,1
client,1,18,3
server,1,18,13
server,1,18,44475
client,1,18,7
server,1,18,2
client,1,18,87830
server,1,18,1
server,1,19,2
client,1,19,9
client,1,19,1
server,1,19,1
server,1,19,13
client,1,19,3
server,1,19,44686
client,1,19,7
server,1,19,12
client,1,19,88640
server,1,19,1
server,1,20,1
client,1,20,8
client,1,20,1
server,1,20,1
client,1,20,3
client,1,20,7
server,1,20,14
client,1,20,88147
server,1,20,44551
server,1,20,1
server,1,20,1
client,1,21,9
server,1,21,1
server,1,21,1
client,1,21,2
server,1,21,13
client,1,21,3
server,1,21,44917
client,1,21,6
server,1,21,1
client,1,21,88328
server,1,21,1
client,1,22,9
server,1,22,1
client,1,22,11
server,1,22,1
server,1,22,13
client,1,22,3
server,1,22,44428
client,1,22,7
server,1,22,1
client,1,22,85747
server,1,22,2
server,1,23,1
client,1,23,9
client,1,23,2
server,1,23,1
client,1,23,4
server,1,23,14
client,1,23,11
server,1,23,45115
client,1,23,87878
server,1,23,1
server,1,23,1
server,1,24,1
client,1,24,8
client,1,24,0
server,1,24,1
server,1,24,13
client,1,24,3
server,1,24,43950
server,1,24,2
client,1,24,7
server,1,24,1
client,1,24,87325
client,1,25,8
server,1,25,2
server,1,25,1
client,1,25,1
server,1,25,23
client,1,25,3
server,1,25,44202
client,1,25,7
client,1,25,87683
server,1,25,1
server,1,25,1
server,1,26,2
client,1,26,8
client,1,26,1
server,1,26,1
server,1,26,22
client,1,26,4
server,1,26,44060
client,1,26,7
server,1,26,2
client,1,26,87148
server,1,26,2
server,1,27,1
client,1,27,9
client,1,27,1
server,1,27,1
server,1,27,13
client,1,27,3
client,1,27,7
server,1,27,44493
server,1,27,1
client,1,27,89208
server,1,27,1
server,1,28,2
client,1,28,21
server,1,28,0
client,1,28,0
client,1,28,3
server,1,28,14
client,1,28,7
server,1,28,46033
client,1,28,94938
server,1,28,2
server,1,28,2
server,1,29,1
client,1,29,9
client,1,29,1
server,1,29,1
client,1,29,4
server,1,29,13
server,1,29,49413
client,1,29,8
server,1,29,2
client,1,29,93230
server,1,29,2
client,1,30,9
server,1,30,1
server,1,30,1
client,1,30,1
client,1,30,3
server,1,30,14
client,1,30,7
server,1,30,45451
client,1,30,87639
server,1,30,1
server,1,30,2
server,1,31,1
client,1,31,8
client,1,31,1
server,1,31,1
client,1,31,3
server,1,31,13
client,1,31,7
server,1,31,44788
server,1,31,2
client,1,31,88200
server,1,31,1
client,1,32,10
server,1,32,1
server,1,32,0
client,1,32,1
server,1,32,14
server,1,32,45087
client,1,32,3
server,1,32,2
client,1,32,7
client,1,32,92268
server,1,32,1
server,1,33,2
client,1,33,9
client,1,33,2
server,1,33,0
server,1,33,22
client,1,33,5
server,1,33,47576
server,1,33,2
client,1,33,7
server,1,33,2
client,1,33,90690
server,1,34,1
client,1,34,9
client,1,34,1
server,1,34,1
client,1,34,3
server,1,34,23
server,1,34,44808
client,1,34,7
server,1,34,2
client,1,34,87729
server,1,34,1
server,1,35,1
client,1,35,9
client,1,35,2
server,1,35,1
server,1,35,13
client,1,35,3
server,1,35,44201
server,1,35,2
client,1,35,7
