msglen,time
1024,209588
1024,194888
1024,209724
1024,209009
1024,207628
1024,189463
1024,196179
1024,205917
1024,188332
1024,189548
1024,194843
1024,192344
1024,187089
1024,187587
1024,194567
1024,197749
1024,190288
1024,190379
1024,187987
1024,196625
1024,189798
1024,217920
1024,191790
1024,207951
1024,201382
