sec_lvl,test_id,operation,time
1,0,rsa_encrypt,1250
1,0,psk_derive_premaster,2
1,0,sha256_hash_master_secret,39
1,0,sha256_hash_key_expansion,87
1,1,rsa_encrypt,1346
1,1,psk_derive_premaster,2
1,1,sha256_hash_master_secret,51
1,1,sha256_hash_key_expansion,78
1,2,rsa_encrypt,828
1,2,psk_derive_premaster,2
1,2,sha256_hash_master_secret,21
1,2,sha256_hash_key_expansion,55
1,3,rsa_encrypt,933
1,3,psk_derive_premaster,1
1,3,sha256_hash_master_secret,23
1,3,sha256_hash_key_expansion,63
1,4,rsa_encrypt,790
1,4,psk_derive_premaster,1
1,4,sha256_hash_master_secret,21
1,4,sha256_hash_key_expansion,55
1,5,rsa_encrypt,853
1,5,psk_derive_premaster,1
1,5,sha256_hash_master_secret,21
1,5,sha256_hash_key_expansion,55
1,6,rsa_encrypt,1177
1,6,psk_derive_premaster,1
1,6,sha256_hash_master_secret,23
1,6,sha256_hash_key_expansion,55
1,7,rsa_encrypt,1276
1,7,psk_derive_premaster,1
1,7,sha256_hash_master_secret,22
1,7,sha256_hash_key_expansion,55
1,8,rsa_encrypt,798
1,8,psk_derive_premaster,2
1,8,sha256_hash_master_secret,24
1,8,sha256_hash_key_expansion,58
1,9,rsa_encrypt,791
1,9,psk_derive_premaster,1
1,9,sha256_hash_master_secret,21
1,9,sha256_hash_key_expansion,54
1,10,rsa_encrypt,859
1,10,psk_derive_premaster,1
1,10,sha256_hash_master_secret,24
1,10,sha256_hash_key_expansion,54
1,11,rsa_encrypt,809
1,11,psk_derive_premaster,1
1,11,sha256_hash_master_secret,21
1,11,sha256_hash_key_expansion,55
1,12,rsa_encrypt,860
1,12,psk_derive_premaster,1
1,12,sha256_hash_master_secret,21
1,12,sha256_hash_key_expansion,55
1,13,rsa_encrypt,907
1,13,psk_derive_premaster,1
1,13,sha256_hash_master_secret,22
1,13,sha256_hash_key_expansion,54
1,14,rsa_encrypt,849
1,14,psk_derive_premaster,1
1,14,sha256_hash_master_secret,21
1,14,sha256_hash_key_expansion,55
1,15,rsa_encrypt,820
1,15,psk_derive_premaster,2
1,15,sha256_hash_master_secret,21
1,15,sha256_hash_key_expansion,55
1,16,rsa_encrypt,863
1,16,psk_derive_premaster,1
1,16,sha256_hash_master_secret,21
1,16,sha256_hash_key_expansion,55
1,17,rsa_encrypt,890
1,17,psk_derive_premaster,1
1,17,sha256_hash_master_secret,23
1,17,sha256_hash_key_expansion,75
1,18,rsa_encrypt,846
1,18,psk_derive_premaster,1
1,18,sha256_hash_master_secret,21
1,18,sha256_hash_key_expansion,62
1,19,rsa_encrypt,884
1,19,psk_derive_premaster,1
1,19,sha256_hash_master_secret,23
1,19,sha256_hash_key_expansion,62
2,0,rsa_encrypt,1544
2,0,psk_derive_premaster,1
2,0,sha256_hash_master_secret,26
2,0,sha256_hash_key_expansion,55
2,1,rsa_encrypt,1563
2,1,psk_derive_premaster,2
2,1,sha256_hash_master_secret,21
