endpoint,min_input,max_input,cycles,time
server,32,8192,1260895517,486268
client,32,8192,1177950633,454280
server,32,8192,1101983512,424984
client,32,8192,1241027951,478605
server,32,8192,1180691434,455339
client,32,8192,1175380970,453290
server,32,8192,1160271559,447464
client,32,8192,1191040097,459329
server,32,8192,1164762635,449196
client,32,8192,1176703400,453800
server,32,8192,1138607044,439108
client,32,8192,1149619515,443357
server,32,8192,1206686259,465364
client,32,8192,1232992244,475508
server,32,8192,1178658522,454554
client,32,8192,1000719083,385931
server,32,8192,1157113285,446246
client,32,8192,34201670,13191
client,32,8192,9485194,3658
server,32,8192,100299833,38681
server,32,8192,749452197,289029
client,32,8192,81210167,31319
server,32,8192,1116455045,430565
client,32,8192,1020864100,393701
server,32,8192,1162561178,448348
client,32,8192,997029244,384068
server,32,8192,1219500865,470304
client,32,8192,1044976407,402999
client,32,8192,17974676,6931
server,32,8192,878604341,338837
server,32,8192,1169520790,451030
client,32,8192,1049270415,404656
server,32,8192,1152814091,444588
client,32,8192,989200977,381489
server,32,8192,1229470950,474150
client,32,8192,1095635848,422536
server,32,8192,909435111,350728
client,32,8192,1032695959,398263
server,32,8192,1301574501,501958
client,32,8192,1061511968,409376
server,32,8192,1140883698,439986
client,32,8192,1015815529,391754
server,32,8192,1167570854,450279
client,32,8192,989919238,381766
server,32,8192,1132199741,436637
client,32,8192,1164267372,449004
server,32,8192,1168442102,450614
client,32,8192,1187816998,458086
server,32,8192,1145457750,441751
client,32,8192,1013453306,390842
client,32,8192,13247637,5110
server,32,8192,651467913,251242
client,32,8192,13333206,5142
server,32,8192,28172945,10864
server,32,8192,1194436927,460641
client,32,8192,1023755295,394816
server,32,8192,558451817,215370
client,32,8192,1005402041,387738
server,32,8192,1136802316,438412
client,32,8192,1022017985,394145
server,32,8192,672450469,259334
client,32,8192,32964809,12714
client,32,8192,22782098,8786
server,32,8192,29650955,11435
server,32,8192,531129376,204833
client,32,8192,7890499,3042
server,32,8192,1182804729,456153
client,32,8192,987497376,380832
server,32,8192,1157082169,446233
client,32,8192,967036013,372941
server,32,8192,1141552692,440255
client,32,8192,992465564,382748
server,32,8192,1165156771,449348
client,32,8192,111727184,43089
