endpoint,min_input,max_input,cycles,time
server,32,8192,184548996,71171
client,32,8192,235851501,90958
server,32,8192,183797026,70882
client,32,8192,135681318,52327
server,32,8192,183006161,70577
client,32,8192,16076600,6201
server,32,8192,180317220,69541
client,32,8192,166444670,64192
server,32,8192,174628178,67347
client,32,8192,54953449,21193
server,32,8192,173194249,66794
client,32,8192,87822317,33870
server,32,8192,182567944,70409
client,32,8192,17336798,6686
server,32,8192,189452359,73064
client,32,8192,17707597,6829
server,32,8192,188949317,72870
client,32,8192,46539164,17949
server,32,8192,184886086,71302
client,32,8192,23285140,8980
server,32,8192,179614517,69270
client,32,8192,21700817,8369
server,32,8192,177410467,68419
client,32,8192,47864187,18459
server,32,8192,170658295,65815
client,32,8192,151438979,58403
server,32,8192,221737802,85517
client,32,8192,19683463,7593
server,32,8192,198660102,76615
client,32,8192,23134746,8922
server,32,8192,177630872,68504
client,32,8192,162319207,62600
server,32,8192,183555877,70789
client,32,8192,51437341,19837
server,32,8192,193240732,74524
client,32,8192,47324843,18252
server,32,8192,191368586,73803
client,32,8192,17632400,6800
server,32,8192,186983823,72111
client,32,8192,146968647,56680
server,32,8192,192862154,74378
client,32,8192,126504691,48788
server,32,8192,191679746,73923
client,32,8192,47843443,18451
server,32,8192,195636664,75450
client,32,8192,55985463,21591
server,32,8192,191936453,74023
client,32,8192,61977886,23902
server,32,8192,187510202,72315
client,32,8192,70962631,27367
server,32,8192,181414059,69955
client,32,8192,55741721,21497
server,32,8192,185902542,71694
client,32,8192,35135150,13550
server,32,8192,190865544,73608
client,32,8192,17188997,6629
server,32,8192,200096624,77169
client,32,8192,16120681,6217
server,32,8192,181424431,69968
client,32,8192,18031722,6955
server,32,8192,178292087,68759
client,32,8192,153637843,59251
server,32,8192,183133218,70628
client,32,8192,48426868,18677
server,32,8192,177179690,68331
client,32,8192,45398244,17508
server,32,8192,187084950,72149
client,32,8192,17943560,6920
server,32,8192,181240328,69897
client,32,8192,17577947,6779
server,32,8192,182155657,70240
client,32,8192,62815425,24225
server,32,8192,182570537,70409
client,32,8192,16937476,6532
server,32,8192,182080460,70221
client,32,8192,21278158,8206
server,32,8192,180392417,69569
client,32,8192,17090463,6592
server,32,8192,185212804,71428
client,32,8192,43712794,16859
server,32,8192,179176300,69100
client,32,8192,42509642,16394
server,32,8192,182702780,70461
client,32,8192,47153705,18185
server,32,8192,189693508,73157
client,32,8192,17354949,6693
server,32,8192,187287204,72229
client,32,8192,37839649,14593
server,32,8192,184414160,71121
client,32,8192,22343881,8617
server,32,8192,181888578,70146
client,32,8192,54753788,21116
server,32,8192,177973148,68637
client,32,8192,59843847,23080
server,32,8192,179269648,69136
client,32,8192,46168365,17806
server,32,8192,184427125,71125
client,32,8192,78785712,30384
server,32,8192,182601653,70421
client,32,8192,48748400,18800
server,32,8192,186778976,72032
client,32,8192,84070246,32422
server,32,8192,181574825,70025
client,32,8192,16877837,6509
server,32,8192,179458937,69211
client,32,8192,47049985,18145
server,32,8192,184904237,71309
client,32,8192,79138360,30520
server,32,8192,176228059,67963
client,32,8192,80323361,30978
server,32,8192,180151268,69477
client,32,8192,18941865,7305
server,32,8192,122068068,47078
client,32,8192,22359439,8623
server,32,8192,185552487,71559
client,32,8192,17025638,6567
server,32,8192,177892765,68605
client,32,8192,156184169,60233
server,32,8192,188627785,72745
client,32,8192,17520901,6757
server,32,8192,181875613,70143
client,32,8192,17686853,6821
server,32,8192,176222873,67962
client,32,8192,59496385,22945
server,32,8192,181380350,69950
