endpoint,data_size,time
client,1048576,89708
server,1048576,89249
server,1048576,88942
client,1048576,94277
server,1048576,91827
client,1048576,92209
server,1048576,89197
client,1048576,89604
server,1048576,91401
client,1048576,91839
server,1048576,89087
client,1048576,89422
server,1048576,90648
client,1048576,90970
server,1048576,90631
client,1048576,91185
server,1048576,89221
client,1048576,89526
server,1048576,90288
client,1048576,90647
server,1048576,90446
client,1048576,90787
server,1048576,89968
client,1048576,90326
server,1048576,91551
client,1048576,91855
server,1048576,89967
client,1048576,90303
server,1048576,89967
client,1048576,90305
server,1048576,90204
client,1048576,90527
server,1048576,89431
client,1048576,89734
server,1048576,89084
client,1048576,89401
server,1048576,90733
client,1048576,91062
server,1048576,90785
client,1048576,91110
server,1048576,89168
client,1048576,89517
server,1048576,90746
client,1048576,91066
server,1048576,89987
client,1048576,90336
server,1048576,89825
client,1048576,90165
server,1048576,89305
client,1048576,89605
server,1048576,89186
client,1048576,89480
server,1048576,89647
client,1048576,89967
server,1048576,89682
client,1048576,89965
server,1048576,89324
client,1048576,89666
server,1048576,89096
client,1048576,89454
server,1048576,91233
client,1048576,91543
server,1048576,90960
client,1048576,91264
server,1048576,90270
client,1048576,90523
server,1048576,91309
client,1048576,91652
server,1048576,89479
client,1048576,89827
server,1048576,89203
client,1048576,89610
server,1048576,90926
client,1048576,91266
server,1048576,89149
client,1048576,89448
server,1048576,88852
client,1048576,89302
server,1048576,90050
client,1048576,90388
server,1048576,89547
client,1048576,89869
server,1048576,91206
client,1048576,91503
server,1048576,91038
client,1048576,91379
server,1048576,91454
client,1048576,91754
server,1048576,88757
client,1048576,89128
server,1048576,88749
client,1048576,89115
server,1048576,92394
client,1048576,92735
server,1048576,89720
client,1048576,90077
server,1048576,89111
client,1048576,89492
server,1048576,89556
client,1048576,89887
server,1048576,89557
client,1048576,89879
server,1048576,90066
client,1048576,90456
server,1048576,91120
client,1048576,91652
server,1048576,89496
client,1048576,89875
server,1048576,89548
client,1048576,89899
server,1048576,89268
client,1048576,89616
server,1048576,89783
client,1048576,90192
server,1048576,90091
client,1048576,90414
server,1048576,90530
client,1048576,90880
server,1048576,89580
client,1048576,89894
server,1048576,89330
client,1048576,89686
server,1048576,90019
client,1048576,90428
server,1048576,89657
client,1048576,90071
server,1048576,90219
client,1048576,90545
server,1048576,88552
client,1048576,88958
server,1048576,88586
client,1048576,88937
server,1048576,90090
client,1048576,90466
server,1048576,89402
client,1048576,89758
server,1048576,89026
client,1048576,89378
server,1048576,90381
client,1048576,90752
server,1048576,88603
client,1048576,88999
server,1048576,89520
client,1048576,89905
server,1048576,89827
client,1048576,90189
server,1048576,88965
client,1048576,89319
server,1048576,90315
client,1048576,90725
server,1048576,89254
client,1048576,89590
server,1048576,89211
client,1048576,89565
server,1048576,89571
client,1048576,89952
server,1048576,89200
client,1048576,89583
server,1048576,88858
client,1048576,89229
server,1048576,90165
client,1048576,90539
server,1048576,90219
client,1048576,90636
server,1048576,91195
client,1048576,91515
server,1048576,89669
client,1048576,90018
server,1048576,89018
client,1048576,89429
server,1048576,88877
client,1048576,89235
server,1048576,92258
client,1048576,92710
server,1048576,89650
client,1048576,89996
server,1048576,88527
client,1048576,88860
server,1048576,90876
client,1048576,91291
server,1048576,91318
client,1048576,91721
server,1048576,89739
client,1048576,90178
server,1048576,89427
client,1048576,89783
server,1048576,89638
client,1048576,89998
server,1048576,89548
client,1048576,89909
server,1048576,88936
client,1048576,89352
server,1048576,91347
client,1048576,91739
server,1048576,90215
client,1048576,90567
server,1048576,90117
client,1048576,90456
server,1048576,89891
client,1048576,90298
server,1048576,89943
client,1048576,90326
server,1048576,90521
client,1048576,90874
server,1048576,90078
client,1048576,90387
server,1048576,91018
client,1048576,91351
server,1048576,90052
client,1048576,90422
server,1048576,92602
client,1048576,92947
server,1048576,98087
client,1048576,98420
server,1048576,89836
client,1048576,90361
server,1048576,89163
client,1048576,89767
server,1048576,89531
client,1048576,90072
server,1048576,89741
client,1048576,90118
server,1048576,90454
client,1048576,90769
server,1048576,88913
client,1048576,89241
server,1048576,90475
client,1048576,90833
server,1048576,88938
client,1048576,89242
server,1048576,90027
client,1048576,90373
server,1048576,89448
client,1048576,89792
server,1048576,89195
client,1048576,89527
server,1048576,89555
client,1048576,89866
server,1048576,89176
client,1048576,89495
server,1048576,89734
client,1048576,90081
server,1048576,90325
client,1048576,90668
server,1048576,90806
client,1048576,91155
server,1048576,89493
client,1048576,89790
server,1048576,89350
client,1048576,89652
server,1048576,90455
client,1048576,91006
server,1048576,89749
client,1048576,90076
server,1048576,89438
client,1048576,89790
server,1048576,91015
client,1048576,91296
server,1048576,90449
client,1048576,90798
server,1048576,90646
client,1048576,90964
server,1048576,90465
client,1048576,90817
server,1048576,92286
client,1048576,92625
server,1048576,89372
client,1048576,89724
server,1048576,337050
client,1048576,337360
server,1048576,92356
client,1048576,92677
server,1048576,88794
client,1048576,89130
server,1048576,93858
client,1048576,94213
server,1048576,90494
client,1048576,90824
server,1048576,89068
client,1048576,89474
server,1048576,89531
client,1048576,89926
server,1048576,89446
client,1048576,89835
server,1048576,89819
client,1048576,90143
server,1048576,89065
client,1048576,89449
server,1048576,90744
client,1048576,91092
server,1048576,89195
client,1048576,89567
server,1048576,90301
client,1048576,90781
server,1048576,90648
client,1048576,91037
server,1048576,89826
client,1048576,90188
server,1048576,88854
client,1048576,89237
server,1048576,90721
