msglen,time
1024,130366
1024,131105
1024,125176
1024,121925
1024,138156
1024,141830
1024,186892
1024,126056
1024,134504
1024,133225
1024,140445
1024,133964
1024,133081
1024,152774
1024,128554
1024,122268
1024,137510
1024,118405
1024,115918
1024,119720
1024,119918
1024,119417
1024,122303
1024,120881
1024,124631
