msglen,time
1024,173599
1024,172155
1024,170410
1024,167674
1024,231348
1024,162376
1024,164105
1024,165336
1024,224670
1024,188195
1024,190131
1024,217993
1024,187598
1024,172584
1024,161326
1024,194578
1024,156074
1024,173869
1024,155991
1024,187978
1024,158367
1024,160853
1024,155661
1024,201165
1024,160339
