msglen,time
1024,173791
1024,172385
1024,170554
1024,167833
1024,231511
1024,162552
1024,164287
1024,165683
1024,224869
1024,188344
1024,190395
1024,221720
1024,187753
1024,172768
1024,161507
1024,194853
1024,156235
1024,174014
1024,156275
1024,188132
1024,158529
1024,161027
1024,155828
1024,201360
1024,160566
